,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20
Person_226,,0.0,,0.0,,1.0,,0.0,0.0,,0.0,,,0.0,0.0,1.0,1.0,,0.0,
Person_227,1.0,,1.0,0.0,,,0.0,,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,,,,0.0
Person_228,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
Person_229,1.0,,,1.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,
Person_230,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0
Person_231,1.0,1.0,0.0,,,1.0,1.0,,,0.0,,,1.0,0.0,,1.0,,,1.0,0.0
Person_232,1.0,1.0,,1.0,,1.0,0.0,,0.0,1.0,0.0,,0.0,,,,,0.0,1.0,1.0
Person_233,,1.0,,,,,1.0,0.0,1.0,,,,,1.0,0.0,1.0,,0.0,,1.0
Person_234,0.0,1.0,0.0,0.0,,,,1.0,,0.0,,1.0,0.0,,,1.0,1.0,0.0,1.0,1.0
Person_235,,,0.0,,,,,0.0,1.0,0.0,0.0,,1.0,,0.0,1.0,,,,1.0
Person_236,,,,,1.0,,,,,0.0,1.0,,,,0.0,,1.0,0.0,1.0,0.0
Person_237,1.0,1.0,,0.0,0.0,,1.0,1.0,0.0,,,,0.0,,,,0.0,0.0,1.0,
Person_238,1.0,1.0,1.0,0.0,0.0,0.0,,,,,1.0,1.0,0.0,,0.0,,1.0,1.0,,
Person_239,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0
Person_240,,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,0.0,,1.0
Person_241,,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,,1.0,1.0,0.0,1.0,
Person_242,,1.0,,0.0,0.0,,0.0,1.0,,1.0,,,1.0,0.0,1.0,1.0,,0.0,1.0,
Person_243,,1.0,,0.0,,1.0,0.0,,0.0,0.0,,1.0,,,,1.0,1.0,0.0,,1.0
Person_244,1.0,,1.0,,0.0,1.0,,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,,0.0,1.0,
Person_245,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,,,0.0,,0.0,1.0,1.0,0.0,0.0,
Person_246,,1.0,1.0,1.0,,0.0,,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,1.0,
Person_247,1.0,1.0,,0.0,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,,1.0,0.0,1.0,1.0
Person_248,,1.0,1.0,0.0,,,,1.0,,0.0,0.0,,0.0,,,1.0,1.0,,,1.0
Person_249,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,
Person_250,0.0,,0.0,,,,1.0,1.0,1.0,0.0,,,,0.0,1.0,,1.0,1.0,0.0,
Person_251,0.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,1.0,,
Person_252,,1.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,
Person_253,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,0.0,0.0,,,,
Person_254,1.0,,,0.0,,1.0,0.0,1.0,,,,1.0,,,0.0,,,1.0,1.0,1.0
Person_255,,0.0,,,,,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,,,1.0,1.0,
Person_256,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0
Person_257,,,1.0,1.0,,1.0,,0.0,,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,,1.0,
Person_258,,1.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,
Person_259,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,0.0,,1.0,,,,
Person_260,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,1.0,1.0,,1.0,0.0
Person_261,,1.0,,0.0,0.0,,,,1.0,1.0,,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0
Person_262,,1.0,,,,,,,0.0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Person_263,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,1.0,,1.0,,,
Person_264,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Person_265,,1.0,0.0,0.0,,,,,,,0.0,1.0,,0.0,0.0,,0.0,1.0,0.0,1.0
Person_266,,1.0,0.0,0.0,1.0,,0.0,,,1.0,,0.0,,,1.0,1.0,1.0,0.0,,1.0
Person_267,0.0,,1.0,,0.0,,,,,0.0,1.0,,1.0,,,1.0,,0.0,,
Person_268,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,,0.0,1.0,0.0,0.0,,1.0,1.0,,1.0,1.0,0.0
Person_269,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,
Person_270,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,0.0,,,,,1.0,1.0,
Person_271,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,1.0,,0.0,,0.0,1.0,0.0,1.0,0.0
Person_272,1.0,1.0,1.0,,1.0,1.0,0.0,,0.0,1.0,,1.0,0.0,,1.0,,1.0,1.0,1.0,1.0
Person_273,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,
Person_274,,,,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Person_275,0.0,,1.0,1.0,1.0,,0.0,,,,0.0,0.0,0.0,,,,,,,1.0
Person_276,1.0,1.0,1.0,1.0,0.0,,1.0,,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Person_277,0.0,,,0.0,0.0,0.0,,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,,
Person_278,,,0.0,,0.0,,,,0.0,0.0,,,,0.0,,,0.0,,1.0,
Person_279,,0.0,0.0,0.0,1.0,,0.0,,,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,,1.0,1.0
Person_280,0.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0
Person_281,1.0,,0.0,1.0,0.0,,,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,,1.0,,,1.0
Person_282,,1.0,,0.0,,0.0,0.0,,1.0,1.0,0.0,0.0,,,0.0,1.0,,0.0,1.0,
Person_283,1.0,1.0,,0.0,,1.0,0.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,,1.0,1.0,1.0
Person_284,0.0,1.0,0.0,0.0,,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,,0.0,0.0,
Person_285,1.0,,,1.0,,,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,
Person_286,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,
Person_287,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0
Person_288,,1.0,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,,,
Person_289,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,,1.0,
Person_290,,1.0,,,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,,1.0,1.0,,
Person_291,0.0,,,0.0,0.0,,0.0,1.0,,1.0,0.0,1.0,,,0.0,,,0.0,1.0,
Person_292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,,1.0,0.0,1.0,1.0
Person_293,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
Person_294,,0.0,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,,
Person_295,,,,,0.0,0.0,,1.0,,,0.0,,,0.0,,1.0,,0.0,,
Person_296,1.0,,0.0,,,0.0,,,0.0,0.0,,,1.0,1.0,,1.0,1.0,,1.0,
Person_297,1.0,,,0.0,0.0,0.0,,,1.0,,,,0.0,0.0,,1.0,,0.0,,1.0
Person_298,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,,,
Person_299,,0.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0
Person_300,,,,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0
Person_301,,1.0,,1.0,,1.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0
Person_302,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
Person_303,,1.0,1.0,0.0,,1.0,0.0,,,1.0,,,,1.0,1.0,1.0,1.0,0.0,,
Person_304,,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0
Person_305,0.0,,1.0,,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
Person_306,,1.0,,,,,,0.0,0.0,,,1.0,0.0,,0.0,1.0,1.0,0.0,,1.0
Person_307,,1.0,0.0,,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,1.0
Person_308,1.0,1.0,1.0,,0.0,,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,1.0
Person_309,,,0.0,1.0,0.0,,0.0,1.0,,,0.0,1.0,,,,,0.0,1.0,,0.0
Person_310,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0
Person_311,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,1.0
Person_312,,,0.0,,,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,1.0,1.0,
Person_313,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0
Person_314,0.0,,,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,1.0,0.0
Person_315,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,0.0,,,1.0,1.0,1.0,1.0,
Person_316,1.0,1.0,,,1.0,,0.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,1.0
Person_317,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,1.0,
Person_318,,,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,,,,,,1.0,
Person_319,0.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,,1.0,1.0,0.0,,
Person_320,,1.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,1.0,,0.0,,0.0
Person_321,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,,1.0,,0.0,,,0.0,,,1.0
Person_322,0.0,1.0,1.0,,,1.0,,1.0,,,,0.0,0.0,,,1.0,1.0,,,1.0
Person_323,,1.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,,1.0,1.0,1.0,0.0
Person_324,,,0.0,0.0,0.0,0.0,,1.0,1.0,,,,,,,,0.0,1.0,,1.0
Person_325,,,,,,1.0,,,,,,0.0,0.0,1.0,,,,0.0,,1.0
Person_326,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,1.0,0.0,0.0,,,,0.0,0.0,0.0
Person_327,0.0,1.0,,1.0,0.0,1.0,,0.0,0.0,1.0,,,,0.0,0.0,1.0,0.0,,1.0,0.0
Person_328,,,,0.0,,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,1.0,0.0,1.0,,
Person_329,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0
Person_330,1.0,,,,0.0,,,,,0.0,,0.0,0.0,,0.0,,1.0,,,1.0
Person_331,0.0,,1.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,,,1.0
Person_332,,,0.0,,1.0,,,,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,,1.0,1.0
Person_333,,1.0,0.0,1.0,1.0,,0.0,,0.0,0.0,1.0,1.0,,1.0,1.0,,1.0,0.0,1.0,1.0
Person_334,,,0.0,,,0.0,1.0,1.0,,1.0,,1.0,0.0,1.0,,,1.0,0.0,0.0,
Person_335,,1.0,,,,,,,1.0,,,1.0,0.0,1.0,,,,1.0,1.0,0.0
Person_336,0.0,0.0,,,,,0.0,1.0,1.0,0.0,,,0.0,,,1.0,,,0.0,
Person_337,1.0,1.0,1.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0
Person_338,,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,,0.0,,1.0,1.0,,,1.0,,1.0,
Person_339,0.0,1.0,,1.0,0.0,1.0,1.0,,,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,,
Person_340,0.0,,0.0,0.0,,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,0.0,
Person_341,,,1.0,0.0,1.0,,,1.0,,1.0,1.0,,,1.0,0.0,,1.0,0.0,1.0,1.0
Person_342,,,0.0,,0.0,,,1.0,,,,1.0,0.0,,,,1.0,1.0,1.0,
Person_343,,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0
Person_344,,,,,1.0,1.0,,1.0,,1.0,0.0,,0.0,0.0,,,0.0,,,1.0
Person_345,,1.0,0.0,,,0.0,0.0,1.0,0.0,,,,,,0.0,1.0,,0.0,,0.0
Person_346,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,1.0,1.0,
Person_347,,1.0,,0.0,,,1.0,1.0,1.0,,,,,0.0,1.0,1.0,1.0,1.0,,
Person_348,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,,0.0,1.0,
Person_349,1.0,,1.0,,0.0,0.0,1.0,1.0,1.0,,,1.0,0.0,,0.0,,1.0,0.0,,1.0
Person_350,,1.0,0.0,,0.0,,1.0,,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,,,1.0,
Person_351,0.0,1.0,,0.0,1.0,1.0,0.0,,,0.0,,0.0,1.0,1.0,0.0,,,,1.0,
Person_352,,1.0,1.0,,,1.0,,1.0,0.0,,0.0,1.0,0.0,1.0,,,0.0,0.0,,1.0
Person_353,0.0,1.0,,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,,,1.0,,0.0
Person_354,,,1.0,0.0,,0.0,1.0,,,1.0,,0.0,0.0,,,1.0,1.0,,,
Person_355,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,1.0,,1.0
Person_356,0.0,1.0,0.0,1.0,,,,,0.0,,1.0,1.0,0.0,,0.0,,,0.0,,1.0
Person_357,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,,,0.0
Person_358,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0
Person_359,1.0,,0.0,0.0,,,1.0,,1.0,0.0,0.0,0.0,,,0.0,,1.0,,1.0,1.0
Person_360,0.0,1.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,1.0,0.0,,,,1.0,1.0
Person_361,,,,0.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,1.0
Person_362,,,,,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,,,
Person_363,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,1.0,0.0,1.0,0.0
Person_364,,,,,0.0,1.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,
Person_365,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,1.0,0.0
Person_366,0.0,,1.0,,0.0,1.0,0.0,,1.0,0.0,,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Person_367,1.0,,,,0.0,0.0,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,
Person_368,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,1.0,,,,,1.0,,0.0,,0.0
Person_369,,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0
Person_370,1.0,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,0.0
Person_371,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,,
Person_372,,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,,0.0
Person_373,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,
Person_374,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,
Person_375,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,,1.0,1.0,0.0,
Person_376,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,0.0,,0.0,1.0,1.0,0.0,1.0,
Person_377,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,
Person_378,0.0,,0.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,,,,0.0,0.0
Person_379,1.0,1.0,,,1.0,1.0,1.0,,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,0.0,,
Person_380,0.0,,0.0,0.0,,,,,0.0,,,1.0,1.0,0.0,,1.0,,,,0.0
Person_381,1.0,1.0,0.0,,,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,,1.0,1.0,0.0,1.0,0.0
Person_382,,,1.0,,1.0,,0.0,,,,,,,,0.0,1.0,,,1.0,
Person_383,,,,,0.0,1.0,1.0,1.0,,1.0,0.0,,,1.0,,1.0,1.0,,,
Person_384,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0
Person_385,1.0,1.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,,1.0,1.0,0.0,0.0,1.0
Person_386,0.0,0.0,0.0,,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,
Person_387,,,0.0,,,,0.0,1.0,,1.0,0.0,1.0,,0.0,0.0,1.0,,0.0,,
Person_388,,1.0,,1.0,0.0,1.0,,,,0.0,1.0,1.0,0.0,,,,1.0,,1.0,
Person_389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0
Person_390,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,0.0,,1.0,,,0.0,,
Person_391,1.0,,,,,,,,0.0,,,,0.0,1.0,,1.0,1.0,,1.0,
Person_392,,,,0.0,0.0,1.0,,1.0,1.0,,0.0,,0.0,1.0,1.0,1.0,,0.0,,
Person_393,1.0,,,,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,,
Person_394,,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0
Person_395,1.0,1.0,,,,,1.0,1.0,,,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Person_396,,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,
Person_397,,1.0,,,0.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,
Person_398,1.0,,1.0,,0.0,,,1.0,1.0,,0.0,,,,,1.0,,,1.0,1.0
Person_399,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,
Person_400,1.0,1.0,,0.0,0.0,0.0,,,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Person_401,1.0,1.0,,,,,,,0.0,1.0,0.0,1.0,0.0,,,1.0,,0.0,1.0,1.0
Person_402,1.0,,0.0,,1.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0
Person_403,1.0,1.0,0.0,,,1.0,1.0,0.0,,0.0,,,,,0.0,1.0,1.0,0.0,1.0,1.0
Person_404,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0
Person_405,1.0,,1.0,,,,0.0,,1.0,1.0,0.0,1.0,0.0,,,1.0,,0.0,,1.0
Person_406,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,
Person_407,0.0,,,,0.0,,1.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
Person_408,0.0,,,0.0,0.0,1.0,0.0,,0.0,,0.0,,,,0.0,1.0,0.0,0.0,,1.0
Person_409,1.0,,1.0,0.0,1.0,,0.0,1.0,1.0,,,1.0,,0.0,,,1.0,,1.0,
Person_410,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,
Person_411,1.0,,0.0,,0.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,
Person_412,,1.0,,1.0,0.0,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,,,1.0
Person_413,1.0,1.0,,1.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,,1.0,1.0
Person_414,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0
Person_415,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,,,1.0,,1.0
Person_416,0.0,0.0,,,0.0,,,0.0,,0.0,,,,,0.0,1.0,0.0,,,0.0
Person_417,0.0,1.0,0.0,,,1.0,1.0,1.0,1.0,0.0,,1.0,,,,,,0.0,1.0,
Person_418,0.0,,1.0,1.0,0.0,1.0,,,,0.0,,1.0,0.0,0.0,,1.0,,0.0,1.0,0.0
Person_419,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,,1.0
Person_420,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0
Person_421,1.0,1.0,1.0,0.0,,,1.0,1.0,,1.0,,1.0,0.0,1.0,0.0,,,,1.0,0.0
Person_422,,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0
Person_423,0.0,1.0,0.0,0.0,1.0,,0.0,,1.0,1.0,,1.0,0.0,,,1.0,1.0,,,0.0
Person_424,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,1.0
Person_425,0.0,0.0,,0.0,,1.0,1.0,,,,,1.0,1.0,,0.0,,1.0,,,
Person_426,1.0,,1.0,0.0,,1.0,1.0,,0.0,,1.0,,0.0,1.0,,,0.0,,1.0,1.0
Person_427,,,1.0,,,,,1.0,1.0,,,,0.0,,1.0,,1.0,,,1.0
Person_428,,,1.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0
Person_429,,0.0,,0.0,0.0,1.0,,,,0.0,,0.0,0.0,1.0,0.0,,1.0,0.0,,0.0
Person_430,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,0.0,0.0
Person_431,,1.0,0.0,,0.0,,1.0,,0.0,0.0,1.0,1.0,,,0.0,,,1.0,1.0,0.0
Person_432,,1.0,0.0,,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0
Person_433,1.0,,,,,0.0,1.0,0.0,,,0.0,1.0,0.0,,,,1.0,,,
Person_434,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,,
Person_435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,,0.0
Person_436,1.0,,1.0,1.0,,,,,0.0,,0.0,1.0,1.0,1.0,1.0,,1.0,,,
Person_437,1.0,,1.0,,,1.0,0.0,0.0,,,,1.0,,0.0,,1.0,,0.0,0.0,0.0
Person_438,,1.0,,,,,1.0,,1.0,,0.0,1.0,0.0,,,0.0,,,1.0,
Person_439,,0.0,,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,,,,0.0,1.0,,0.0,,1.0
Person_440,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,,1.0,
Person_441,1.0,1.0,,,,1.0,1.0,,1.0,,0.0,1.0,,0.0,,,1.0,,,0.0
Person_442,1.0,1.0,0.0,0.0,,,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,,0.0
Person_443,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1.0,0.0,,,0.0
Person_444,0.0,0.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0
Person_445,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0
Person_446,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,,1.0
Person_447,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,0.0,0.0,,,1.0,1.0,0.0
Person_448,,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0
Person_449,,0.0,,,0.0,,0.0,1.0,,0.0,0.0,,,1.0,0.0,1.0,1.0,0.0,,
Person_450,,1.0,1.0,,,,0.0,,1.0,,,1.0,,1.0,0.0,1.0,,0.0,,1.0
Person_451,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,,,1.0,1.0
Person_452,,,,0.0,,0.0,,1.0,0.0,1.0,,,,,,0.0,,,,
Person_453,,1.0,,0.0,,1.0,1.0,,0.0,,0.0,1.0,1.0,0.0,0.0,,,,1.0,1.0
Person_454,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,,0.0,,
