,Estimate,CSEM,Score,Max score,p,Infit MS,Infit Z,Outfit MS,Outfit Z
Person_361,-1.611,0.47,11,38,0.289,0.799,-0.331,0.715,-0.549
Person_362,-0.603,0.439,16,38,0.421,1.124,0.423,1.314,0.82
Person_363,1.158,0.47,25,38,0.658,1.33,0.799,1.304,0.763
Person_364,-1.19,0.454,13,38,0.342,1.638,1.382,1.816,1.675
Person_365,-0.99,0.447,14,38,0.368,0.978,0.091,0.956,0.037
Person_366,0.538,0.447,22,38,0.579,1.987,1.91,1.991,1.949
Person_367,2.693,0.536,31,38,0.816,0.501,-1.014,0.465,-0.791
Person_368,-2.865,0.548,6,38,0.158,1.177,0.509,0.94,0.102
Person_369,-0.795,0.443,15,38,0.395,1.525,1.215,1.465,1.106
Person_370,0.538,0.447,22,38,0.579,0.969,0.074,0.949,0.023
Person_371,1.621,0.493,27,38,0.711,0.738,-0.409,0.747,-0.402
Person_372,0.151,0.439,20,38,0.526,1.111,0.392,0.949,0.017
Person_373,0.343,0.443,21,38,0.553,0.95,0.026,1.021,0.19
Person_374,0.151,0.439,20,38,0.526,1.044,0.244,1.123,0.421
Person_375,-1.611,0.47,11,38,0.289,0.978,0.102,0.84,-0.223
Person_376,-0.038,0.438,19,38,0.5,0.547,-1.143,0.586,-1.027
Person_377,-0.414,0.437,17,38,0.447,1.185,0.555,1.035,0.223
Person_378,1.383,0.481,26,38,0.684,0.678,-0.595,0.661,-0.666
Person_379,-1.19,0.454,13,38,0.342,1.309,0.795,1.297,0.773
Person_380,0.538,0.447,22,38,0.579,1.053,0.264,1.234,0.651
Person_381,-0.414,0.437,17,38,0.447,1.88,1.811,1.914,1.868
Person_382,0.538,0.447,22,38,0.579,0.837,-0.25,0.829,-0.282
Person_383,0.943,0.461,24,38,0.632,0.833,-0.242,0.792,-0.358
Person_384,0.343,0.443,21,38,0.553,0.775,-0.42,0.863,-0.197
Person_385,-0.226,0.437,18,38,0.474,0.642,-0.835,0.677,-0.732
Person_386,-2.865,0.548,6,38,0.158,0.632,-0.728,0.986,0.18
Person_387,0.737,0.453,23,38,0.605,2.624,2.719,2.872,3.054
Person_388,3.934,0.637,35,38,0.921,0.98,0.144,0.504,-0.145
Person_389,0.737,0.453,23,38,0.605,0.933,-0.008,1.003,0.152
Person_390,-2.582,0.526,7,38,0.184,2.012,1.819,1.523,0.995
Person_391,-0.414,0.437,17,38,0.447,0.764,-0.473,0.677,-0.733
Person_392,-0.99,0.447,14,38,0.368,0.811,-0.331,0.796,-0.373
Person_393,4.856,0.858,37,38,0.974,0.511,-0.475,0.245,-0.003
Person_394,-0.99,0.447,14,38,0.368,1.376,0.932,1.31,0.806
Person_395,0.737,0.453,23,38,0.605,0.946,0.024,1.077,0.318
Person_396,3.589,0.592,34,38,0.895,1.286,0.687,0.689,-0.031
Person_397,-1.835,0.481,10,38,0.263,0.758,-0.427,0.791,-0.322
Person_398,-0.226,0.437,18,38,0.474,1.366,0.919,1.337,0.868
Person_399,3.589,0.592,34,38,0.895,0.936,0.04,1.041,0.368
Person_400,1.158,0.47,25,38,0.658,0.59,-0.89,0.613,-0.842
Person_401,1.873,0.505,28,38,0.737,0.806,-0.226,0.696,-0.482
Person_402,-2.865,0.548,6,38,0.158,0.581,-0.878,0.445,-0.963
Person_403,0.737,0.453,23,38,0.605,0.61,-0.883,0.674,-0.707
Person_404,-0.414,0.437,17,38,0.447,0.935,-0.018,0.903,-0.099
Person_405,2.693,0.536,31,38,0.816,0.652,-0.593,0.544,-0.603
Person_406,0.943,0.461,24,38,0.632,0.888,-0.108,0.838,-0.24
Person_407,-0.414,0.437,17,38,0.447,1.364,0.918,1.417,1.022
Person_408,0.538,0.447,22,38,0.579,1.14,0.452,1.13,0.435
Person_409,1.621,0.493,27,38,0.711,0.38,-1.481,0.498,-1.101
Person_410,-0.038,0.438,19,38,0.5,0.319,-2.089,0.316,-2.14
Person_411,-2.582,0.526,7,38,0.184,1.378,0.873,1.465,0.915
Person_412,2.138,0.516,29,38,0.763,1.093,0.346,0.832,-0.135
Person_413,0.737,0.453,23,38,0.605,1.118,0.403,1.12,0.41
Person_414,1.158,0.47,25,38,0.658,0.773,-0.378,0.753,-0.445
Person_415,0.151,0.439,20,38,0.526,0.547,-1.13,0.543,-1.17
Person_416,1.383,0.481,26,38,0.684,0.845,-0.181,0.931,0.006
Person_417,0.343,0.443,21,38,0.553,1.034,0.222,0.853,-0.224
Person_418,-0.038,0.438,19,38,0.5,1.305,0.796,1.372,0.933
Person_419,0.151,0.439,20,38,0.526,0.584,-1.003,0.567,-1.085
Person_420,0.538,0.447,22,38,0.579,0.995,0.134,1.092,0.352
Person_421,-1.396,0.461,12,38,0.316,0.794,-0.355,0.746,-0.488
Person_422,-0.414,0.437,17,38,0.447,1.16,0.502,1.093,0.356
Person_423,0.943,0.461,24,38,0.632,0.537,-1.095,0.643,-0.78
Person_424,0.943,0.461,24,38,0.632,0.559,-1.024,0.507,-1.223
Person_425,3.276,0.565,33,38,0.868,1.161,0.474,1.139,0.44
Person_426,-3.514,0.614,4,38,0.105,0.569,-0.856,0.477,-0.591
Person_427,1.158,0.47,25,38,0.658,0.656,-0.693,0.569,-0.979
Person_428,0.737,0.453,23,38,0.605,0.61,-0.883,0.612,-0.897
Person_429,2.138,0.516,29,38,0.763,0.669,-0.53,0.602,-0.652
Person_430,1.383,0.481,26,38,0.684,0.983,0.126,0.887,-0.093
Person_431,0.538,0.447,22,38,0.579,1.189,0.554,1.207,0.597
Person_432,2.138,0.516,29,38,0.763,0.519,-0.933,0.462,-1.035
Person_433,0.151,0.439,20,38,0.526,0.814,-0.319,0.87,-0.181
Person_434,-1.611,0.47,11,38,0.289,0.832,-0.246,0.854,-0.189
Person_435,-0.795,0.443,15,38,0.395,0.731,-0.565,0.734,-0.555
Person_436,-0.795,0.443,15,38,0.395,0.86,-0.207,0.954,0.03
Person_437,-0.038,0.438,19,38,0.5,0.712,-0.613,0.741,-0.539
Person_438,-3.514,0.614,4,38,0.105,0.855,-0.135,0.6,-0.349
Person_439,-0.414,0.437,17,38,0.447,0.889,-0.133,0.891,-0.13
Person_440,1.621,0.493,27,38,0.711,1.069,0.302,1.104,0.369
Person_441,0.538,0.447,22,38,0.579,0.324,-2.005,0.342,-1.96
Person_442,1.383,0.481,26,38,0.684,0.701,-0.535,0.663,-0.66
Person_443,-2.582,0.526,7,38,0.184,0.761,-0.393,0.975,0.141
Person_444,0.538,0.447,22,38,0.579,1.033,0.22,0.899,-0.101
Person_445,-0.226,0.437,18,38,0.474,1.474,1.122,1.414,1.016
Person_446,-0.99,0.447,14,38,0.368,1.325,0.833,1.214,0.612
Person_447,0.737,0.453,23,38,0.605,1.019,0.191,1.372,0.912
Person_448,3.589,0.592,34,38,0.895,1.213,0.563,0.652,-0.081
Person_449,-2.318,0.508,8,38,0.211,1.252,0.654,0.992,0.159
Person_450,-2.318,0.508,8,38,0.211,0.464,-1.287,0.446,-1.183
Person_451,0.538,0.447,22,38,0.579,1.219,0.615,1.122,0.417
Person_452,0.943,0.461,24,38,0.632,1.11,0.386,0.951,0.035
Person_453,0.538,0.447,22,38,0.579,0.563,-1.051,0.599,-0.955
Person_454,-4.377,0.757,2,38,0.053,1.569,1.017,0.848,0.241
Person_455,0.737,0.453,23,38,0.605,1.315,0.795,1.127,0.425
Person_456,-0.603,0.439,16,38,0.421,0.965,0.055,0.952,0.023
Person_457,-0.603,0.439,16,38,0.421,1.104,0.379,1.121,0.418
Person_458,2.98,0.548,32,38,0.842,0.684,-0.535,1.255,0.565
Person_459,-0.414,0.437,17,38,0.447,0.521,-1.255,0.488,-1.382
Person_460,0.737,0.453,23,38,0.605,0.577,-0.988,0.532,-1.165
Person_461,-2.582,0.526,7,38,0.184,0.716,-0.509,0.608,-0.635
Person_462,0.343,0.443,21,38,0.553,1.801,1.645,1.815,1.696
Person_463,-3.172,0.576,5,38,0.132,0.736,-0.434,0.555,-0.565
Person_464,-0.795,0.443,15,38,0.395,1.544,1.248,1.525,1.215
Person_465,-3.906,0.67,3,38,0.079,0.44,-1.172,0.345,-0.67
Person_466,0.538,0.447,22,38,0.579,2.225,2.242,2.636,2.812
Person_467,0.343,0.443,21,38,0.553,0.556,-1.087,0.548,-1.143
Person_468,-0.226,0.437,18,38,0.474,0.831,-0.285,0.884,-0.149
Person_469,0.943,0.461,24,38,0.632,1.763,1.535,2.748,2.861
Person_470,0.151,0.439,20,38,0.526,1.064,0.288,1.076,0.316
Person_471,-2.318,0.508,8,38,0.211,0.841,-0.202,0.943,0.062
Person_472,-0.414,0.437,17,38,0.447,0.989,0.114,0.882,-0.152
Person_473,3.276,0.565,33,38,0.868,0.883,-0.078,1.689,0.958
Person_474,-2.318,0.508,8,38,0.211,0.417,-1.46,0.407,-1.317
Person_475,1.621,0.493,27,38,0.711,1.535,1.085,1.592,1.187
Person_476,1.621,0.493,27,38,0.711,0.961,0.088,0.988,0.14
Person_477,0.343,0.443,21,38,0.553,1.297,0.771,1.28,0.748
Person_478,-0.226,0.437,18,38,0.474,1.138,0.454,0.977,0.084
Person_479,0.737,0.453,23,38,0.605,0.896,-0.097,0.899,-0.095
Person_480,1.873,0.505,28,38,0.737,1.039,0.248,1.185,0.509
Person_481,1.873,0.505,28,38,0.737,0.846,-0.14,0.969,0.112
Person_482,-1.835,0.481,10,38,0.263,0.424,-1.478,0.493,-1.185
Person_483,-0.795,0.443,15,38,0.395,0.717,-0.606,0.785,-0.41
Person_484,0.343,0.443,21,38,0.553,1.243,0.665,1.331,0.849
Person_485,-0.795,0.443,15,38,0.395,1.133,0.443,1.165,0.511
Person_486,-0.795,0.443,15,38,0.395,1.143,0.464,1.114,0.401
Person_487,1.158,0.47,25,38,0.658,1.16,0.482,1.123,0.411
Person_488,-1.19,0.454,13,38,0.342,1.191,0.561,1.171,0.52
Person_489,2.138,0.516,29,38,0.763,0.952,0.086,0.743,-0.322
Person_490,2.138,0.516,29,38,0.763,0.621,-0.653,1.024,0.229
Person_491,-2.07,0.494,9,38,0.237,0.186,-2.62,0.213,-2.287
Person_492,1.158,0.47,25,38,0.658,1.32,0.781,1.293,0.741
Person_493,1.383,0.481,26,38,0.684,0.785,-0.322,0.708,-0.537
Person_494,2.693,0.536,31,38,0.816,0.415,-1.292,0.422,-0.902
Person_495,2.98,0.548,32,38,0.842,0.706,-0.48,0.409,-0.787
Person_496,-3.172,0.576,5,38,0.132,0.422,-1.376,0.353,-1.077
Person_497,-1.835,0.481,10,38,0.263,0.623,-0.805,0.668,-0.647
Person_498,-2.318,0.508,8,38,0.211,1.072,0.306,0.904,-0.018
Person_499,1.158,0.47,25,38,0.658,1.106,0.376,1.127,0.42
Person_500,-2.07,0.494,9,38,0.237,0.752,-0.431,0.905,-0.036
Person_501,1.158,0.47,25,38,0.658,1.086,0.334,1.092,0.348
Person_502,-0.795,0.443,15,38,0.395,0.584,-1.027,0.593,-0.996
Person_503,-0.414,0.437,17,38,0.447,1.531,1.228,1.627,1.399
Person_504,-3.172,0.576,5,38,0.132,0.316,-1.8,0.28,-1.31
Person_505,-0.414,0.437,17,38,0.447,0.784,-0.415,0.727,-0.581
Person_506,-1.396,0.461,12,38,0.316,1.53,1.183,1.432,1.013
Person_507,-2.07,0.494,9,38,0.237,0.967,0.082,1.003,0.17
Person_508,-0.795,0.443,15,38,0.395,1.078,0.321,1.154,0.488
Person_509,0.737,0.453,23,38,0.605,0.248,-2.372,0.304,-2.116
Person_510,-0.99,0.447,14,38,0.368,1.064,0.289,1.005,0.153
Person_511,-2.582,0.526,7,38,0.184,0.721,-0.497,0.627,-0.587
Person_512,1.873,0.505,28,38,0.737,1.669,1.247,1.842,1.476
Person_513,-0.226,0.437,18,38,0.474,0.698,-0.66,0.679,-0.726
Person_514,1.621,0.493,27,38,0.711,0.625,-0.7,0.616,-0.745
Person_515,-2.07,0.494,9,38,0.237,1.096,0.356,1.104,0.368
Person_516,-1.611,0.47,11,38,0.289,0.698,-0.604,0.732,-0.504
Person_517,0.737,0.453,23,38,0.605,0.248,-2.372,0.304,-2.116
Person_518,-0.038,0.438,19,38,0.5,0.406,-1.685,0.391,-1.781
Person_519,0.538,0.447,22,38,0.579,0.804,-0.336,0.657,-0.773
Person_520,-1.19,0.454,13,38,0.342,1.169,0.514,1.11,0.39
Person_521,-0.226,0.437,18,38,0.474,1.402,0.987,1.359,0.91
Person_522,-1.835,0.481,10,38,0.263,0.729,-0.504,0.875,-0.12
Person_523,0.538,0.447,22,38,0.579,0.761,-0.452,0.645,-0.808
Person_524,0.538,0.447,22,38,0.579,0.624,-0.853,0.714,-0.6
Person_525,1.621,0.493,27,38,0.711,1.022,0.211,0.994,0.153
Person_526,1.383,0.481,26,38,0.684,0.691,-0.563,0.606,-0.825
Person_527,-0.226,0.437,18,38,0.474,1.428,1.035,1.584,1.325
Person_528,1.621,0.493,27,38,0.711,0.668,-0.584,0.558,-0.914
Person_529,-0.038,0.438,19,38,0.5,1.152,0.482,1.241,0.673
Person_530,-0.414,0.437,17,38,0.447,0.672,-0.744,0.645,-0.833
Person_531,1.383,0.481,26,38,0.684,0.9,-0.054,0.99,0.135
Person_532,0.943,0.461,24,38,0.632,1.292,0.744,1.576,1.256
Person_533,-3.906,0.67,3,38,0.079,0.781,-0.269,0.613,-0.186
Person_534,-1.396,0.461,12,38,0.316,0.909,-0.065,1.014,0.178
Person_535,-0.226,0.437,18,38,0.474,1.688,1.495,1.887,1.826
Person_536,2.412,0.526,30,38,0.789,1.677,1.24,4.262,3.281
Person_537,-2.582,0.526,7,38,0.184,0.517,-1.091,0.442,-1.093
Person_538,-0.603,0.439,16,38,0.421,0.456,-1.503,0.423,-1.641
Person_539,-4.97,0.912,1,38,0.026,1.103,0.38,7.295,2.349
Person_540,1.621,0.493,27,38,0.711,0.396,-1.422,0.487,-1.138
Person_541,-0.226,0.437,18,38,0.474,1.218,0.624,1.318,0.83
Person_542,2.693,0.536,31,38,0.816,0.872,-0.084,0.606,-0.47
Person_543,-1.835,0.481,10,38,0.263,2.026,1.892,1.879,1.651
Person_544,-0.414,0.437,17,38,0.447,0.98,0.093,1.115,0.404
Person_545,-0.226,0.437,18,38,0.474,0.419,-1.646,0.432,-1.609
Person_546,0.943,0.461,24,38,0.632,1.269,0.701,1.092,0.35
Person_547,0.737,0.453,23,38,0.605,1.528,1.177,1.753,1.565
Person_548,-0.99,0.447,14,38,0.368,1.351,0.884,1.088,0.343
Person_549,2.138,0.516,29,38,0.763,0.475,-1.065,0.402,-1.224
Person_550,-0.414,0.437,17,38,0.447,1.245,0.68,1.384,0.958
Person_551,-0.795,0.443,15,38,0.395,1.107,0.385,1.108,0.387
Person_552,-1.835,0.481,10,38,0.263,1.521,1.136,1.438,0.978
Person_553,-0.414,0.437,17,38,0.447,1.019,0.184,0.967,0.061
Person_554,0.737,0.453,23,38,0.605,1.456,1.052,1.556,1.241
Person_555,0.343,0.443,21,38,0.553,0.773,-0.424,0.953,0.03
Person_556,-1.611,0.47,11,38,0.289,2.027,1.921,1.778,1.552
Person_557,0.538,0.447,22,38,0.579,0.355,-1.859,0.397,-1.712
Person_558,-1.611,0.47,11,38,0.289,0.778,-0.384,0.774,-0.392
Person_559,0.343,0.443,21,38,0.553,0.468,-1.404,0.49,-1.353
Person_560,0.737,0.453,23,38,0.605,0.904,-0.076,0.869,-0.171
Person_561,2.138,0.516,29,38,0.763,0.973,0.126,0.981,0.152
Person_562,1.873,0.505,28,38,0.737,1.24,0.603,1.395,0.85
Person_563,-1.396,0.461,12,38,0.316,0.835,-0.25,0.833,-0.256
Person_564,1.158,0.47,25,38,0.658,0.551,-1.01,0.581,-0.941
Person_565,-2.07,0.494,9,38,0.237,1.665,1.352,1.576,1.162
Person_566,1.158,0.47,25,38,0.658,1.116,0.395,1.13,0.426
Person_567,-1.396,0.461,12,38,0.316,0.434,-1.504,0.438,-1.491
Person_568,-0.226,0.437,18,38,0.474,0.411,-1.68,0.435,-1.596
Person_569,-1.835,0.481,10,38,0.263,0.611,-0.839,0.572,-0.929
Person_570,-0.038,0.438,19,38,0.5,0.742,-0.526,0.685,-0.706
Person_571,0.943,0.461,24,38,0.632,1.023,0.201,0.985,0.114
Person_572,-0.038,0.438,19,38,0.5,1.162,0.503,1.201,0.589
Person_573,-0.414,0.437,17,38,0.447,0.768,-0.46,0.905,-0.095
Person_574,1.158,0.47,25,38,0.658,1.085,0.334,1.061,0.282
Person_575,-2.582,0.526,7,38,0.184,1.796,1.523,2.125,1.72
Person_576,-1.396,0.461,12,38,0.316,0.447,-1.452,0.47,-1.369
Person_577,-1.835,0.481,10,38,0.263,0.396,-1.588,0.412,-1.479
Person_578,-1.19,0.454,13,38,0.342,1.25,0.68,1.213,0.606
Person_579,-0.414,0.437,17,38,0.447,0.803,-0.364,0.695,-0.679
Person_580,1.158,0.47,25,38,0.658,1.768,1.507,1.388,0.914
Person_581,1.158,0.47,25,38,0.658,1.294,0.735,1.211,0.586
Person_582,-1.396,0.461,12,38,0.316,0.911,-0.06,0.811,-0.312
Person_583,-3.172,0.576,5,38,0.132,0.854,-0.154,0.649,-0.369
Person_584,-0.226,0.437,18,38,0.474,0.415,-1.665,0.452,-1.523
Person_585,-2.865,0.548,6,38,0.158,1.12,0.401,1.343,0.713
Person_586,-0.226,0.437,18,38,0.474,1.198,0.582,1.316,0.826
Person_587,-0.603,0.439,16,38,0.421,1.266,0.724,1.232,0.655
Person_588,0.151,0.439,20,38,0.526,0.914,-0.064,0.864,-0.199
Person_589,-2.318,0.508,8,38,0.211,1.345,0.819,1.115,0.387
Person_590,0.151,0.439,20,38,0.526,0.741,-0.521,0.701,-0.655
Person_591,-0.038,0.438,19,38,0.5,0.816,-0.32,0.769,-0.459
Person_592,-2.07,0.494,9,38,0.237,0.657,-0.689,0.601,-0.787
Person_593,-1.396,0.461,12,38,0.316,0.757,-0.456,0.77,-0.422
Person_594,-0.038,0.438,19,38,0.5,0.532,-1.194,0.567,-1.092
Person_595,-1.19,0.454,13,38,0.342,0.451,-1.469,0.472,-1.395
Person_596,-0.414,0.437,17,38,0.447,0.902,-0.101,0.759,-0.487
Person_597,-3.906,0.67,3,38,0.079,0.804,-0.217,0.628,-0.164
Person_598,-1.396,0.461,12,38,0.316,0.984,0.111,0.934,-0.007
Person_599,1.158,0.47,25,38,0.658,0.879,-0.117,0.836,-0.232
Person_600,0.737,0.453,23,38,0.605,0.948,0.029,0.92,-0.044
Person_601,-0.038,0.438,19,38,0.5,0.843,-0.249,0.862,-0.205
Person_602,-0.603,0.439,16,38,0.421,0.966,0.059,0.977,0.086
Person_603,1.158,0.47,25,38,0.658,1.263,0.677,0.918,-0.035
Person_604,-1.611,0.47,11,38,0.289,1.23,0.626,1.251,0.665
Person_605,-0.226,0.437,18,38,0.474,0.627,-0.881,0.612,-0.94
Person_606,-2.865,0.548,6,38,0.158,0.767,-0.37,0.635,-0.49
Person_607,1.158,0.47,25,38,0.658,0.887,-0.1,0.894,-0.089
Person_608,0.943,0.461,24,38,0.632,0.671,-0.679,0.65,-0.758
Person_609,0.343,0.443,21,38,0.553,0.782,-0.399,0.779,-0.423
Person_610,1.621,0.493,27,38,0.711,0.408,-1.379,0.602,-0.786
Person_611,1.383,0.481,26,38,0.684,0.547,-0.976,0.64,-0.726
Person_612,-2.07,0.494,9,38,0.237,0.44,-1.394,0.711,-0.491
Person_613,-4.377,0.757,2,38,0.053,0.979,0.163,0.685,0.072
Person_614,0.737,0.453,23,38,0.605,0.665,-0.713,0.631,-0.837
Person_615,0.737,0.453,23,38,0.605,0.398,-1.645,0.419,-1.593
Person_616,1.158,0.47,25,38,0.658,0.56,-0.984,0.705,-0.573
Person_617,3.276,0.565,33,38,0.868,0.693,-0.525,0.411,-0.625
Person_618,-2.07,0.494,9,38,0.237,0.62,-0.798,0.817,-0.234
Person_619,2.412,0.526,30,38,0.789,1.665,1.224,2.285,1.774
Person_620,2.138,0.516,29,38,0.763,0.662,-0.549,0.453,-1.062
Person_621,-0.99,0.447,14,38,0.368,0.915,-0.062,0.916,-0.061
Person_622,0.151,0.439,20,38,0.526,0.894,-0.113,1.014,0.174
Person_623,-1.611,0.47,11,38,0.289,0.848,-0.208,0.78,-0.376
Person_624,-0.038,0.438,19,38,0.5,1.436,1.046,1.203,0.594
Person_625,3.276,0.565,33,38,0.868,0.706,-0.492,0.485,-0.477
Person_626,1.621,0.493,27,38,0.711,0.887,-0.067,0.678,-0.578
Person_627,1.158,0.47,25,38,0.658,1.097,0.357,1.089,0.342
Person_628,-1.396,0.461,12,38,0.316,1.016,0.182,1.014,0.179
Person_629,-0.603,0.439,16,38,0.421,0.399,-1.743,0.41,-1.696
Person_630,-0.795,0.443,15,38,0.395,1.149,0.477,1.242,0.672
Person_631,-2.582,0.526,7,38,0.184,1.331,0.79,1.096,0.353
Person_632,-0.226,0.437,18,38,0.474,0.441,-1.553,0.437,-1.587
Person_633,-4.377,0.757,2,38,0.053,0.979,0.163,0.685,0.072
Person_634,0.151,0.439,20,38,0.526,0.699,-0.643,0.647,-0.821
Person_635,-1.611,0.47,11,38,0.289,0.835,-0.239,0.819,-0.276
Person_636,-0.414,0.437,17,38,0.447,1.113,0.399,1.076,0.318
Person_637,2.693,0.536,31,38,0.816,0.902,-0.021,0.903,0.072
Person_638,-2.318,0.508,8,38,0.211,2.226,2.11,3.143,2.849
Person_639,1.383,0.481,26,38,0.684,0.722,-0.48,0.875,-0.121
Person_640,2.98,0.548,32,38,0.842,0.104,-2.967,0.106,-1.87
Person_641,0.343,0.443,21,38,0.553,1.718,1.514,1.972,1.937
Person_642,0.737,0.453,23,38,0.605,0.615,-0.868,0.648,-0.784
Person_643,-0.414,0.437,17,38,0.447,1.491,1.157,1.467,1.114
Person_644,-3.514,0.614,4,38,0.105,1.481,1.003,1.113,0.399
Person_645,-1.19,0.454,13,38,0.342,0.418,-1.604,0.419,-1.605
Person_646,1.158,0.47,25,38,0.658,0.8,-0.308,0.88,-0.124
Person_647,0.737,0.453,23,38,0.605,1.234,0.639,1.273,0.724
Person_648,0.151,0.439,20,38,0.526,1.679,1.46,1.505,1.18
Person_649,-2.07,0.494,9,38,0.237,0.736,-0.473,0.666,-0.608
Person_650,1.158,0.47,25,38,0.658,0.874,-0.13,0.993,0.136
Person_651,-0.603,0.439,16,38,0.421,1.015,0.176,1.042,0.238
Person_652,0.538,0.447,22,38,0.579,1.297,0.767,1.165,0.508
Person_653,-2.318,0.508,8,38,0.211,1.17,0.5,1.159,0.465
Person_654,0.151,0.439,20,38,0.526,1.414,0.998,1.366,0.92
Person_655,-0.414,0.437,17,38,0.447,0.784,-0.415,0.727,-0.581
Person_656,0.943,0.461,24,38,0.632,0.814,-0.291,0.802,-0.333
Person_657,-0.414,0.437,17,38,0.447,1.554,1.27,1.601,1.355
Person_658,-0.414,0.437,17,38,0.447,1.065,0.292,1.039,0.231
Person_659,-1.19,0.454,13,38,0.342,1.624,1.359,1.592,1.311
Person_660,-2.07,0.494,9,38,0.237,1.039,0.238,1.262,0.656
Person_661,0.151,0.439,20,38,0.526,0.747,-0.505,0.802,-0.364
Person_662,-0.226,0.437,18,38,0.474,0.945,0.009,0.86,-0.212
Person_663,0.737,0.453,23,38,0.605,0.485,-1.306,0.522,-1.199
Person_664,-0.414,0.437,17,38,0.447,1.627,1.398,1.73,1.574
Person_665,-0.414,0.437,17,38,0.447,0.566,-1.095,0.571,-1.08
Person_666,-2.07,0.494,9,38,0.237,0.93,-0.0,0.94,0.039
Person_667,0.737,0.453,23,38,0.605,1.385,0.926,1.115,0.4
Person_668,0.538,0.447,22,38,0.579,0.362,-1.826,0.392,-1.733
Person_669,-0.038,0.438,19,38,0.5,1.299,0.784,1.255,0.701
Person_670,-0.226,0.437,18,38,0.474,1.046,0.249,1.148,0.477
Person_671,0.151,0.439,20,38,0.526,0.719,-0.584,0.839,-0.263
Person_672,0.737,0.453,23,38,0.605,0.695,-0.626,0.708,-0.605
Person_673,-2.318,0.508,8,38,0.211,0.29,-2.004,0.532,-0.919
Person_674,-0.414,0.437,17,38,0.447,1.84,1.748,1.694,1.514
Person_675,2.98,0.548,32,38,0.842,0.383,-1.451,0.269,-1.178
Person_676,-2.07,0.494,9,38,0.237,0.892,-0.086,1.056,0.276
Person_677,1.621,0.493,27,38,0.711,0.406,-1.383,0.419,-1.374
Person_678,-0.99,0.447,14,38,0.368,0.4,-1.71,0.41,-1.672
Person_679,3.589,0.592,34,38,0.895,0.695,-0.507,0.405,-0.471
Person_680,-1.19,0.454,13,38,0.342,0.759,-0.463,0.716,-0.59
Person_681,-0.99,0.447,14,38,0.368,0.968,0.068,1.013,0.172
Person_682,-0.795,0.443,15,38,0.395,0.58,-1.038,0.528,-1.223
Person_683,2.412,0.526,30,38,0.789,0.274,-1.805,0.236,-1.691
Person_684,0.737,0.453,23,38,0.605,0.985,0.113,0.943,0.012
Person_685,0.943,0.461,24,38,0.632,1.166,0.501,1.129,0.426
Person_686,0.151,0.439,20,38,0.526,1.185,0.549,1.102,0.375
Person_687,-0.603,0.439,16,38,0.421,1.809,1.7,1.759,1.619
Person_688,-1.19,0.454,13,38,0.342,1.635,1.378,1.557,1.25
Person_689,-0.795,0.443,15,38,0.395,0.847,-0.241,0.905,-0.092
Person_690,1.383,0.481,26,38,0.684,1.616,1.242,1.501,1.082
Person_691,0.943,0.461,24,38,0.632,1.272,0.706,1.124,0.417
Person_692,-3.172,0.576,5,38,0.132,0.981,0.122,0.757,-0.167
Person_693,-0.414,0.437,17,38,0.447,0.406,-1.713,0.34,-2.019
Person_694,0.538,0.447,22,38,0.579,0.797,-0.354,1.03,0.212
Person_695,-0.795,0.443,15,38,0.395,1.049,0.255,1.041,0.236
Person_696,1.873,0.505,28,38,0.737,0.656,-0.583,0.839,-0.154
Person_697,0.943,0.461,24,38,0.632,4.081,4.129,3.671,3.823
Person_698,1.383,0.481,26,38,0.684,0.624,-0.747,0.654,-0.686
Person_699,0.943,0.461,24,38,0.632,1.114,0.395,1.181,0.533
Person_700,-0.226,0.437,18,38,0.474,0.705,-0.641,0.678,-0.729
Person_701,0.943,0.461,24,38,0.632,1.186,0.54,1.396,0.945
Person_702,0.151,0.439,20,38,0.526,0.658,-0.765,0.718,-0.604
Person_703,0.737,0.453,23,38,0.605,0.773,-0.41,0.762,-0.454
Person_704,-2.318,0.508,8,38,0.211,1.173,0.505,0.987,0.148
Person_705,0.151,0.439,20,38,0.526,1.218,0.618,1.444,1.068
Person_706,-0.038,0.438,19,38,0.5,1.399,0.976,1.4,0.987
Person_707,1.873,0.505,28,38,0.737,1.079,0.322,1.226,0.578
Person_708,2.138,0.516,29,38,0.763,0.719,-0.41,0.918,0.034
Person_709,1.158,0.47,25,38,0.658,1.079,0.32,1.071,0.304
Person_710,-1.396,0.461,12,38,0.316,0.677,-0.681,0.663,-0.726
Person_711,2.138,0.516,29,38,0.763,0.924,0.03,0.866,-0.067
Person_712,-1.396,0.461,12,38,0.316,1.015,0.18,1.089,0.343
Person_713,2.138,0.516,29,38,0.763,0.416,-1.254,0.672,-0.482
Person_714,-0.99,0.447,14,38,0.368,1.451,1.072,1.552,1.254
Person_715,-4.377,0.757,2,38,0.053,0.411,-1.097,0.275,-0.535
Person_716,1.158,0.47,25,38,0.658,0.642,-0.733,0.598,-0.887
Person_717,2.138,0.516,29,38,0.763,0.799,-0.231,0.913,0.025
Person_718,0.343,0.443,21,38,0.553,0.711,-0.6,0.78,-0.42
Person_719,0.538,0.447,22,38,0.579,0.919,-0.044,1.006,0.157
Person_720,0.943,0.461,24,38,0.632,0.678,-0.657,0.691,-0.637
Person_721,0.737,0.453,23,38,0.605,0.614,-0.871,0.716,-0.581
