,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10
Person_556,1,5,1,2,2,3,0,0,2,2
Person_557,0,1,2,3,1,1,0,1,0,3
Person_558,1,1,3,3,3,0,0,0,0,1
Person_559,0,1,1,1,0,0,0,0,0,2
Person_560,0,2,1,1,2,2,0,0,0,2
Person_561,2,2,4,3,1,3,1,0,0,3
Person_562,1,5,4,2,2,3,1,1,2,2
Person_563,1,3,4,3,3,2,1,1,1,1
Person_564,2,2,2,3,2,2,1,1,0,3
Person_565,3,4,3,3,3,3,2,2,2,3
Person_566,4,5,4,5,3,3,1,1,2,3
Person_567,0,4,0,4,2,2,1,0,1,3
Person_568,3,3,3,2,2,2,0,2,1,2
Person_569,1,4,5,3,2,3,2,3,1,2
Person_570,2,4,3,2,3,2,1,1,1,3
Person_571,0,0,1,1,1,1,0,0,0,1
Person_572,3,2,3,3,2,2,0,1,1,2
Person_573,2,3,3,2,3,3,2,1,1,3
Person_574,1,0,0,1,0,2,0,1,0,2
Person_575,3,3,4,3,3,3,0,0,0,3
Person_576,1,0,0,3,0,1,0,0,0,2
Person_577,2,5,5,5,3,2,1,2,0,3
Person_578,4,5,5,4,3,3,1,0,2,3
Person_579,1,4,3,3,3,3,1,1,0,3
Person_580,3,4,4,3,3,3,1,1,1,3
Person_581,0,0,0,1,0,0,0,0,0,0
Person_582,0,0,0,1,2,1,0,0,0,3
Person_583,2,3,4,1,3,2,0,1,0,2
Person_584,1,1,0,0,0,0,0,0,0,1
Person_585,2,4,3,4,3,3,1,1,1,3
Person_586,4,5,5,5,3,3,1,3,2,3
Person_587,0,1,0,0,1,3,0,0,0,1
Person_588,0,2,1,1,1,1,0,0,0,3
Person_589,2,3,3,3,3,3,0,1,2,3
Person_590,4,5,4,4,3,3,2,2,3,3
Person_591,0,1,3,0,2,1,0,0,0,2
Person_592,1,4,3,3,3,3,2,2,2,2
Person_593,4,5,4,4,3,3,2,2,2,3
Person_594,0,0,0,0,2,3,0,0,0,3
Person_595,0,1,0,1,3,3,0,0,0,2
Person_596,1,4,2,2,3,2,0,3,1,3
Person_597,2,3,2,3,1,1,0,0,1,3
Person_598,4,2,2,4,3,3,2,0,2,3
Person_599,2,5,3,2,3,3,1,2,3,3
Person_600,1,0,0,0,0,1,0,0,0,1
Person_601,3,3,4,4,1,3,0,0,0,3
Person_602,2,2,1,1,3,3,1,0,0,1
Person_603,3,5,5,4,3,3,3,3,3,3
Person_604,2,2,4,2,2,2,1,0,0,2
Person_605,1,1,0,2,1,3,0,0,2,1
Person_606,1,5,1,4,3,2,2,1,1,3
Person_607,3,5,3,4,3,3,2,2,1,3
Person_608,4,3,3,4,2,3,1,1,1,1
Person_609,0,0,0,0,0,1,0,0,0,1
Person_610,2,2,4,3,3,3,3,1,1,3
Person_611,0,1,4,2,0,0,0,0,0,1
Person_612,3,5,3,3,3,3,1,1,2,3
Person_613,0,0,0,2,0,1,0,0,0,3
Person_614,0,4,4,3,3,3,1,1,1,3
Person_615,0,1,3,1,1,2,1,1,1,2
Person_616,1,0,2,3,1,2,0,0,0,2
Person_617,3,4,3,4,3,3,1,1,2,3
Person_618,1,4,1,2,3,2,1,1,1,2
Person_619,0,2,4,2,1,1,1,0,0,2
Person_620,5,5,5,4,3,3,3,1,1,3
Person_621,2,2,1,2,2,2,0,0,1,3
Person_622,3,1,2,2,3,3,1,1,1,2
Person_623,3,3,1,3,3,2,1,1,1,2
Person_624,1,2,2,3,1,3,1,0,1,2
Person_625,2,4,4,2,1,3,1,3,3,3
Person_626,0,1,3,0,2,3,1,1,0,3
Person_627,1,2,1,2,2,3,0,0,1,1
Person_628,5,5,4,4,3,3,3,3,3,2
Person_629,0,1,1,1,2,2,0,0,0,1
Person_630,0,0,1,0,0,0,0,0,0,0
Person_631,3,5,5,5,2,3,3,3,3,3
Person_632,5,5,4,5,3,3,3,3,3,3
Person_633,0,1,1,2,3,0,0,0,1,3
Person_634,0,0,2,0,0,0,0,0,0,2
Person_635,1,2,1,3,1,3,1,1,1,3
Person_636,1,2,3,0,3,2,0,0,0,2
Person_637,3,5,3,4,3,3,0,0,0,2
Person_638,1,3,0,1,1,1,0,0,0,2
Person_639,3,2,4,3,2,3,1,1,1,3
Person_640,1,2,5,4,3,3,1,2,1,3
Person_641,0,1,0,1,1,1,0,0,0,1
Person_642,2,5,3,4,3,3,3,0,0,3
Person_643,5,4,4,5,3,3,3,3,2,3
Person_644,2,3,3,1,2,3,1,1,1,3
Person_645,1,2,2,1,2,3,2,1,1,3
Person_646,3,4,3,2,2,3,1,1,2,3
Person_647,4,5,2,3,2,3,2,0,2,3
Person_648,0,0,1,0,2,2,1,0,0,1
Person_649,3,3,2,3,3,2,0,0,1,3
Person_650,1,3,1,4,2,1,0,0,0,3
Person_651,4,5,3,4,3,3,3,3,2,3
Person_652,0,2,3,3,0,2,1,1,0,2
Person_653,3,5,4,5,3,3,2,0,1,3
Person_654,0,0,0,0,3,2,0,0,0,1
Person_655,3,4,3,4,3,3,1,2,1,3
Person_656,3,4,4,2,2,3,0,1,1,2
Person_657,0,2,4,2,0,1,0,1,0,2
Person_658,1,3,4,4,3,3,1,0,2,3
Person_659,5,5,4,3,3,3,2,2,0,3
Person_660,0,3,3,2,3,2,1,0,1,1
Person_661,0,0,0,1,0,0,0,0,0,1
Person_662,0,5,2,3,2,3,1,2,1,3
Person_663,1,2,1,2,1,3,0,1,0,2
Person_664,1,2,2,3,2,3,0,0,0,3
Person_665,2,3,4,3,2,2,1,1,0,3
Person_666,0,0,0,1,1,0,0,0,0,1
Person_667,0,0,0,0,1,2,0,0,0,0
Person_668,1,3,3,3,3,3,1,0,2,2
Person_669,0,2,0,3,3,3,0,0,0,3
Person_670,0,0,2,0,0,0,0,0,0,1
Person_671,1,4,4,4,2,3,1,1,2,3
Person_672,3,4,2,3,2,3,1,0,1,3
Person_673,1,1,1,2,1,2,1,1,0,2
Person_674,0,1,0,0,1,0,1,0,0,1
Person_675,4,4,4,3,3,2,2,1,2,3
Person_676,3,1,4,2,3,2,2,0,1,3
Person_677,4,5,5,5,3,3,3,2,3,3
Person_678,2,5,4,3,3,3,1,1,0,3
Person_679,3,4,3,4,3,2,1,1,3,3
Person_680,1,2,3,4,3,2,0,2,2,3
Person_681,4,4,5,3,3,2,0,2,3,3
Person_682,2,5,4,4,3,3,1,1,0,3
Person_683,4,5,4,4,3,2,2,3,2,2
Person_684,0,0,3,2,1,2,1,0,1,3
Person_685,0,1,0,1,3,1,1,0,1,2
Person_686,1,1,3,3,2,3,0,1,0,3
Person_687,4,4,4,4,3,3,1,3,2,3
Person_688,4,5,5,3,3,3,1,2,2,3
Person_689,3,1,2,2,3,3,0,1,1,2
Person_690,0,3,1,2,1,3,2,0,1,2
Person_691,4,3,2,2,1,2,1,1,0,2
Person_692,0,2,3,1,1,2,0,0,0,3
Person_693,2,5,4,4,3,3,0,2,1,3
Person_694,1,0,0,0,0,0,0,0,0,0
Person_695,1,5,2,1,1,2,0,1,0,1
Person_696,1,2,2,2,1,0,0,0,0,2
Person_697,0,2,0,0,0,1,0,0,0,0
Person_698,0,0,2,1,0,1,0,0,0,1
Person_699,0,0,1,1,2,1,0,0,0,2
Person_700,1,1,4,3,3,3,0,1,0,3
Person_701,3,3,4,5,3,2,0,3,2,3
Person_702,1,4,2,1,3,3,1,1,2,3
Person_703,0,3,0,3,1,2,0,0,1,1
Person_704,1,2,4,3,2,2,1,1,1,1
Person_705,3,5,3,4,3,3,1,2,2,3
Person_706,1,0,2,2,1,1,0,0,0,1
Person_707,0,2,2,1,3,1,0,0,0,2
Person_708,3,4,3,4,3,2,2,1,1,3
Person_709,0,2,0,1,3,3,1,1,0,3
Person_710,3,5,3,3,2,3,1,0,1,3
Person_711,2,5,2,2,3,3,1,1,0,3
Person_712,4,5,3,4,3,3,1,1,1,3
Person_713,0,0,1,1,2,2,1,1,0,2
Person_714,1,4,3,3,3,2,0,1,0,3
Person_715,1,3,4,2,2,3,0,1,0,3
Person_716,0,1,2,0,2,0,0,0,0,0
Person_717,0,0,2,0,1,0,0,1,0,0
Person_718,3,2,4,4,3,3,3,2,2,3
Person_719,0,2,3,2,3,2,0,1,2,2
Person_720,0,1,0,0,2,1,0,0,1,0
Person_721,1,3,3,3,2,1,1,1,0,3
Person_722,3,5,5,4,2,3,2,1,1,3
Person_723,1,0,0,0,1,3,0,0,0,1
Person_724,0,0,2,0,0,1,0,0,0,3
Person_725,1,2,1,0,0,2,0,1,0,3
Person_726,2,4,5,4,3,3,2,3,2,3
Person_727,2,4,3,2,3,3,1,2,1,3
Person_728,3,3,4,3,3,3,3,0,1,3
Person_729,1,1,0,1,2,0,1,0,0,2
Person_730,0,1,0,2,1,2,1,0,0,2
Person_731,3,3,3,3,2,3,1,1,1,3
Person_732,2,4,3,1,3,3,1,0,1,3
Person_733,2,5,3,3,3,1,1,1,2,3
Person_734,0,1,2,3,2,1,0,0,1,2
Person_735,3,5,3,2,2,3,2,1,0,3
Person_736,0,4,3,2,3,1,1,3,2,2
Person_737,3,4,3,4,3,2,2,1,2,3
Person_738,3,3,5,4,3,3,1,0,3,3
Person_739,0,1,2,0,0,0,0,0,0,1
Person_740,0,0,0,0,0,0,0,0,0,1
Person_741,5,5,4,3,3,3,1,3,3,3
Person_742,3,4,3,3,3,3,1,3,1,3
Person_743,0,1,1,2,0,1,2,1,0,3
Person_744,0,0,0,0,1,0,0,0,0,1
Person_745,0,3,3,2,3,3,2,0,1,1
Person_746,3,5,3,3,3,3,2,1,3,3
Person_747,3,5,5,5,3,3,3,3,3,3
Person_748,0,4,4,3,3,3,1,1,1,3
Person_749,0,1,3,2,2,3,0,1,1,2
Person_750,1,2,2,0,2,1,0,0,0,1
Person_751,2,1,3,4,3,2,1,0,1,3
Person_752,4,1,3,3,2,2,0,0,2,2
Person_753,0,2,0,1,1,2,0,0,1,2
Person_754,3,5,5,5,3,3,3,3,2,3
Person_755,5,5,4,4,3,3,2,1,2,3
Person_756,3,5,5,4,3,3,1,2,2,3
Person_757,0,2,1,2,2,1,2,0,0,3
Person_758,3,5,4,3,3,3,1,2,0,2
Person_759,4,5,4,4,3,3,1,2,2,1
Person_760,1,5,3,3,3,3,0,3,2,1
Person_761,4,5,4,3,3,3,1,3,2,3
Person_762,2,5,4,3,3,3,1,1,2,3
Person_763,4,4,4,4,3,3,2,2,2,3
Person_764,3,4,4,4,3,3,2,1,2,3
Person_765,2,5,5,4,3,3,2,0,1,3
Person_766,0,0,0,0,1,2,0,0,0,1
Person_767,2,2,4,3,3,2,1,3,0,3
Person_768,0,2,2,2,1,1,0,0,0,2
Person_769,0,2,1,1,2,1,0,0,1,2
Person_770,4,5,5,4,2,3,3,3,1,3
Person_771,3,5,5,4,3,3,3,3,3,3
Person_772,4,5,5,4,3,3,1,1,1,3
Person_773,1,3,3,3,3,3,1,2,2,3
Person_774,4,4,4,5,3,3,1,1,0,3
Person_775,0,1,3,2,2,2,0,1,1,3
Person_776,1,2,2,2,1,3,0,2,1,3
Person_777,0,1,3,1,1,2,0,0,1,3
Person_778,2,3,3,2,3,2,0,1,2,3
Person_779,2,3,4,2,1,3,1,1,1,2
Person_780,0,2,1,2,1,1,0,0,0,3
Person_781,1,5,3,2,2,3,1,0,0,3
Person_782,4,3,4,4,2,2,2,0,0,2
Person_783,4,5,5,5,3,3,3,3,2,3
Person_784,3,3,4,4,3,3,2,2,2,3
Person_785,2,3,3,3,3,2,0,1,0,3
Person_786,3,4,3,2,1,3,1,1,2,3
Person_787,0,2,1,3,3,3,0,1,2,3
Person_788,1,2,2,4,2,3,1,1,1,3
Person_789,0,1,1,1,1,3,0,0,0,1
Person_790,1,3,4,3,3,1,1,0,1,2
Person_791,2,2,3,3,0,1,0,0,0,2
Person_792,0,1,0,2,0,3,0,0,0,2
Person_793,3,4,2,3,3,2,1,0,2,3
Person_794,4,5,3,4,3,3,3,1,1,2
Person_795,0,0,0,0,1,0,0,0,0,0
Person_796,1,2,3,2,2,3,2,1,0,3
Person_797,2,5,4,3,3,3,3,3,3,3
Person_798,3,5,5,4,3,2,2,3,2,3
Person_799,3,4,3,4,1,3,1,1,1,3
Person_800,1,4,3,3,3,2,1,1,1,3
Person_801,0,1,3,1,1,3,0,0,0,3
Person_802,1,3,3,2,0,1,0,0,0,3
Person_803,3,5,3,3,3,3,0,1,1,3
Person_804,2,3,3,4,3,2,1,0,2,3
Person_805,4,5,3,5,3,3,1,2,1,3
Person_806,4,4,3,4,3,3,1,3,2,3
Person_807,1,5,2,3,2,3,1,1,0,3
Person_808,0,2,0,2,1,1,1,0,0,1
Person_809,0,2,1,2,3,3,1,1,0,2
Person_810,2,3,3,3,3,3,1,2,1,3
Person_811,2,1,0,3,2,2,2,1,2,3
Person_812,0,1,0,1,2,1,0,0,1,2
Person_813,3,4,4,3,3,3,1,2,0,3
Person_814,1,4,1,2,2,3,0,0,0,3
Person_815,2,5,1,0,0,1,1,0,0,3
Person_816,2,5,3,0,2,2,1,2,0,3
Person_817,0,3,3,3,2,2,0,1,0,3
Person_818,3,4,3,3,3,3,0,1,1,3
Person_819,1,2,4,3,2,3,1,0,2,3
Person_820,0,2,0,1,0,0,0,1,0,0
Person_821,1,2,4,1,3,3,0,0,0,2
Person_822,4,5,5,3,3,3,3,3,1,3
Person_823,1,2,1,2,0,1,1,0,0,2
Person_824,0,2,0,0,0,1,0,0,0,1
Person_825,0,1,0,0,1,0,0,0,0,2
Person_826,1,3,3,3,3,3,1,0,2,3
Person_827,1,2,2,3,3,3,1,2,3,2
Person_828,2,2,3,3,2,2,2,0,1,3
Person_829,3,4,4,2,3,3,3,3,2,3
Person_830,0,0,0,0,0,0,0,0,0,0
Person_831,0,4,4,0,3,3,2,1,1,3
Person_832,3,5,4,3,3,3,3,2,2,3
Person_833,1,0,0,1,0,1,0,0,0,2
Person_834,1,2,2,2,3,2,0,1,1,3
Person_835,0,0,1,2,1,2,0,1,2,2
Person_836,1,1,0,3,2,1,0,0,1,2
Person_837,1,2,2,3,2,2,1,0,0,2
Person_838,4,5,5,4,3,3,3,1,3,3
Person_839,4,5,5,5,3,3,1,2,3,3
Person_840,2,0,3,3,2,2,1,0,2,3
Person_841,5,5,3,4,3,3,2,1,3,2
Person_842,1,2,4,2,3,1,0,1,0,2
Person_843,4,5,5,5,3,2,3,2,2,3
Person_844,2,2,3,2,3,2,2,0,1,3
Person_845,1,4,2,2,3,3,2,0,1,3
Person_846,2,5,3,3,3,2,1,1,1,2
Person_847,5,5,5,5,3,3,3,2,2,3
Person_848,3,4,4,3,3,3,2,0,3,3
Person_849,2,3,4,2,1,2,0,0,1,3
Person_850,3,4,4,4,3,3,1,3,2,3
Person_851,0,4,2,3,2,3,1,0,2,3
Person_852,0,1,1,3,2,1,1,0,1,1
Person_853,3,5,4,4,3,3,1,2,2,3
Person_854,2,4,1,3,3,1,1,0,0,3
Person_855,3,5,3,5,3,3,1,2,1,2
Person_856,1,2,3,3,3,1,1,0,0,3
Person_857,3,3,5,3,2,3,1,0,2,2
Person_858,4,2,3,3,3,3,1,0,0,3
Person_859,0,0,0,0,2,0,0,0,0,1
Person_860,2,5,3,2,1,2,1,2,0,2
Person_861,0,1,3,1,1,2,0,0,1,0
Person_862,0,2,3,0,0,2,1,0,0,1
Person_863,3,3,3,3,3,3,1,2,2,1
Person_864,3,4,4,2,1,2,1,0,1,2
Person_865,0,5,2,2,3,1,2,0,0,2
Person_866,3,4,3,4,3,3,0,2,2,2
Person_867,1,2,0,3,2,1,0,0,0,1
Person_868,1,1,1,2,1,1,1,0,0,3
Person_869,3,2,2,1,2,3,1,0,2,2
Person_870,2,3,3,3,2,2,2,1,0,2
Person_871,2,3,4,4,3,3,0,2,1,3
Person_872,1,1,1,2,2,2,0,0,1,3
Person_873,4,5,4,5,3,3,2,3,1,3
Person_874,1,4,2,2,3,3,0,1,1,3
Person_875,1,0,1,2,3,1,0,0,0,1
Person_876,0,0,1,0,0,1,0,0,0,0
Person_877,1,2,5,3,3,2,0,0,1,3
Person_878,1,3,3,2,3,3,2,1,0,3
Person_879,3,4,4,2,2,3,1,1,1,3
Person_880,0,5,3,5,2,3,0,2,0,3
Person_881,3,4,4,2,2,3,1,1,2,3
Person_882,3,5,3,3,3,3,1,2,2,3
Person_883,0,1,0,1,0,1,0,0,0,1
Person_884,0,1,0,1,0,2,0,1,0,1
Person_885,1,1,2,1,1,3,0,0,0,1
Person_886,4,5,1,3,3,2,1,2,1,3
Person_887,4,4,5,4,3,3,1,1,3,3
Person_888,1,3,4,1,3,2,0,2,0,2
Person_889,0,0,0,0,1,0,0,0,0,1
Person_890,0,2,3,1,0,1,0,0,0,0
Person_891,1,1,3,1,1,3,1,0,2,0
Person_892,0,2,0,1,1,3,1,1,1,3
Person_893,2,2,3,3,3,3,1,0,0,3
Person_894,4,4,4,3,1,3,1,0,1,3
Person_895,2,1,4,2,1,3,0,1,1,3
Person_896,1,5,5,3,3,3,1,2,1,3
Person_897,2,0,0,0,1,2,0,2,0,2
Person_898,0,2,2,1,2,0,0,2,2,2
Person_899,3,3,4,5,3,3,0,0,1,3
Person_900,1,0,0,1,0,1,1,0,0,2
Person_901,1,5,3,3,3,3,1,1,2,3
Person_902,0,3,2,2,2,3,1,0,2,3
Person_903,1,1,2,4,1,3,1,0,0,1
Person_904,3,5,5,4,3,3,3,3,3,3
Person_905,0,4,2,0,2,2,1,1,1,3
Person_906,5,5,5,5,3,3,3,2,3,3
Person_907,0,2,3,2,2,3,2,3,0,3
Person_908,1,1,0,3,3,1,0,0,0,3
Person_909,2,4,3,3,2,3,0,1,1,3
Person_910,0,2,0,0,0,0,1,0,0,1
Person_911,1,2,1,3,1,2,0,0,0,3
Person_912,4,5,4,3,3,3,2,0,2,3
Person_913,3,5,2,4,3,3,1,1,1,3
Person_914,1,1,2,2,3,3,1,2,0,3
Person_915,3,4,4,3,3,3,1,1,1,3
Person_916,3,4,4,3,3,3,2,2,2,3
Person_917,4,4,5,3,3,3,2,3,3,3
Person_918,3,5,3,4,3,3,0,0,0,2
Person_919,4,5,5,3,3,3,1,1,1,3
Person_920,0,1,0,0,1,0,0,0,0,1
Person_921,1,3,3,2,2,3,0,0,0,3
Person_922,0,2,2,0,0,2,1,0,0,1
Person_923,2,5,3,2,3,3,0,1,1,3
Person_924,1,1,2,2,3,2,1,2,0,2
Person_925,0,2,2,3,2,1,1,0,0,3
Person_926,4,5,5,5,3,3,2,3,2,3
Person_927,4,4,1,2,1,3,0,0,0,3
Person_928,1,4,3,3,3,3,0,2,1,3
Person_929,1,2,2,2,2,2,0,0,0,3
Person_930,1,5,4,2,3,3,0,1,2,3
Person_931,3,2,2,3,3,3,2,0,0,3
Person_932,2,3,4,3,3,3,2,1,0,3
Person_933,3,5,4,5,3,3,1,1,3,3
Person_934,4,5,5,4,3,3,3,3,3,3
Person_935,2,4,2,3,3,3,1,2,2,3
Person_936,3,4,4,4,3,3,1,3,1,3
Person_937,0,1,0,2,0,0,0,0,0,0
Person_938,1,2,4,2,3,3,1,1,0,2
Person_939,4,5,3,4,3,3,1,0,2,3
Person_940,3,5,3,4,3,3,2,2,2,3
Person_941,1,4,4,3,3,3,0,0,2,2
Person_942,3,5,4,4,3,1,1,2,2,2
Person_943,3,2,3,4,3,3,1,1,3,3
Person_944,3,4,4,4,3,3,1,2,1,3
Person_945,3,2,4,4,3,3,0,0,0,3
Person_946,1,1,3,0,2,3,1,0,2,3
Person_947,2,5,4,3,2,3,0,0,1,3
Person_948,0,0,0,0,0,0,0,0,0,0
Person_949,4,3,2,3,3,2,0,1,1,2
Person_950,0,0,0,0,0,0,0,0,0,0
Person_951,0,0,0,0,1,1,1,0,0,1
Person_952,3,4,3,3,1,3,1,3,0,3
Person_953,3,3,4,4,3,3,0,1,1,2
Person_954,0,1,2,1,0,0,0,0,0,1
Person_955,2,1,2,2,1,0,0,0,0,1
Person_956,3,5,4,4,3,3,2,3,3,2
Person_957,0,2,4,0,1,2,1,0,0,2
Person_958,3,5,5,5,3,3,3,3,3,3
Person_959,3,3,3,2,2,3,1,1,0,1
Person_960,2,5,3,4,3,3,2,2,0,3
Person_961,3,4,4,4,3,3,3,3,2,3
Person_962,1,2,3,2,2,3,0,0,1,3
Person_963,1,0,3,1,1,0,0,0,0,3
Person_964,1,4,3,1,2,2,0,0,1,3
Person_965,3,2,3,3,2,3,1,1,1,3
Person_966,1,0,0,0,1,0,0,0,1,1
Person_967,0,3,3,3,3,2,1,0,0,3
Person_968,0,1,2,2,1,2,1,0,1,2
Person_969,4,4,4,3,3,2,1,3,1,3
Person_970,1,2,3,3,3,2,0,2,1,3
Person_971,1,4,3,1,2,2,1,0,0,3
Person_972,2,0,2,2,3,3,1,0,0,3
Person_973,0,5,3,4,3,2,0,2,2,3
Person_974,4,4,3,4,3,3,0,1,1,3
Person_975,0,2,3,1,1,2,0,0,1,3
Person_976,0,2,1,1,1,1,0,0,1,2
Person_977,3,5,5,4,3,3,1,1,2,3
Person_978,0,3,1,2,3,1,0,0,0,2
Person_979,0,0,1,0,0,1,0,0,0,2
Person_980,3,4,4,4,3,3,0,1,2,2
Person_981,3,1,3,4,3,3,1,2,0,3
Person_982,0,0,1,0,0,1,1,0,0,0
Person_983,2,3,2,3,2,3,2,2,1,3
Person_984,3,5,5,3,3,3,0,1,1,3
Person_985,2,2,2,3,3,2,3,1,1,3
Person_986,3,5,4,3,2,2,2,2,1,3
Person_987,0,1,2,0,1,1,0,0,0,1
Person_988,3,2,2,2,2,3,2,1,0,3
Person_989,0,1,0,1,2,2,0,1,1,1
Person_990,0,2,3,2,1,2,1,0,0,1
Person_991,3,4,4,4,3,3,1,2,2,3
Person_992,4,5,5,5,1,3,1,2,2,3
Person_993,5,5,4,5,3,3,1,2,3,3
Person_994,2,4,5,3,3,3,1,2,1,3
Person_995,2,1,3,3,3,3,0,1,0,1
Person_996,2,4,3,5,2,3,0,1,2,1
Person_997,3,3,3,3,3,3,1,0,2,3
Person_998,3,3,2,2,3,3,1,2,1,2
Person_999,2,4,3,3,3,2,2,1,1,3
Person_1000,3,5,4,3,3,3,2,0,3,3
