,,Item_1,Item_2,Item_3,Item_4
Rater_2,Person_40,5.0,4.0,3.0,4.0
Rater_2,Person_41,3.0,2.0,1.0,0.0
Rater_2,Person_42,4.0,5.0,2.0,3.0
Rater_2,Person_43,5.0,4.0,3.0,2.0
Rater_2,Person_44,3.0,3.0,1.0,0.0
Rater_2,Person_45,,0.0,1.0,0.0
Rater_2,Person_46,3.0,1.0,1.0,
Rater_2,Person_47,,,0.0,0.0
Rater_2,Person_48,5.0,2.0,4.0,1.0
Rater_2,Person_49,2.0,3.0,,0.0
Rater_2,Person_50,,2.0,2.0,0.0
Rater_2,Person_51,5.0,2.0,2.0,3.0
Rater_2,Person_52,3.0,1.0,0.0,0.0
Rater_2,Person_53,5.0,5.0,,2.0
Rater_2,Person_54,,4.0,2.0,4.0
Rater_2,Person_55,5.0,,,2.0
Rater_2,Person_56,5.0,4.0,3.0,3.0
Rater_2,Person_57,4.0,4.0,2.0,
Rater_2,Person_58,,1.0,1.0,0.0
Rater_2,Person_59,5.0,1.0,1.0,0.0
Rater_2,Person_60,3.0,2.0,1.0,0.0
Rater_2,Person_61,4.0,,2.0,2.0
Rater_2,Person_62,5.0,5.0,,2.0
Rater_2,Person_63,,3.0,2.0,0.0
Rater_2,Person_64,4.0,2.0,0.0,1.0
Rater_2,Person_65,3.0,3.0,4.0,2.0
Rater_2,Person_66,3.0,0.0,,2.0
Rater_2,Person_67,2.0,2.0,0.0,0.0
Rater_2,Person_68,4.0,3.0,3.0,2.0
Rater_2,Person_69,3.0,1.0,0.0,2.0
Rater_2,Person_70,4.0,4.0,,1.0
Rater_2,Person_71,5.0,5.0,4.0,2.0
Rater_2,Person_72,3.0,2.0,0.0,0.0
Rater_2,Person_73,5.0,4.0,1.0,1.0
Rater_2,Person_74,3.0,3.0,,2.0
Rater_2,Person_75,5.0,5.0,5.0,2.0
Rater_2,Person_76,2.0,2.0,2.0,1.0
Rater_2,Person_77,5.0,4.0,3.0,2.0
Rater_2,Person_78,2.0,0.0,,1.0
Rater_2,Person_79,4.0,3.0,2.0,1.0
Rater_2,Person_80,4.0,1.0,1.0,0.0
Rater_2,Person_81,5.0,5.0,3.0,3.0
Rater_2,Person_82,5.0,,4.0,3.0
Rater_2,Person_83,3.0,2.0,1.0,1.0
Rater_2,Person_84,1.0,,1.0,0.0
Rater_2,Person_85,3.0,4.0,2.0,3.0
Rater_2,Person_86,3.0,3.0,,0.0
Rater_2,Person_87,3.0,4.0,0.0,0.0
Rater_2,Person_88,5.0,5.0,4.0,1.0
Rater_2,Person_89,4.0,3.0,2.0,0.0
Rater_2,Person_90,4.0,3.0,0.0,2.0
Rater_2,Person_91,2.0,3.0,1.0,0.0
Rater_2,Person_92,,4.0,4.0,2.0
Rater_2,Person_93,3.0,2.0,1.0,
Rater_2,Person_94,4.0,4.0,2.0,2.0
Rater_2,Person_95,4.0,4.0,4.0,
Rater_2,Person_96,3.0,4.0,,3.0
Rater_2,Person_97,4.0,1.0,0.0,2.0
Rater_2,Person_98,3.0,4.0,2.0,1.0
Rater_2,Person_99,2.0,3.0,0.0,0.0
Rater_2,Person_100,,5.0,5.0,2.0
Rater_2,Person_101,4.0,3.0,2.0,1.0
Rater_2,Person_102,3.0,3.0,2.0,1.0
Rater_2,Person_103,3.0,1.0,1.0,
Rater_2,Person_104,5.0,4.0,3.0,3.0
Rater_2,Person_105,4.0,,,0.0
Rater_2,Person_106,3.0,2.0,0.0,1.0
Rater_2,Person_107,3.0,2.0,3.0,1.0
Rater_2,Person_108,4.0,3.0,,2.0
Rater_2,Person_109,4.0,4.0,2.0,0.0
Rater_2,Person_110,5.0,4.0,4.0,2.0
Rater_2,Person_111,3.0,5.0,5.0,3.0
Rater_2,Person_112,2.0,,2.0,
Rater_2,Person_113,,2.0,1.0,0.0
Rater_2,Person_114,2.0,1.0,1.0,0.0
Rater_2,Person_115,5.0,5.0,4.0,3.0
Rater_2,Person_116,4.0,3.0,,2.0
Rater_2,Person_117,3.0,1.0,0.0,0.0
Rater_2,Person_118,2.0,2.0,1.0,0.0
Rater_2,Person_119,2.0,2.0,1.0,
Rater_2,Person_120,5.0,4.0,2.0,0.0
Rater_2,Person_121,3.0,,3.0,1.0
Rater_2,Person_122,4.0,4.0,3.0,
Rater_2,Person_123,5.0,4.0,1.0,2.0
Rater_2,Person_124,5.0,2.0,1.0,1.0
Rater_2,Person_125,4.0,3.0,1.0,1.0
Rater_2,Person_126,5.0,,0.0,0.0
Rater_2,Person_127,5.0,5.0,2.0,
Rater_2,Person_128,,1.0,1.0,0.0
Rater_2,Person_129,4.0,3.0,2.0,0.0
Rater_2,Person_130,,4.0,3.0,2.0
Rater_2,Person_131,4.0,2.0,,0.0
Rater_2,Person_132,4.0,5.0,3.0,2.0
Rater_2,Person_133,4.0,4.0,3.0,
Rater_2,Person_134,2.0,3.0,0.0,0.0
Rater_2,Person_135,3.0,3.0,4.0,1.0
Rater_2,Person_136,4.0,3.0,3.0,2.0
Rater_2,Person_137,4.0,3.0,0.0,2.0
Rater_2,Person_138,4.0,3.0,2.0,1.0
Rater_2,Person_139,3.0,,2.0,0.0
Rater_2,Person_140,5.0,,2.0,3.0
Rater_2,Person_141,4.0,3.0,2.0,1.0
Rater_2,Person_142,4.0,4.0,5.0,3.0
Rater_2,Person_143,3.0,0.0,4.0,1.0
Rater_2,Person_144,5.0,4.0,4.0,3.0
Rater_2,Person_145,3.0,1.0,3.0,
Rater_2,Person_146,5.0,4.0,5.0,3.0
Rater_2,Person_147,5.0,4.0,3.0,3.0
Rater_2,Person_148,3.0,2.0,,0.0
Rater_2,Person_149,5.0,5.0,4.0,2.0
Rater_2,Person_150,5.0,4.0,,1.0
Rater_2,Person_151,5.0,3.0,3.0,1.0
Rater_2,Person_152,5.0,5.0,3.0,4.0
Rater_2,Person_153,2.0,2.0,0.0,0.0
Rater_2,Person_154,5.0,3.0,4.0,2.0
Rater_2,Person_155,3.0,0.0,0.0,0.0
Rater_2,Person_156,4.0,2.0,3.0,0.0
Rater_2,Person_157,5.0,5.0,4.0,
Rater_2,Person_158,5.0,5.0,5.0,2.0
Rater_2,Person_159,4.0,4.0,3.0,
Rater_2,Person_160,3.0,3.0,0.0,1.0
Rater_2,Person_161,2.0,1.0,0.0,0.0
Rater_2,Person_162,3.0,1.0,0.0,0.0
Rater_2,Person_163,2.0,0.0,0.0,0.0
Rater_2,Person_164,1.0,1.0,1.0,0.0
Rater_2,Person_165,5.0,3.0,4.0,2.0
Rater_2,Person_166,2.0,2.0,1.0,1.0
Rater_2,Person_167,5.0,3.0,2.0,
Rater_2,Person_168,5.0,5.0,4.0,3.0
Rater_2,Person_169,4.0,3.0,2.0,1.0
Rater_2,Person_170,3.0,1.0,,1.0
Rater_2,Person_171,2.0,1.0,2.0,0.0
Rater_2,Person_172,4.0,2.0,2.0,0.0
Rater_2,Person_173,3.0,2.0,0.0,0.0
Rater_2,Person_174,,0.0,0.0,1.0
Rater_2,Person_175,3.0,4.0,2.0,0.0
Rater_2,Person_176,2.0,2.0,1.0,0.0
Rater_2,Person_177,4.0,3.0,1.0,2.0
Rater_2,Person_178,5.0,3.0,1.0,2.0
Rater_2,Person_179,4.0,4.0,1.0,2.0
Rater_2,Person_180,2.0,0.0,,0.0
Rater_2,Person_181,4.0,3.0,,2.0
Rater_2,Person_182,5.0,2.0,1.0,2.0
Rater_2,Person_183,3.0,1.0,4.0,
Rater_2,Person_184,4.0,4.0,3.0,2.0
Rater_2,Person_185,5.0,3.0,2.0,1.0
Rater_2,Person_186,4.0,1.0,,0.0
Rater_2,Person_187,2.0,0.0,1.0,1.0
Rater_2,Person_188,4.0,5.0,3.0,1.0
Rater_2,Person_189,1.0,3.0,0.0,0.0
Rater_2,Person_190,3.0,2.0,1.0,1.0
Rater_2,Person_191,4.0,3.0,4.0,3.0
Rater_2,Person_192,5.0,2.0,2.0,1.0
Rater_2,Person_193,1.0,0.0,,0.0
Rater_2,Person_194,1.0,3.0,0.0,0.0
Rater_2,Person_195,3.0,3.0,2.0,2.0
Rater_2,Person_196,5.0,4.0,2.0,2.0
Rater_2,Person_197,3.0,1.0,0.0,0.0
Rater_2,Person_198,,1.0,0.0,1.0
Rater_2,Person_199,3.0,0.0,0.0,0.0
Rater_2,Person_200,3.0,3.0,1.0,0.0
Rater_2,Person_201,0.0,2.0,2.0,
Rater_2,Person_202,5.0,4.0,3.0,1.0
Rater_2,Person_203,5.0,4.0,4.0,0.0
Rater_2,Person_204,3.0,4.0,3.0,
Rater_2,Person_205,5.0,4.0,4.0,2.0
Rater_2,Person_206,4.0,3.0,4.0,0.0
Rater_2,Person_207,2.0,3.0,2.0,2.0
Rater_2,Person_208,2.0,1.0,2.0,
Rater_2,Person_209,5.0,3.0,3.0,
Rater_2,Person_210,2.0,2.0,1.0,1.0
Rater_2,Person_211,4.0,5.0,4.0,3.0
Rater_2,Person_212,3.0,2.0,1.0,
Rater_2,Person_213,4.0,4.0,3.0,2.0
Rater_2,Person_214,1.0,2.0,0.0,0.0
Rater_2,Person_215,3.0,2.0,0.0,0.0
Rater_2,Person_216,3.0,2.0,2.0,1.0
Rater_2,Person_217,5.0,5.0,,
Rater_2,Person_218,4.0,5.0,3.0,2.0
Rater_2,Person_219,5.0,4.0,4.0,3.0
Rater_2,Person_220,4.0,3.0,1.0,3.0
Rater_2,Person_221,5.0,4.0,2.0,2.0
Rater_2,Person_222,5.0,5.0,5.0,1.0
Rater_2,Person_223,5.0,,3.0,0.0
Rater_2,Person_224,4.0,4.0,1.0,3.0
Rater_2,Person_225,2.0,4.0,,1.0
Rater_2,Person_226,4.0,1.0,3.0,0.0
Rater_2,Person_227,4.0,,0.0,
Rater_2,Person_228,1.0,1.0,0.0,1.0
Rater_2,Person_229,3.0,2.0,2.0,1.0
Rater_2,Person_230,5.0,3.0,5.0,
Rater_2,Person_231,2.0,5.0,4.0,2.0
Rater_2,Person_232,4.0,2.0,1.0,0.0
Rater_2,Person_233,4.0,3.0,2.0,2.0
Rater_2,Person_234,3.0,1.0,1.0,1.0
Rater_2,Person_235,5.0,5.0,4.0,5.0
Rater_2,Person_236,3.0,5.0,3.0,4.0
Rater_2,Person_237,5.0,4.0,3.0,1.0
Rater_2,Person_238,1.0,0.0,1.0,0.0
Rater_2,Person_239,5.0,3.0,3.0,3.0
Rater_2,Person_240,4.0,5.0,2.0,0.0
Rater_2,Person_241,4.0,2.0,4.0,2.0
Rater_2,Person_242,3.0,1.0,1.0,1.0
Rater_2,Person_243,2.0,2.0,1.0,0.0
Rater_2,Person_244,5.0,2.0,3.0,1.0
Rater_2,Person_245,2.0,1.0,0.0,0.0
Rater_2,Person_246,4.0,4.0,4.0,2.0
Rater_2,Person_247,5.0,5.0,5.0,3.0
Rater_2,Person_248,3.0,1.0,0.0,0.0
Rater_2,Person_249,5.0,3.0,2.0,1.0
Rater_2,Person_250,4.0,5.0,1.0,3.0
Rater_2,Person_251,4.0,,4.0,2.0
Rater_2,Person_252,5.0,3.0,3.0,3.0
Rater_2,Person_253,5.0,4.0,4.0,2.0
Rater_2,Person_254,5.0,4.0,4.0,2.0
Rater_2,Person_255,4.0,5.0,4.0,4.0
Rater_2,Person_256,4.0,2.0,2.0,1.0
Rater_2,Person_257,5.0,5.0,,1.0
Rater_2,Person_258,2.0,2.0,0.0,1.0
Rater_2,Person_259,4.0,3.0,0.0,0.0
Rater_2,Person_260,3.0,5.0,2.0,0.0
Rater_2,Person_261,5.0,3.0,2.0,2.0
Rater_2,Person_262,3.0,1.0,2.0,0.0
Rater_2,Person_263,4.0,5.0,3.0,4.0
Rater_2,Person_264,2.0,1.0,0.0,0.0
Rater_2,Person_265,2.0,2.0,1.0,
Rater_2,Person_266,4.0,4.0,3.0,1.0
Rater_2,Person_267,3.0,1.0,1.0,1.0
Rater_2,Person_268,4.0,4.0,5.0,0.0
Rater_2,Person_269,1.0,1.0,0.0,0.0
Rater_2,Person_270,,3.0,2.0,2.0
Rater_2,Person_271,3.0,3.0,0.0,0.0
Rater_2,Person_272,4.0,5.0,4.0,2.0
Rater_2,Person_273,4.0,2.0,1.0,0.0
Rater_2,Person_274,3.0,1.0,,2.0
Rater_2,Person_275,,2.0,2.0,1.0
Rater_2,Person_276,1.0,,0.0,0.0
Rater_2,Person_277,3.0,1.0,1.0,0.0
Rater_2,Person_278,5.0,3.0,4.0,3.0
Rater_2,Person_279,3.0,2.0,2.0,0.0
Rater_2,Person_280,4.0,1.0,1.0,1.0
Rater_2,Person_281,5.0,4.0,3.0,
Rater_2,Person_282,5.0,5.0,3.0,3.0
Rater_2,Person_283,,3.0,3.0,1.0
Rater_2,Person_284,3.0,3.0,0.0,0.0
Rater_2,Person_285,1.0,3.0,0.0,0.0
Rater_2,Person_286,5.0,5.0,1.0,
Rater_2,Person_287,3.0,3.0,2.0,
Rater_2,Person_288,3.0,4.0,5.0,1.0
Rater_2,Person_289,5.0,5.0,4.0,
Rater_2,Person_290,5.0,5.0,2.0,3.0
Rater_2,Person_291,3.0,3.0,4.0,2.0
Rater_2,Person_292,3.0,2.0,,1.0
Rater_2,Person_293,5.0,3.0,,1.0
Rater_2,Person_294,3.0,0.0,1.0,2.0
Rater_2,Person_295,4.0,4.0,5.0,2.0
Rater_2,Person_296,2.0,,1.0,1.0
Rater_2,Person_297,,5.0,2.0,1.0
Rater_2,Person_298,4.0,2.0,2.0,2.0
Rater_2,Person_299,4.0,3.0,3.0,2.0
Rater_2,Person_300,,5.0,5.0,
Rater_2,Person_301,1.0,0.0,0.0,0.0
Rater_2,Person_302,3.0,4.0,5.0,3.0
Rater_2,Person_303,5.0,5.0,4.0,2.0
Rater_2,Person_304,2.0,,2.0,
Rater_2,Person_305,2.0,3.0,1.0,0.0
Rater_2,Person_306,5.0,4.0,,2.0
Rater_2,Person_307,,4.0,3.0,4.0
Rater_2,Person_308,4.0,4.0,,3.0
Rater_2,Person_309,,5.0,5.0,4.0
Rater_2,Person_310,1.0,2.0,1.0,1.0
Rater_2,Person_311,3.0,,1.0,2.0
Rater_2,Person_312,4.0,2.0,1.0,0.0
Rater_2,Person_313,4.0,4.0,1.0,2.0
Rater_2,Person_314,3.0,1.0,2.0,
Rater_2,Person_315,5.0,5.0,3.0,4.0
Rater_2,Person_316,3.0,1.0,2.0,0.0
Rater_2,Person_317,,5.0,4.0,2.0
Rater_2,Person_318,,5.0,2.0,2.0
Rater_2,Person_319,4.0,3.0,,1.0
Rater_2,Person_320,5.0,4.0,4.0,3.0
Rater_2,Person_321,,4.0,2.0,
Rater_2,Person_322,3.0,1.0,1.0,0.0
Rater_2,Person_323,5.0,3.0,2.0,0.0
Rater_2,Person_324,3.0,3.0,2.0,0.0
Rater_2,Person_325,4.0,3.0,2.0,3.0
Rater_2,Person_326,2.0,3.0,3.0,0.0
Rater_2,Person_327,3.0,5.0,3.0,3.0
Rater_2,Person_328,,3.0,0.0,0.0
Rater_2,Person_329,5.0,4.0,4.0,4.0
Rater_2,Person_330,4.0,,4.0,2.0
Rater_2,Person_331,5.0,3.0,1.0,0.0
Rater_2,Person_332,2.0,0.0,1.0,
Rater_2,Person_333,2.0,2.0,0.0,0.0
Rater_2,Person_334,5.0,5.0,3.0,
Rater_2,Person_335,3.0,1.0,2.0,0.0
Rater_2,Person_336,5.0,3.0,4.0,3.0
Rater_2,Person_337,4.0,3.0,1.0,
Rater_2,Person_338,4.0,4.0,,3.0
Rater_2,Person_339,,4.0,2.0,2.0
Rater_2,Person_340,2.0,1.0,0.0,0.0
Rater_2,Person_341,5.0,4.0,2.0,1.0
Rater_2,Person_342,5.0,5.0,3.0,3.0
Rater_2,Person_343,4.0,2.0,0.0,2.0
Rater_2,Person_344,2.0,3.0,,
Rater_2,Person_345,5.0,2.0,2.0,0.0
Rater_2,Person_346,4.0,1.0,0.0,0.0
Rater_2,Person_347,5.0,4.0,3.0,1.0
Rater_2,Person_348,5.0,5.0,4.0,2.0
Rater_2,Person_349,0.0,3.0,0.0,0.0
Rater_2,Person_350,5.0,5.0,2.0,1.0
Rater_2,Person_351,5.0,2.0,2.0,0.0
Rater_2,Person_352,1.0,0.0,0.0,0.0
Rater_2,Person_353,4.0,5.0,2.0,
Rater_2,Person_354,4.0,4.0,2.0,2.0
Rater_2,Person_355,4.0,3.0,4.0,0.0
Rater_2,Person_356,3.0,4.0,2.0,2.0
Rater_2,Person_357,,4.0,5.0,2.0
Rater_2,Person_358,,3.0,3.0,
Rater_2,Person_359,3.0,5.0,5.0,3.0
Rater_2,Person_360,3.0,2.0,3.0,0.0
Rater_2,Person_361,3.0,2.0,2.0,
Rater_2,Person_362,3.0,,1.0,0.0
Rater_2,Person_363,4.0,2.0,1.0,1.0
Rater_2,Person_364,5.0,,1.0,
Rater_2,Person_365,2.0,,4.0,
Rater_2,Person_366,3.0,2.0,4.0,1.0
Rater_2,Person_367,3.0,1.0,1.0,1.0
Rater_2,Person_368,5.0,3.0,4.0,3.0
Rater_2,Person_369,,,,
Rater_2,Person_370,3.0,2.0,1.0,1.0
Rater_2,Person_371,5.0,4.0,3.0,2.0
Rater_2,Person_372,3.0,2.0,1.0,0.0
Rater_2,Person_373,5.0,3.0,2.0,
Rater_2,Person_374,,2.0,2.0,0.0
Rater_2,Person_375,,4.0,4.0,2.0
Rater_2,Person_376,5.0,4.0,5.0,2.0
Rater_2,Person_377,2.0,1.0,1.0,
Rater_2,Person_378,2.0,2.0,0.0,0.0
Rater_2,Person_379,3.0,3.0,2.0,2.0
Rater_2,Person_380,3.0,3.0,1.0,0.0
Rater_2,Person_381,5.0,,5.0,
Rater_2,Person_382,4.0,3.0,,2.0
Rater_2,Person_383,4.0,4.0,4.0,
Rater_2,Person_384,,4.0,2.0,1.0
Rater_2,Person_385,4.0,2.0,2.0,1.0
Rater_2,Person_386,3.0,,1.0,2.0
Rater_2,Person_387,4.0,3.0,2.0,0.0
Rater_2,Person_388,5.0,3.0,2.0,2.0
Rater_2,Person_389,5.0,4.0,4.0,1.0
Rater_2,Person_390,4.0,2.0,2.0,1.0
Rater_2,Person_391,4.0,3.0,1.0,2.0
Rater_2,Person_392,2.0,2.0,0.0,1.0
Rater_2,Person_393,1.0,2.0,0.0,1.0
Rater_2,Person_394,3.0,2.0,1.0,
Rater_2,Person_395,2.0,3.0,0.0,2.0
Rater_2,Person_396,2.0,1.0,1.0,0.0
Rater_2,Person_397,2.0,1.0,1.0,0.0
Rater_2,Person_398,4.0,5.0,3.0,3.0
Rater_2,Person_399,4.0,5.0,5.0,0.0
Rater_2,Person_400,1.0,0.0,0.0,
Rater_2,Person_401,3.0,3.0,1.0,1.0
Rater_2,Person_402,2.0,5.0,3.0,2.0
Rater_2,Person_403,,,,3.0
Rater_2,Person_404,3.0,1.0,1.0,0.0
Rater_2,Person_405,5.0,5.0,4.0,1.0
Rater_2,Person_406,5.0,5.0,3.0,1.0
Rater_2,Person_407,3.0,2.0,0.0,0.0
Rater_2,Person_408,4.0,4.0,3.0,0.0
Rater_2,Person_409,5.0,4.0,3.0,4.0
Rater_2,Person_410,4.0,5.0,3.0,2.0
Rater_2,Person_411,4.0,,1.0,2.0
Rater_2,Person_412,5.0,1.0,2.0,1.0
Rater_2,Person_413,5.0,4.0,4.0,4.0
Rater_2,Person_414,3.0,3.0,1.0,1.0
Rater_2,Person_415,5.0,3.0,1.0,3.0
Rater_2,Person_416,5.0,3.0,2.0,2.0
Rater_2,Person_417,3.0,2.0,2.0,1.0
Rater_2,Person_418,2.0,1.0,1.0,0.0
Rater_2,Person_419,4.0,3.0,,0.0
Rater_2,Person_420,4.0,3.0,3.0,3.0
Rater_2,Person_421,3.0,4.0,2.0,1.0
Rater_2,Person_422,3.0,3.0,1.0,0.0
Rater_2,Person_423,3.0,3.0,3.0,1.0
Rater_2,Person_424,3.0,1.0,0.0,0.0
Rater_2,Person_425,4.0,5.0,4.0,1.0
Rater_2,Person_426,4.0,5.0,4.0,3.0
Rater_2,Person_427,5.0,5.0,4.0,
Rater_2,Person_428,4.0,2.0,1.0,
Rater_2,Person_429,,4.0,3.0,2.0
Rater_2,Person_430,5.0,4.0,2.0,3.0
Rater_2,Person_431,,1.0,0.0,0.0
Rater_2,Person_432,,,0.0,1.0
Rater_2,Person_433,3.0,2.0,0.0,0.0
Rater_2,Person_434,4.0,3.0,3.0,0.0
Rater_2,Person_435,4.0,2.0,0.0,1.0
Rater_2,Person_436,4.0,3.0,0.0,0.0
Rater_2,Person_437,5.0,2.0,2.0,0.0
Rater_2,Person_438,5.0,5.0,5.0,2.0
Rater_2,Person_439,5.0,4.0,4.0,3.0
Rater_2,Person_440,4.0,3.0,1.0,2.0
Rater_2,Person_441,0.0,2.0,,0.0
Rater_2,Person_442,5.0,,3.0,3.0
Rater_2,Person_443,,2.0,0.0,0.0
Rater_2,Person_444,3.0,1.0,0.0,
Rater_2,Person_445,,5.0,2.0,0.0
Rater_2,Person_446,,1.0,0.0,1.0
Rater_2,Person_447,5.0,,2.0,4.0
Rater_2,Person_448,3.0,1.0,2.0,1.0
Rater_2,Person_449,5.0,4.0,2.0,1.0
Rater_2,Person_450,4.0,3.0,3.0,3.0
Rater_2,Person_451,5.0,3.0,2.0,1.0
Rater_2,Person_452,5.0,3.0,1.0,0.0
Rater_2,Person_453,4.0,4.0,4.0,4.0
Rater_2,Person_454,3.0,3.0,1.0,0.0
Rater_2,Person_455,3.0,3.0,,0.0
Rater_2,Person_456,2.0,1.0,1.0,1.0
Rater_2,Person_457,4.0,3.0,3.0,2.0
Rater_2,Person_458,4.0,,4.0,2.0
Rater_2,Person_459,3.0,2.0,1.0,0.0
Rater_2,Person_460,2.0,4.0,0.0,
Rater_2,Person_461,4.0,4.0,3.0,2.0
Rater_2,Person_462,1.0,1.0,0.0,0.0
Rater_2,Person_463,5.0,,3.0,2.0
Rater_2,Person_464,5.0,4.0,2.0,2.0
Rater_2,Person_465,2.0,2.0,1.0,2.0
Rater_2,Person_466,4.0,4.0,1.0,1.0
Rater_2,Person_467,4.0,5.0,3.0,3.0
Rater_2,Person_468,3.0,2.0,,1.0
Rater_2,Person_469,5.0,,0.0,1.0
Rater_2,Person_470,5.0,,,2.0
Rater_2,Person_471,2.0,0.0,0.0,0.0
Rater_2,Person_472,0.0,3.0,0.0,0.0
Rater_2,Person_473,1.0,,2.0,0.0
Rater_2,Person_474,3.0,2.0,,0.0
Rater_2,Person_475,5.0,4.0,4.0,3.0
Rater_2,Person_476,4.0,2.0,1.0,1.0
Rater_2,Person_477,5.0,3.0,2.0,1.0
Rater_2,Person_478,4.0,2.0,2.0,1.0
Rater_2,Person_479,2.0,2.0,1.0,1.0
Rater_2,Person_480,5.0,4.0,3.0,3.0
Rater_2,Person_481,5.0,3.0,4.0,1.0
Rater_2,Person_482,4.0,2.0,1.0,0.0
Rater_2,Person_483,3.0,0.0,1.0,0.0
Rater_2,Person_484,3.0,3.0,1.0,1.0
Rater_2,Person_485,4.0,2.0,1.0,2.0
Rater_2,Person_486,5.0,4.0,3.0,1.0
Rater_2,Person_487,5.0,3.0,4.0,3.0
Rater_2,Person_488,4.0,5.0,4.0,1.0
Rater_2,Person_489,,2.0,2.0,0.0
Rater_2,Person_490,0.0,0.0,2.0,0.0
Rater_2,Person_491,5.0,5.0,2.0,3.0
Rater_2,Person_492,4.0,4.0,2.0,2.0
Rater_2,Person_493,3.0,3.0,0.0,1.0
Rater_2,Person_494,5.0,5.0,4.0,3.0
Rater_2,Person_495,,3.0,1.0,0.0
Rater_2,Person_496,5.0,4.0,3.0,3.0
Rater_2,Person_497,5.0,5.0,4.0,3.0
Rater_2,Person_498,2.0,1.0,1.0,2.0
Rater_2,Person_499,4.0,2.0,1.0,2.0
Rater_2,Person_500,,5.0,4.0,4.0
Rater_3,Person_1,3.0,3.0,2.0,
Rater_3,Person_2,4.0,5.0,4.0,4.0
Rater_3,Person_3,3.0,2.0,2.0,2.0
Rater_3,Person_4,,5.0,3.0,3.0
Rater_3,Person_5,4.0,3.0,4.0,2.0
Rater_3,Person_6,4.0,4.0,3.0,2.0
Rater_3,Person_7,3.0,2.0,3.0,2.0
Rater_3,Person_8,3.0,1.0,2.0,2.0
Rater_3,Person_9,2.0,2.0,2.0,1.0
Rater_3,Person_10,3.0,2.0,2.0,1.0
Rater_3,Person_11,,3.0,4.0,2.0
Rater_3,Person_12,4.0,4.0,3.0,3.0
Rater_3,Person_13,4.0,3.0,,
Rater_3,Person_14,3.0,3.0,2.0,1.0
Rater_3,Person_15,,2.0,3.0,1.0
Rater_3,Person_16,3.0,4.0,4.0,
Rater_3,Person_17,4.0,2.0,3.0,2.0
Rater_3,Person_18,1.0,3.0,2.0,1.0
Rater_3,Person_19,3.0,4.0,4.0,2.0
Rater_3,Person_20,4.0,4.0,4.0,3.0
Rater_3,Person_21,3.0,3.0,1.0,2.0
Rater_3,Person_22,4.0,3.0,3.0,3.0
Rater_3,Person_23,4.0,3.0,3.0,1.0
Rater_3,Person_24,4.0,5.0,4.0,4.0
Rater_3,Person_25,,3.0,2.0,1.0
Rater_3,Person_26,5.0,4.0,4.0,4.0
Rater_3,Person_27,1.0,3.0,1.0,1.0
Rater_3,Person_28,1.0,2.0,2.0,0.0
Rater_3,Person_29,2.0,2.0,,2.0
Rater_3,Person_30,4.0,3.0,4.0,3.0
Rater_3,Person_31,,2.0,,2.0
Rater_3,Person_32,1.0,3.0,,2.0
Rater_3,Person_33,2.0,1.0,2.0,1.0
Rater_3,Person_34,4.0,3.0,3.0,4.0
Rater_3,Person_35,4.0,3.0,3.0,
Rater_3,Person_36,,2.0,3.0,1.0
Rater_3,Person_37,3.0,3.0,,
Rater_3,Person_38,3.0,3.0,3.0,2.0
Rater_3,Person_39,,4.0,3.0,5.0
Rater_3,Person_40,3.0,5.0,3.0,4.0
Rater_3,Person_41,3.0,3.0,1.0,2.0
Rater_3,Person_42,4.0,5.0,5.0,3.0
Rater_3,Person_43,4.0,4.0,2.0,2.0
Rater_3,Person_44,0.0,3.0,1.0,1.0
Rater_3,Person_45,,0.0,1.0,0.0
Rater_3,Person_46,3.0,4.0,2.0,
Rater_3,Person_47,,,3.0,3.0
Rater_3,Person_48,5.0,3.0,4.0,2.0
Rater_3,Person_49,2.0,1.0,,1.0
Rater_3,Person_50,,1.0,3.0,3.0
Rater_3,Person_51,5.0,3.0,4.0,2.0
Rater_3,Person_52,2.0,1.0,2.0,2.0
Rater_3,Person_53,4.0,4.0,,3.0
Rater_3,Person_54,,5.0,4.0,4.0
Rater_3,Person_55,3.0,,,2.0
Rater_3,Person_56,5.0,5.0,4.0,4.0
Rater_3,Person_57,5.0,3.0,3.0,
Rater_3,Person_58,,3.0,0.0,3.0
Rater_3,Person_59,3.0,2.0,4.0,3.0
Rater_3,Person_60,3.0,1.0,1.0,1.0
Rater_3,Person_61,3.0,,3.0,2.0
Rater_3,Person_62,4.0,4.0,,4.0
Rater_3,Person_63,,2.0,3.0,3.0
Rater_3,Person_64,4.0,3.0,1.0,3.0
Rater_3,Person_65,5.0,4.0,2.0,3.0
Rater_3,Person_66,1.0,1.0,,1.0
Rater_3,Person_67,2.0,2.0,2.0,0.0
Rater_3,Person_68,4.0,3.0,1.0,3.0
Rater_3,Person_69,2.0,2.0,3.0,3.0
Rater_3,Person_70,4.0,2.0,,2.0
Rater_3,Person_71,5.0,5.0,4.0,4.0
Rater_3,Person_72,1.0,3.0,0.0,2.0
Rater_3,Person_73,2.0,3.0,4.0,4.0
Rater_3,Person_74,4.0,2.0,,2.0
Rater_3,Person_75,5.0,4.0,4.0,3.0
Rater_3,Person_76,3.0,3.0,0.0,2.0
Rater_3,Person_77,5.0,4.0,3.0,3.0
Rater_3,Person_78,1.0,2.0,,0.0
Rater_3,Person_79,4.0,2.0,5.0,2.0
