,Estimate,CSEM,RSEM,Score,Max score,p,Infit MS,Infit Z,Outfit MS,Outfit Z
Person_326,0.44,0.455,0.529,33,60,0.55,1.35,0.945,1.363,0.974
Person_327,-0.811,0.461,0.499,27,60,0.45,1.173,0.536,1.154,0.493
Person_328,-1.888,0.47,0.581,22,60,0.367,1.533,1.285,1.527,1.275
Person_329,0.852,0.458,0.569,35,60,0.583,1.541,1.341,1.611,1.483
Person_330,0.645,0.456,0.48,34,60,0.567,1.104,0.391,1.084,0.342
Person_331,-0.388,0.458,0.305,29,60,0.483,0.442,-1.624,0.44,-1.624
Person_332,-1.67,0.467,0.411,23,60,0.383,0.772,-0.487,0.778,-0.47
Person_333,4.25,0.596,0.464,48,60,0.8,0.607,-0.818,0.593,-0.815
Person_334,-4.246,0.501,0.408,12,60,0.2,0.663,-0.862,0.66,-0.877
Person_335,-1.67,0.467,0.304,23,60,0.383,0.422,-1.743,0.422,-1.743
Person_336,-0.599,0.459,0.373,28,60,0.467,0.661,-0.809,0.673,-0.766
Person_337,-0.18,0.457,0.406,30,60,0.5,0.789,-0.433,0.788,-0.434
Person_338,2.179,0.494,0.517,41,60,0.683,1.095,0.362,0.962,0.055
Person_339,0.234,0.455,0.319,32,60,0.533,0.491,-1.491,0.491,-1.49
Person_340,0.645,0.456,0.375,34,60,0.567,0.676,-0.83,0.675,-0.838
Person_341,-2.792,0.483,0.492,18,60,0.3,1.038,0.229,1.059,0.279
Person_342,0.645,0.456,0.417,34,60,0.567,0.835,-0.327,0.84,-0.316
Person_343,1.274,0.465,0.343,37,60,0.617,0.542,-1.295,0.567,-1.205
Person_344,-2.109,0.472,0.439,21,60,0.35,0.865,-0.221,0.86,-0.236
Person_345,0.645,0.456,0.418,34,60,0.567,0.84,-0.313,0.841,-0.313
Person_346,-1.238,0.464,0.355,25,60,0.417,0.588,-1.066,0.576,-1.106
Person_347,0.44,0.455,0.343,33,60,0.55,0.567,-1.21,0.573,-1.19
Person_348,1.491,0.471,0.341,38,60,0.633,0.526,-1.34,0.512,-1.384
Person_349,-1.453,0.465,0.493,24,60,0.4,1.123,0.427,1.139,0.464
Person_350,1.274,0.465,0.502,37,60,0.617,1.163,0.528,1.151,0.501
Person_351,-4.246,0.501,0.421,12,60,0.2,0.705,-0.721,0.716,-0.693
Person_352,-0.388,0.458,0.399,29,60,0.483,0.757,-0.519,0.755,-0.523
Person_353,1.491,0.471,0.444,38,60,0.633,0.889,-0.163,0.878,-0.19
Person_354,-1.024,0.462,0.443,26,60,0.433,0.92,-0.064,0.943,-0.006
Person_355,0.852,0.458,0.356,35,60,0.583,0.603,-1.086,0.604,-1.091
Person_356,-1.67,0.467,0.39,23,60,0.383,0.698,-0.715,0.697,-0.718
Person_357,-1.888,0.47,0.393,22,60,0.367,0.7,-0.712,0.697,-0.722
Person_358,-1.67,0.467,0.504,23,60,0.383,1.162,0.518,1.175,0.549
Person_359,1.713,0.477,0.364,39,60,0.65,0.582,-1.113,0.552,-1.193
Person_360,-0.388,0.458,0.512,29,60,0.483,1.249,0.703,1.232,0.665
Person_361,0.028,0.456,0.323,31,60,0.517,0.502,-1.423,0.514,-1.373
Person_362,-1.453,0.465,0.382,24,60,0.4,0.673,-0.788,0.684,-0.753
Person_363,2.179,0.494,0.477,41,60,0.683,0.932,-0.035,0.984,0.107
Person_364,2.427,0.505,0.45,42,60,0.7,0.796,-0.396,0.706,-0.592
Person_365,-1.024,0.462,0.482,26,60,0.433,1.088,0.346,1.079,0.325
Person_366,1.274,0.465,0.551,37,60,0.617,1.404,1.054,1.333,0.907
Person_367,-1.238,0.464,0.375,25,60,0.417,0.653,-0.846,0.653,-0.841
Person_368,1.062,0.461,0.387,36,60,0.6,0.704,-0.729,0.713,-0.707
Person_369,0.44,0.455,0.437,33,60,0.55,0.922,-0.077,0.932,-0.051
Person_370,4.62,0.606,0.503,49,60,0.817,0.69,-0.593,0.701,-0.514
Person_371,-1.453,0.465,0.448,24,60,0.4,0.925,-0.057,0.925,-0.056
Person_372,1.942,0.485,0.353,40,60,0.667,0.529,-1.289,0.5,-1.339
Person_373,0.852,0.458,0.558,35,60,0.583,1.48,1.22,1.433,1.13
Person_374,-1.238,0.464,0.483,25,60,0.417,1.087,0.344,1.104,0.384
Person_375,-3.753,0.495,0.429,14,60,0.233,0.751,-0.533,0.745,-0.55
Person_376,-1.67,0.467,0.332,23,60,0.383,0.506,-1.393,0.506,-1.394
Person_377,0.852,0.458,0.312,35,60,0.583,0.464,-1.637,0.485,-1.561
Person_378,1.942,0.485,0.447,40,60,0.667,0.851,-0.257,0.78,-0.431
Person_379,-2.56,0.479,0.452,19,60,0.317,0.89,-0.144,0.867,-0.204
Person_380,-1.67,0.467,0.408,23,60,0.383,0.761,-0.519,0.764,-0.513
Person_381,2.179,0.494,0.509,41,60,0.683,1.061,0.282,0.94,0.003
Person_382,-0.388,0.458,0.501,29,60,0.483,1.195,0.587,1.203,0.604
Person_383,0.028,0.456,0.466,31,60,0.517,1.047,0.25,1.059,0.278
Person_384,0.645,0.456,0.517,34,60,0.567,1.281,0.8,1.252,0.737
Person_385,-0.811,0.461,0.506,27,60,0.45,1.205,0.606,1.206,0.606
Person_386,1.942,0.485,0.484,40,60,0.667,0.995,0.122,0.908,-0.087
Person_387,-2.333,0.476,0.42,20,60,0.333,0.781,-0.452,0.786,-0.438
Person_388,1.062,0.461,0.488,36,60,0.6,1.118,0.423,1.084,0.342
Person_389,3.562,0.565,0.533,46,60,0.767,0.89,-0.1,0.94,0.027
Person_390,-0.599,0.459,0.334,28,60,0.467,0.53,-1.263,0.542,-1.212
Person_391,0.44,0.455,0.413,33,60,0.55,0.821,-0.365,0.807,-0.407
Person_392,-2.792,0.483,0.562,18,60,0.3,1.352,0.903,1.373,0.945
Person_393,-2.792,0.483,0.376,18,60,0.3,0.606,-0.973,0.605,-0.976
Person_394,-1.024,0.462,0.351,26,60,0.433,0.578,-1.09,0.588,-1.052
Person_395,2.179,0.494,0.451,41,60,0.683,0.835,-0.293,0.867,-0.179
Person_396,0.645,0.456,0.399,34,60,0.567,0.765,-0.538,0.763,-0.548
Person_397,1.274,0.465,0.406,37,60,0.617,0.763,-0.537,0.745,-0.593
Person_398,-0.18,0.457,0.339,30,60,0.5,0.551,-1.212,0.566,-1.153
Person_399,-0.388,0.458,0.439,29,60,0.483,0.918,-0.073,0.908,-0.098
Person_400,-0.388,0.458,0.341,29,60,0.483,0.554,-1.184,0.545,-1.213
Person_401,3.25,0.547,0.741,45,60,0.75,1.834,1.671,1.87,1.648
Person_402,0.028,0.456,0.494,31,60,0.517,1.176,0.552,1.196,0.596
Person_403,3.895,0.581,0.386,47,60,0.783,0.44,-1.383,0.408,-1.453
Person_404,-1.024,0.462,0.391,26,60,0.433,0.716,-0.639,0.706,-0.666
Person_405,-3.509,0.493,0.503,15,60,0.25,1.042,0.239,1.075,0.315
Person_406,1.713,0.477,0.548,39,60,0.65,1.319,0.862,1.342,0.897
Person_407,-0.811,0.461,0.361,27,60,0.45,0.612,-0.968,0.607,-0.98
Person_408,2.179,0.494,0.541,41,60,0.683,1.201,0.599,1.186,0.549
Person_409,1.491,0.471,0.477,38,60,0.633,1.028,0.203,1.07,0.305
Person_410,0.852,0.458,0.532,35,60,0.583,1.349,0.949,1.326,0.902
Person_411,-3.267,0.49,0.549,16,60,0.267,1.258,0.709,1.207,0.602
Person_412,-1.453,0.465,0.446,24,60,0.4,0.921,-0.069,0.894,-0.138
Person_413,2.686,0.517,0.349,43,60,0.717,0.455,-1.512,0.421,-1.501
Person_414,0.234,0.455,0.377,32,60,0.533,0.686,-0.777,0.7,-0.731
Person_415,2.686,0.517,0.37,43,60,0.717,0.513,-1.286,0.473,-1.306
Person_416,-1.888,0.47,0.486,22,60,0.367,1.071,0.307,1.051,0.258
Person_417,2.427,0.505,0.335,42,60,0.7,0.442,-1.594,0.447,-1.439
Person_418,-1.453,0.465,0.357,24,60,0.4,0.588,-1.076,0.589,-1.07
Person_419,-1.024,0.462,0.367,26,60,0.433,0.63,-0.912,0.624,-0.93
Person_420,1.491,0.471,0.424,38,60,0.633,0.811,-0.384,0.823,-0.345
Person_421,-1.888,0.47,0.511,22,60,0.367,1.185,0.572,1.194,0.591
Person_422,-1.67,0.467,0.533,23,60,0.383,1.303,0.826,1.332,0.886
Person_423,0.852,0.458,0.328,35,60,0.583,0.513,-1.431,0.523,-1.401
Person_424,-0.18,0.457,0.453,30,60,0.5,0.982,0.09,1.006,0.15
Person_425,-0.599,0.459,0.52,28,60,0.467,1.281,0.768,1.258,0.718
Person_426,-1.024,0.462,0.289,26,60,0.433,0.39,-1.842,0.397,-1.807
Person_427,-0.388,0.458,0.563,29,60,0.483,1.513,1.229,1.487,1.176
Person_428,-2.792,0.483,0.309,18,60,0.3,0.41,-1.721,0.43,-1.636
Person_429,-1.888,0.47,0.483,22,60,0.367,1.059,0.279,1.073,0.311
Person_430,1.062,0.461,0.468,36,60,0.6,1.03,0.206,1.008,0.148
Person_431,-3.027,0.486,0.34,17,60,0.283,0.489,-1.38,0.468,-1.463
Person_432,-0.388,0.458,0.585,29,60,0.483,1.631,1.443,1.651,1.475
Person_433,-0.388,0.458,0.254,29,60,0.483,0.308,-2.261,0.299,-2.304
Person_434,-0.599,0.459,0.55,28,60,0.467,1.432,1.068,1.416,1.035
Person_435,-0.18,0.457,0.464,30,60,0.5,1.033,0.216,1.008,0.154
Person_436,0.028,0.456,0.497,31,60,0.517,1.19,0.585,1.203,0.612
Person_437,-0.388,0.458,0.523,29,60,0.483,1.303,0.817,1.3,0.808
Person_438,-0.811,0.461,0.448,27,60,0.45,0.945,0.001,0.941,-0.01
Person_439,1.942,0.485,0.401,40,60,0.667,0.684,-0.752,0.629,-0.888
Person_440,2.179,0.494,0.36,41,60,0.683,0.531,-1.266,0.593,-0.967
Person_441,-1.238,0.464,0.309,25,60,0.417,0.444,-1.62,0.429,-1.678
Person_442,-0.811,0.461,0.398,27,60,0.45,0.744,-0.551,0.731,-0.586
Person_443,1.491,0.471,0.419,38,60,0.633,0.791,-0.443,0.796,-0.424
Person_444,0.44,0.455,0.283,33,60,0.55,0.386,-1.982,0.388,-1.974
Person_445,-1.453,0.465,0.462,24,60,0.4,0.986,0.1,1.016,0.174
Person_446,0.852,0.458,0.57,35,60,0.583,1.548,1.354,1.505,1.275
Person_447,1.062,0.461,0.588,36,60,0.6,1.625,1.497,1.724,1.687
Person_448,-0.811,0.461,0.422,27,60,0.45,0.839,-0.28,0.828,-0.309
Person_449,-1.238,0.464,0.362,25,60,0.417,0.608,-0.994,0.592,-1.05
Person_450,-2.109,0.472,0.512,21,60,0.35,1.177,0.551,1.199,0.602
Person_451,0.852,0.458,0.266,35,60,0.583,0.338,-2.245,0.362,-2.132
Person_452,0.645,0.456,0.4,34,60,0.567,0.768,-0.529,0.769,-0.529
Person_453,1.713,0.477,0.426,39,60,0.65,0.796,-0.418,0.737,-0.578
Person_454,3.562,0.565,0.729,46,60,0.767,1.666,1.375,1.57,1.189
Person_455,-0.599,0.459,0.319,28,60,0.467,0.483,-1.443,0.49,-1.408
Person_456,-1.888,0.47,0.456,22,60,0.367,0.942,-0.015,0.901,-0.125
Person_457,-0.18,0.457,0.316,30,60,0.5,0.477,-1.498,0.472,-1.514
Person_458,-0.599,0.459,0.497,28,60,0.467,1.171,0.532,1.171,0.532
Person_459,1.274,0.465,0.481,37,60,0.617,1.067,0.297,1.112,0.407
Person_460,1.062,0.461,0.355,36,60,0.6,0.591,-1.124,0.584,-1.157
Person_461,-1.024,0.462,0.523,26,60,0.433,1.28,0.766,1.285,0.774
Person_462,-0.599,0.459,0.253,28,60,0.467,0.304,-2.265,0.305,-2.249
Person_463,-3.509,0.493,0.453,15,60,0.25,0.847,-0.251,0.852,-0.236
Person_464,-1.238,0.464,0.483,25,60,0.417,1.086,0.341,1.108,0.391
Person_465,-0.599,0.459,0.528,28,60,0.467,1.322,0.852,1.324,0.854
Person_466,0.44,0.455,0.54,33,60,0.55,1.406,1.064,1.404,1.059
Person_467,-0.811,0.461,0.432,27,60,0.45,0.878,-0.174,0.861,-0.218
Person_468,-2.792,0.483,0.552,18,60,0.3,1.307,0.813,1.277,0.752
Person_469,0.028,0.456,0.533,31,60,0.517,1.366,0.963,1.36,0.947
Person_470,0.44,0.455,0.472,33,60,0.55,1.076,0.32,1.052,0.262
Person_471,0.028,0.456,0.566,31,60,0.517,1.543,1.311,1.513,1.252
Person_472,-0.388,0.458,0.325,29,60,0.483,0.504,-1.373,0.518,-1.312
Person_473,1.062,0.461,0.443,36,60,0.6,0.922,-0.079,1.051,0.258
Person_474,0.852,0.458,0.521,35,60,0.583,1.291,0.822,1.262,0.762
Person_475,-1.67,0.467,0.287,23,60,0.383,0.379,-1.945,0.375,-1.963
Person_476,-2.56,0.479,0.451,19,60,0.317,0.884,-0.158,0.858,-0.23
Person_477,-0.18,0.457,0.337,30,60,0.5,0.546,-1.233,0.557,-1.184
Person_478,-1.024,0.462,0.423,26,60,0.433,0.838,-0.283,0.839,-0.279
Person_479,2.959,0.531,0.428,44,60,0.733,0.647,-0.802,0.765,-0.402
Person_480,-1.238,0.464,0.384,25,60,0.417,0.687,-0.734,0.697,-0.703
Person_481,-0.811,0.461,0.416,27,60,0.45,0.814,-0.348,0.804,-0.375
Person_482,1.491,0.471,0.375,38,60,0.633,0.637,-0.936,0.64,-0.915
Person_483,1.491,0.471,0.32,38,60,0.633,0.461,-1.605,0.477,-1.526
Person_484,2.179,0.494,0.36,41,60,0.683,0.532,-1.26,0.471,-1.399
Person_485,-2.333,0.476,0.358,20,60,0.333,0.566,-1.149,0.563,-1.161
Person_486,4.62,0.606,0.466,49,60,0.817,0.593,-0.874,0.522,-1.02
Person_487,2.179,0.494,0.451,41,60,0.683,0.834,-0.297,0.715,-0.592
Person_488,-2.56,0.479,0.628,19,60,0.317,1.719,1.587,1.709,1.57
Person_489,-0.599,0.459,0.498,28,60,0.467,1.177,0.546,1.146,0.477
Person_490,1.491,0.471,0.311,38,60,0.633,0.436,-1.712,0.426,-1.743
Person_491,-3.027,0.486,0.451,17,60,0.283,0.858,-0.217,0.824,-0.307
Person_492,0.234,0.455,0.338,32,60,0.533,0.551,-1.254,0.548,-1.266
Person_493,-0.388,0.458,0.278,29,60,0.483,0.368,-1.959,0.375,-1.915
Person_494,0.44,0.455,0.483,33,60,0.55,1.126,0.442,1.117,0.42
Person_495,-1.238,0.464,0.46,25,60,0.417,0.984,0.095,0.987,0.104
Person_496,-1.238,0.464,0.474,25,60,0.417,1.044,0.243,1.061,0.283
Person_497,0.852,0.458,0.394,35,60,0.583,0.739,-0.621,0.743,-0.614
Person_498,0.234,0.455,0.441,32,60,0.533,0.94,-0.028,0.952,0.005
Person_499,0.028,0.456,0.603,31,60,0.517,1.748,1.681,1.697,1.59
Person_500,0.028,0.456,0.489,31,60,0.517,1.15,0.493,1.141,0.471
