,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41,Item_42,Item_43,Item_44,Item_45,Item_46,Item_47,Item_48,Item_49,Item_50
Person_93,0.0,,,0.0,1.0,,1.0,,1.0,0.0,,1.0,,0.0,,0.0,0.0,,1.0,,,1.0,0.0,,1.0,1.0,,,,,0.0,1.0,0.0,,0.0,0.0,,,,,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1.0
Person_94,0.0,,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,
Person_95,0.0,1.0,0.0,,1.0,,1.0,,,0.0,,,0.0,,1.0,,1.0,0.0,,1.0,1.0,1.0,1.0,,,0.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Person_96,1.0,1.0,,0.0,1.0,,1.0,0.0,1.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,1.0,,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,,1.0,1.0,1.0,0.0,,1.0,,0.0,0.0,,1.0,0.0,
Person_97,,1.0,,,,,0.0,1.0,,0.0,1.0,0.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,,1.0,,1.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,1.0,,1.0,0.0,0.0
Person_98,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,,0.0,,,,,1.0,1.0,1.0,,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,,0.0,
Person_99,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,0.0,,0.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0
Person_100,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,,,0.0,,0.0,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,
Person_101,0.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,0.0,0.0,,1.0,0.0,0.0,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Person_102,,,0.0,,,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,
Person_103,1.0,,1.0,0.0,,0.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,1.0
Person_104,,1.0,1.0,,,0.0,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,1.0,,1.0,,0.0,,,,0.0,0.0,,1.0,,0.0,,,,1.0,,1.0,,1.0,1.0,0.0,0.0,,,1.0
Person_105,,1.0,,0.0,,,1.0,,1.0,1.0,,1.0,,,0.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,0.0,,1.0,0.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,0.0,1.0,0.0,0.0
Person_106,,1.0,1.0,,,1.0,,0.0,1.0,1.0,,,1.0,,1.0,0.0,1.0,,,,0.0,1.0,,0.0,,,1.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,,1.0,,,,0.0,0.0
Person_107,,1.0,,0.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,0.0,,1.0,1.0,,1.0,1.0,,0.0,,,,0.0,,1.0,,1.0,0.0,0.0,,0.0,,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,1.0
Person_108,0.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.0,,,,,,0.0,0.0,,,,,1.0,1.0,,1.0,0.0,,,,0.0,1.0,0.0,,,1.0,1.0,,1.0,,1.0,,1.0,,0.0
Person_109,,,,1.0,1.0,0.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,0.0,0.0,0.0,,1.0,1.0,1.0,,0.0,1.0,,1.0
Person_110,1.0,,1.0,0.0,1.0,,,,,1.0,,,,0.0,,0.0,0.0,0.0,,,,1.0,,0.0,1.0,1.0,,0.0,1.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,1.0,,,1.0,0.0,1.0,0.0
Person_111,,,1.0,0.0,1.0,,1.0,1.0,,1.0,0.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,0.0,0.0
Person_112,1.0,1.0,0.0,1.0,,,,0.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0,
Person_113,1.0,,0.0,,1.0,,1.0,0.0,1.0,1.0,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,,,,
Person_114,0.0,1.0,,1.0,0.0,1.0,,0.0,1.0,,,,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,,,,,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,0.0,,0.0,
Person_115,,,0.0,0.0,1.0,,0.0,1.0,1.0,,1.0,,0.0,0.0,,,0.0,,0.0,,,,1.0,0.0,,,0.0,,,0.0,,,1.0,0.0,,,0.0,0.0,,1.0,,0.0,,1.0,1.0,,0.0,,0.0,0.0
Person_116,0.0,0.0,0.0,,,1.0,,0.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0,1.0,1.0,0.0,0.0,,,,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0
Person_117,,1.0,,1.0,1.0,0.0,,0.0,,,1.0,,,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,0.0,,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,0.0,1.0,,,0.0,1.0,,,0.0
Person_118,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,0.0,1.0,0.0,,1.0,1.0,,0.0,,0.0,1.0,,,1.0,,,1.0,1.0,0.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,
Person_119,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,1.0,,,1.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0
Person_120,1.0,,0.0,1.0,1.0,,,,0.0,1.0,,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,,,0.0,1.0,,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,1.0,0.0,1.0,1.0,
Person_121,,0.0,0.0,0.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,0.0,0.0,,,1.0,1.0,,,0.0,,0.0,1.0,,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,,,1.0,,1.0,,,,,,,0.0,0.0,0.0,
Person_122,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,1.0,,1.0,,1.0,0.0,0.0,0.0,,1.0,,0.0,,,1.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,,
Person_123,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,0.0,0.0,1.0,1.0,,
Person_124,0.0,,1.0,,1.0,0.0,1.0,1.0,,,,1.0,0.0,,0.0,,0.0,0.0,,1.0,1.0,1.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0
Person_125,1.0,1.0,,0.0,1.0,0.0,,,,1.0,1.0,1.0,,0.0,,1.0,,,1.0,1.0,,,1.0,0.0,,1.0,,1.0,,,0.0,,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,0.0,
Person_126,1.0,0.0,0.0,0.0,,,0.0,,0.0,,,,,,0.0,0.0,,,1.0,0.0,0.0,,,0.0,,,,,,,0.0,,,,,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
Person_127,,,0.0,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,0.0,,,0.0,,,,0.0,1.0,0.0,,,0.0,,1.0,,0.0,1.0,,,0.0,0.0,1.0,,1.0
Person_128,0.0,1.0,,1.0,,1.0,1.0,0.0,,1.0,1.0,,1.0,,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,,0.0,,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,,0.0,
Person_129,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,1.0,,,,0.0,,1.0,1.0,1.0,0.0,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,0.0,1.0,1.0
Person_130,1.0,1.0,1.0,,1.0,0.0,1.0,,,1.0,,,,1.0,,,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,1.0,0.0,1.0,1.0,1.0
Person_131,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,1.0,,0.0,1.0,1.0,0.0,,,,0.0,,0.0,,1.0,,0.0,,1.0,,,1.0,0.0,,1.0,,0.0,,1.0,,,0.0,,1.0,,
Person_132,,,,0.0,,,0.0,0.0,1.0,0.0,,1.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,1.0,0.0,,,0.0,
Person_133,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,,,1.0,,0.0,,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,,,0.0,,1.0,1.0,1.0,1.0,,0.0,0.0,1.0
Person_134,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,0.0,1.0,1.0,,1.0,,,
Person_135,,1.0,0.0,,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,0.0,,1.0,,1.0,,0.0,,,1.0,,,,1.0,0.0,1.0,,1.0,0.0,,,1.0,0.0,1.0,,0.0,0.0,,,0.0
Person_136,,1.0,,1.0,1.0,0.0,1.0,,,0.0,,0.0,1.0,,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,1.0,,,1.0,,1.0,1.0,,0.0,,,,1.0,1.0,,,,1.0,,1.0,0.0,
Person_137,,1.0,,,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,1.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0
Person_138,,,,0.0,,0.0,,,,,,1.0,,1.0,,,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,,,,0.0,,,,,,,1.0,0.0,,0.0,0.0,0.0
Person_139,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,0.0,0.0,1.0,1.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,1.0,,,1.0,,1.0
Person_140,,,,0.0,,1.0,,,,,1.0,1.0,,,1.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,1.0,0.0,,0.0,1.0,,1.0,1.0,0.0,1.0,0.0,,1.0,0.0,,1.0,1.0,,,0.0,1.0,0.0,0.0
Person_141,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,,1.0,,,0.0,0.0,0.0,1.0,,,,,0.0,,,,,1.0,,,0.0,,1.0,,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,,,0.0,1.0,1.0,,1.0
Person_142,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,1.0,0.0,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,0.0,,1.0,1.0,0.0,0.0,0.0,,
Person_143,,1.0,0.0,0.0,,0.0,1.0,,,1.0,,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,1.0,,1.0,,0.0,,,,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,,0.0,1.0,,1.0,,,0.0,,,0.0
Person_144,,0.0,,,1.0,,0.0,,,1.0,1.0,1.0,,0.0,,0.0,,,1.0,1.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,,0.0,,1.0,,,,1.0,1.0,,,1.0,1.0,1.0
Person_145,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,,0.0,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,,
Person_146,,,0.0,1.0,1.0,,,,0.0,1.0,,0.0,1.0,,,0.0,1.0,0.0,1.0,,0.0,1.0,,,0.0,1.0,0.0,1.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,,1.0,,1.0,0.0,0.0,1.0
Person_147,0.0,,0.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Person_148,1.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,,,0.0,1.0,,0.0,,1.0,0.0,,1.0,0.0,,,0.0,,1.0,1.0,0.0,,,1.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,,1.0,0.0,,,0.0,1.0
Person_149,0.0,1.0,0.0,0.0,,,0.0,,,,0.0,1.0,,,,1.0,0.0,,,,,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,,,0.0,1.0,0.0,,1.0,,,,,0.0,1.0,,,0.0,,,1.0,0.0
Person_150,0.0,,0.0,,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,1.0,,,,,,1.0,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,1.0,1.0,,0.0,,,0.0,1.0,0.0
Person_151,0.0,1.0,0.0,1.0,,,1.0,0.0,,0.0,,1.0,,,,,0.0,1.0,1.0,,,,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,,,1.0,0.0,,0.0,0.0,,1.0,,,0.0,1.0,,1.0,,1.0,
Person_152,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,,0.0,,,0.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,
Person_153,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,0.0,,,0.0,,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,0.0,0.0
Person_154,,,,0.0,1.0,1.0,,1.0,1.0,,,,1.0,,0.0,,0.0,,,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,0.0,,,,1.0
Person_155,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,0.0,1.0,,1.0,,,,,1.0,,0.0,,0.0,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,0.0,1.0,,,0.0,,1.0,1.0
Person_156,,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0
Person_157,,0.0,,,0.0,,1.0,0.0,1.0,0.0,,,0.0,,1.0,0.0,,0.0,1.0,1.0,,0.0,1.0,,0.0,,,1.0,0.0,,,1.0,0.0,0.0,,,,0.0,1.0,,,,,1.0,0.0,,0.0,0.0,,0.0
Person_158,1.0,1.0,0.0,0.0,,,1.0,,0.0,,1.0,,1.0,1.0,,,0.0,,,1.0,0.0,,1.0,,0.0,0.0,1.0,0.0,,,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,
Person_159,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0
Person_160,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,1.0,0.0,,0.0,,0.0,,,,1.0,0.0,,,,1.0,,,0.0,1.0,,1.0,1.0,0.0,,0.0,0.0,,1.0
Person_161,,,,0.0,,,1.0,,0.0,,0.0,1.0,,,,0.0,,,1.0,1.0,,1.0,0.0,,0.0,1.0,,0.0,1.0,1.0,0.0,,1.0,,,,,,1.0,1.0,0.0,1.0,,1.0,,0.0,,0.0,0.0,
Person_162,0.0,,0.0,0.0,,,0.0,,,,0.0,,,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,1.0,0.0,,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,,
Person_163,,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,0.0,1.0,,0.0,,,,0.0,1.0,,1.0,,1.0,1.0,,,0.0,1.0,1.0,0.0,,1.0,1.0,,0.0,1.0,,0.0,1.0,,1.0,,1.0,0.0
Person_164,,1.0,1.0,0.0,1.0,,0.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,0.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,0.0,,0.0,1.0,1.0,
Person_165,,,1.0,0.0,1.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Person_166,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,1.0,,0.0,,,,,,,0.0,1.0,0.0,0.0,,1.0,1.0,,0.0,0.0,1.0,,0.0,,0.0,,,0.0,,,1.0,1.0,,0.0,1.0,0.0,
Person_167,1.0,,,0.0,1.0,,1.0,,1.0,,,1.0,,0.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,,0.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,0.0,1.0,,1.0,0.0
Person_168,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,
Person_169,,,0.0,0.0,0.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,0.0,,0.0,0.0,,,1.0,1.0,,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0
Person_170,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,,,,,0.0,,0.0,1.0,,1.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,,1.0,1.0,,,,1.0,1.0,0.0,,1.0,0.0,,,,,0.0
Person_171,0.0,1.0,0.0,0.0,0.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,0.0,,0.0,,,1.0,,,,0.0,,0.0,1.0,,0.0,1.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,1.0
Person_172,0.0,1.0,,0.0,,,,,,,1.0,,0.0,,1.0,0.0,0.0,,,1.0,,,,,,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,,1.0,,0.0,,0.0,1.0
Person_173,0.0,1.0,0.0,0.0,,0.0,1.0,,1.0,1.0,0.0,1.0,0.0,,,0.0,0.0,,1.0,,,0.0,,,0.0,0.0,1.0,0.0,,,,1.0,,,1.0,,,0.0,,1.0,0.0,,,1.0,1.0,,,1.0,0.0,0.0
Person_174,1.0,,0.0,0.0,,,1.0,1.0,,,1.0,,,,,,1.0,0.0,,0.0,,,1.0,0.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,,1.0,,1.0,,1.0
Person_175,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,,0.0,1.0,1.0,,,,1.0,,1.0,,,0.0,0.0,,,1.0,1.0,0.0,1.0,,,,,,,,
Person_176,,,,0.0,1.0,,,,,1.0,1.0,,0.0,0.0,,1.0,,,,1.0,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,,1.0,1.0,0.0,,,,0.0,,,1.0,0.0,1.0,
Person_177,0.0,1.0,,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,1.0,1.0,,0.0,1.0,,0.0
Person_178,,,1.0,0.0,,0.0,,,0.0,0.0,1.0,,,,,,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,1.0,0.0,,,1.0,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,
Person_179,0.0,1.0,0.0,0.0,,,0.0,0.0,,1.0,1.0,1.0,,0.0,,1.0,,1.0,,1.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,1.0,1.0,1.0,,1.0,,0.0,1.0,,1.0,1.0,,,,1.0,0.0
Person_180,,1.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,1.0,,0.0
Person_181,,,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,,1.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,,,,,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0
Person_182,1.0,,,0.0,,0.0,1.0,,1.0,,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,0.0,,,0.0,,1.0,,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,
Person_183,0.0,,,,1.0,,,1.0,0.0,,,1.0,,0.0,0.0,,0.0,1.0,1.0,,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,1.0,,1.0,,1.0,1.0,,1.0,,0.0,0.0,1.0
Person_184,0.0,,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,1.0,,0.0,0.0,1.0,,,0.0,0.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,0.0,,,1.0,0.0,,1.0,,0.0,0.0,,,0.0
Person_185,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,,1.0,0.0,1.0,,0.0,0.0,,0.0,1.0,1.0,0.0,,,0.0,,,0.0,1.0,,1.0,1.0,,0.0,1.0,,0.0,,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,,,1.0,0.0,
Person_186,0.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,,0.0,1.0,,1.0,,1.0,0.0,1.0,,0.0,0.0,,,1.0,,1.0,1.0,,0.0,0.0,1.0,0.0,0.0
Person_187,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,0.0,1.0,,1.0,1.0,1.0,
