,Estimate,CSEM,RSEM,Score,Max score,p,Infit MS,Infit Z,Outfit MS,Outfit Z
Person_328,-0.932,0.442,0.391,9,27,0.333,0.785,-1.197,0.716,-1.104
Person_329,-2.545,0.699,0.611,2,26,0.077,0.764,-0.332,0.473,-0.541
Person_330,-2.45,0.594,0.571,3,33,0.091,0.923,-0.046,0.622,-0.452
Person_331,2.593,0.689,0.61,28,30,0.933,0.783,-0.274,0.452,-0.569
Person_332,0.873,0.45,0.446,18,26,0.692,0.979,-0.049,0.878,-0.378
Person_333,1.22,0.438,0.427,20,28,0.714,0.951,-0.201,0.851,-0.478
Person_334,0.64,0.422,0.415,19,29,0.655,0.97,-0.121,0.935,-0.193
Person_335,-0.735,0.401,0.368,12,32,0.375,0.843,-0.937,0.787,-0.954
Person_336,-2.65,0.695,0.603,2,28,0.071,0.753,-0.35,0.394,-0.726
Person_337,-0.695,0.46,0.482,9,24,0.375,1.096,0.559,1.279,1.095
Person_338,0.193,0.394,0.414,17,31,0.548,1.103,0.726,1.137,0.779
Person_339,0.396,0.37,0.367,21,35,0.6,0.986,-0.062,0.995,0.032
Person_340,-1.514,0.514,0.474,5,27,0.185,0.85,-0.449,0.624,-0.831
Person_341,1.493,0.434,0.447,30,37,0.811,1.062,0.333,1.651,1.556
Person_342,0.49,0.36,0.383,22,37,0.595,1.132,1.043,1.164,0.929
Person_343,-0.234,0.373,0.395,17,34,0.5,1.119,0.875,1.115,0.748
Person_344,-1.029,0.428,0.426,9,32,0.281,0.99,0.017,1.04,0.232
Person_345,2.188,0.533,0.528,28,32,0.875,0.983,0.068,0.914,0.036
Person_346,-0.541,0.371,0.356,15,35,0.429,0.921,-0.545,0.878,-0.655
Person_347,-1.58,0.486,0.469,6,27,0.222,0.929,-0.223,0.816,-0.345
Person_348,0.813,0.428,0.41,20,29,0.69,0.915,-0.433,0.826,-0.589
Person_349,-1.433,0.456,0.487,7,30,0.233,1.143,0.681,1.1,0.389
Person_350,0.373,0.422,0.434,16,27,0.593,1.06,0.432,1.001,0.074
Person_351,0.977,0.395,0.442,21,32,0.656,1.253,1.637,1.296,1.299
Person_352,-0.396,0.398,0.441,13,32,0.406,1.229,1.316,1.258,1.249
Person_353,1.602,0.477,0.491,23,29,0.793,1.059,0.319,1.561,1.25
Person_354,-1.814,0.465,0.458,6,36,0.167,0.968,-0.032,0.887,-0.114
Person_355,2.038,0.543,0.505,25,29,0.862,0.865,-0.303,0.656,-0.506
Person_356,-0.282,0.391,0.432,14,32,0.438,1.219,1.362,1.243,1.299
Person_357,-0.047,0.386,0.352,14,32,0.438,0.831,-1.201,0.818,-1.094
Person_358,0.935,0.429,0.445,19,28,0.679,1.076,0.499,0.999,0.085
Person_359,-1.15,0.448,0.395,8,28,0.286,0.776,-1.152,0.635,-1.245
Person_360,0.689,0.401,0.361,21,32,0.656,0.81,-1.225,0.7,-1.329
Person_361,-1.585,0.447,0.437,7,34,0.206,0.952,-0.127,0.759,-0.554
Person_362,-2.496,0.599,0.589,3,32,0.094,0.966,0.057,1.8,1.145
Person_363,3.314,0.837,0.638,27,28,0.964,0.582,-0.466,0.261,-0.644
Person_364,0.599,0.41,0.413,19,30,0.633,1.016,0.156,0.979,-0.019
Person_365,-1.967,0.503,0.534,5,32,0.156,1.128,0.514,1.239,0.611
Person_366,-0.694,0.41,0.392,11,32,0.344,0.915,-0.416,0.821,-0.697
Person_367,0.371,0.418,0.442,16,28,0.571,1.121,0.783,1.056,0.336
Person_368,1.16,0.433,0.436,23,31,0.742,1.018,0.154,0.901,-0.213
Person_369,0.636,0.42,0.407,18,28,0.643,0.941,-0.33,0.909,-0.35
Person_370,3.105,0.832,0.708,30,31,0.968,0.724,-0.193,0.928,0.289
Person_371,-0.534,0.397,0.394,12,33,0.364,0.985,-0.025,0.955,-0.143
Person_372,-1.201,0.483,0.475,6,28,0.214,0.966,-0.044,1.134,0.472
Person_373,-0.324,0.462,0.464,10,24,0.417,1.008,0.107,0.926,-0.239
Person_374,-2.797,0.693,0.652,2,28,0.071,0.886,-0.057,0.62,-0.249
Person_375,-0.938,0.429,0.395,9,31,0.29,0.846,-0.734,0.7,-1.084
Person_376,3.42,,,29,29,1.0,,,,
Person_377,-1.734,0.478,0.529,6,31,0.194,1.222,0.899,1.392,0.941
Person_378,0.753,0.399,0.42,21,32,0.656,1.112,0.749,1.216,0.952
Person_379,-0.655,0.406,0.409,11,30,0.367,1.012,0.128,1.055,0.332
Person_380,-0.519,0.381,0.42,13,34,0.382,1.213,1.413,1.226,1.144
Person_381,-0.565,0.401,0.383,12,30,0.4,0.909,-0.568,0.89,-0.559
Person_382,-3.004,0.678,0.635,2,36,0.056,0.876,-0.062,0.719,-0.106
Person_383,-1.048,0.39,0.362,11,36,0.306,0.862,-0.784,0.74,-1.059
Person_384,0.837,0.396,0.371,22,33,0.667,0.877,-0.765,0.769,-0.965
Person_385,-0.85,0.405,0.401,11,33,0.333,0.985,-0.026,1.089,0.429
Person_386,1.937,0.547,0.562,24,28,0.857,1.058,0.281,0.913,0.03
Person_387,-1.074,0.422,0.369,9,33,0.273,0.764,-1.214,0.596,-1.5
Person_388,0.183,0.402,0.35,16,29,0.552,0.759,-1.842,0.703,-1.859
Person_389,0.819,0.413,0.42,20,30,0.667,1.033,0.256,0.943,-0.16
Person_390,-2.382,0.609,0.653,3,28,0.107,1.15,0.489,1.582,0.951
Person_391,-1.323,0.483,0.518,6,29,0.207,1.15,0.639,1.422,1.067
Person_392,-1.403,0.454,0.458,7,31,0.226,1.019,0.158,1.106,0.402
Person_393,0.234,0.372,0.388,19,34,0.559,1.085,0.674,1.148,0.916
Person_394,2.911,0.672,0.582,36,38,0.947,0.751,-0.319,0.442,-0.574
Person_395,0.776,0.415,0.372,20,30,0.667,0.8,-1.218,0.701,-1.276
Person_396,0.343,0.396,0.391,18,31,0.581,0.973,-0.132,1.068,0.402
Person_397,-0.095,0.435,0.47,11,26,0.423,1.167,0.958,1.17,0.858
Person_398,3.299,,,26,26,1.0,,,,
Person_399,-0.849,0.444,0.399,8,27,0.296,0.807,-1.01,0.725,-1.048
Person_400,0.782,0.439,0.416,18,27,0.667,0.897,-0.54,0.823,-0.621
Person_401,1.946,0.545,0.522,23,27,0.852,0.919,-0.135,0.698,-0.502
Person_402,-1.37,0.468,0.501,7,26,0.269,1.148,0.738,1.466,1.35
Person_403,2.511,0.583,0.559,32,35,0.914,0.919,-0.043,0.708,-0.316
Person_404,-1.433,0.481,0.513,6,31,0.194,1.136,0.577,1.434,1.059
Person_405,-0.024,0.415,0.37,14,28,0.5,0.794,-1.354,0.765,-1.294
Person_406,-0.784,0.449,0.488,9,26,0.346,1.186,1.001,1.187,0.758
Person_407,0.815,0.426,0.424,20,29,0.69,0.988,-0.014,0.976,-0.0
Person_408,-1.763,0.468,0.435,6,36,0.167,0.864,-0.438,0.827,-0.274
Person_409,0.01,0.361,0.381,19,37,0.514,1.115,0.841,1.11,0.701
Person_410,-0.242,0.418,0.441,12,27,0.444,1.109,0.734,1.139,0.816
Person_411,1.519,0.508,0.498,22,27,0.815,0.961,-0.048,0.827,-0.261
Person_412,-3.563,,,0,31,0.0,,,,
Person_413,1.175,0.415,0.406,25,34,0.735,0.96,-0.155,0.869,-0.329
Person_414,-0.84,0.435,0.436,9,28,0.321,1.001,0.07,1.259,1.018
Person_415,-3.477,,,0,32,0.0,,,,
Person_416,-1.103,0.449,0.4,8,28,0.286,0.793,-1.052,0.641,-1.219
Person_417,-1.327,0.492,0.495,6,27,0.222,1.015,0.143,0.908,-0.108
Person_418,-1.983,0.555,0.532,4,27,0.148,0.917,-0.148,0.681,-0.47
Person_419,0.922,0.41,0.43,20,30,0.667,1.097,0.648,1.285,1.196
Person_420,0.118,0.427,0.409,14,26,0.538,0.916,-0.498,0.898,-0.516
Person_421,0.262,0.366,0.357,19,36,0.528,0.951,-0.314,0.985,-0.034
Person_422,-0.401,0.371,0.384,14,36,0.389,1.072,0.525,1.154,0.864
Person_423,1.668,0.505,0.521,24,29,0.828,1.064,0.313,0.925,-0.011
Person_424,2.102,0.53,0.553,28,32,0.875,1.089,0.362,1.544,1.054
Person_425,0.138,0.399,0.389,15,30,0.5,0.951,-0.288,0.922,-0.392
Person_426,-1.861,0.508,0.45,5,31,0.161,0.784,-0.689,0.627,-0.719
Person_427,1.834,0.538,0.573,27,31,0.871,1.132,0.481,1.435,0.879
Person_428,2.524,0.703,0.585,24,26,0.923,0.692,-0.517,0.329,-0.79
Person_429,-3.365,,,0,26,0.0,,,,
Person_430,-0.832,0.4,0.381,11,33,0.333,0.91,-0.496,0.856,-0.548
Person_431,-0.306,0.372,0.371,15,36,0.417,0.997,0.031,1.011,0.118
Person_432,-0.593,0.402,0.383,12,32,0.375,0.905,-0.52,0.836,-0.703
Person_433,0.744,0.418,0.445,20,30,0.667,1.131,0.788,1.187,0.775
Person_434,-1.921,0.503,0.504,5,32,0.156,1.006,0.119,0.764,-0.355
Person_435,-2.198,0.61,0.616,3,27,0.111,1.021,0.186,0.922,0.095
Person_436,-0.935,0.464,0.449,8,26,0.308,0.936,-0.246,0.754,-0.752
Person_437,0.434,0.397,0.393,19,31,0.613,0.978,-0.096,0.952,-0.181
Person_438,-2.191,0.54,0.504,4,32,0.125,0.87,-0.275,1.15,0.442
Person_439,0.165,0.439,0.478,14,25,0.56,1.188,1.153,1.251,1.188
Person_440,-0.922,0.403,0.36,10,35,0.286,0.797,-1.09,0.688,-1.227
Person_441,-1.127,0.424,0.452,9,31,0.29,1.14,0.757,1.196,0.766
Person_442,-0.126,0.425,0.471,13,27,0.481,1.228,1.299,1.223,1.142
Person_443,1.578,0.465,0.425,29,35,0.829,0.836,-0.571,0.681,-0.665
Person_444,1.172,0.41,0.396,25,34,0.735,0.932,-0.32,0.831,-0.492
Person_445,-0.594,0.409,0.407,12,29,0.414,0.987,-0.031,1.05,0.321
Person_446,0.21,0.428,0.456,14,26,0.538,1.132,0.857,1.129,0.708
Person_447,2.427,0.594,0.593,30,33,0.909,0.997,0.133,1.178,0.474
Person_448,1.147,0.503,0.445,18,24,0.75,0.783,-0.941,0.614,-0.965
Person_449,-1.649,0.566,0.561,4,24,0.167,0.981,0.053,0.713,-0.457
Person_450,-1.759,0.539,0.529,4,32,0.125,0.961,0.008,0.794,-0.259
Person_451,2.644,0.688,0.663,30,32,0.938,0.929,0.037,1.016,0.295
Person_452,-1.399,0.447,0.439,7,33,0.212,0.964,-0.075,0.848,-0.321
Person_453,-0.774,0.415,0.387,10,30,0.333,0.872,-0.728,0.864,-0.525
Person_454,1.31,0.431,0.428,22,30,0.733,0.982,-0.031,0.891,-0.261
Person_455,-2.422,0.598,0.579,3,30,0.1,0.936,-0.018,1.016,0.24
Person_456,1.067,0.46,0.423,17,25,0.68,0.845,-0.824,0.779,-0.692
Person_457,0.062,0.387,0.381,15,32,0.469,0.97,-0.16,0.965,-0.149
Person_458,0.814,0.385,0.363,23,35,0.657,0.891,-0.687,0.817,-0.764
Person_459,0.151,0.408,0.434,17,29,0.586,1.13,0.854,1.151,0.834
Person_460,-2.654,0.696,0.617,2,28,0.071,0.785,-0.279,0.442,-0.588
Person_461,-2.039,0.496,0.494,5,35,0.143,0.991,0.069,1.138,0.429
Person_462,-2.135,0.544,0.501,4,31,0.129,0.846,-0.357,0.536,-0.836
Person_463,-0.798,0.391,0.411,12,33,0.364,1.103,0.684,1.226,1.055
Person_464,1.621,0.467,0.397,27,33,0.818,0.723,-1.1,0.502,-1.3
Person_465,0.679,0.41,0.401,18,29,0.621,0.954,-0.254,0.901,-0.424
Person_466,-1.28,0.418,0.359,9,35,0.257,0.736,-1.402,0.553,-1.528
Person_467,-1.267,0.466,0.456,7,27,0.259,0.955,-0.135,0.969,0.024
Person_468,-0.039,0.404,0.381,14,30,0.467,0.892,-0.637,0.899,-0.502
Person_469,-1.517,0.51,0.509,5,27,0.185,0.997,0.087,0.978,0.088
Person_470,-0.324,0.37,0.377,16,35,0.457,1.035,0.298,1.029,0.225
Person_471,-1.118,0.413,0.408,9,34,0.265,0.977,-0.052,0.953,-0.071
Person_472,0.18,0.397,0.42,17,31,0.548,1.122,0.807,1.13,0.729
Person_473,-0.336,0.379,0.356,14,34,0.412,0.882,-0.787,0.848,-0.837
Person_474,-0.756,0.396,0.429,11,34,0.324,1.177,1.026,1.455,1.782
Person_475,-0.682,0.44,0.463,9,27,0.333,1.108,0.607,1.045,0.264
Person_476,-2.333,0.533,0.516,4,36,0.111,0.94,-0.054,0.828,-0.107
Person_477,-0.129,0.444,0.457,12,25,0.48,1.061,0.395,1.077,0.43
Person_478,0.245,0.376,0.378,19,34,0.559,1.007,0.095,1.004,0.08
Person_479,1.37,0.451,0.423,24,31,0.774,0.878,-0.493,0.856,-0.283
Person_480,0.186,0.389,0.345,18,32,0.562,0.784,-1.535,0.769,-1.297
Person_481,0.21,0.425,0.446,14,26,0.538,1.102,0.707,1.129,0.751
Person_482,-0.235,0.37,0.344,16,35,0.457,0.865,-0.962,0.825,-1.076
Person_483,-0.717,0.422,0.387,11,28,0.393,0.842,-0.962,0.772,-1.051
Person_484,-1.586,0.485,0.459,6,29,0.207,0.898,-0.335,0.78,-0.408
Person_485,1.792,0.545,0.479,23,27,0.852,0.773,-0.635,0.517,-0.926
Person_486,-0.772,0.405,0.411,11,32,0.344,1.03,0.228,0.94,-0.187
Person_487,-0.735,0.428,0.438,9,28,0.321,1.048,0.325,1.079,0.412
Person_488,-2.043,0.498,0.46,5,34,0.147,0.854,-0.416,0.909,-0.007
Person_489,-0.256,0.393,0.361,13,31,0.419,0.846,-1.032,0.818,-1.095
Person_490,-0.954,0.435,0.407,9,29,0.31,0.877,-0.603,0.962,-0.045
Person_491,1.127,0.474,0.497,20,27,0.741,1.098,0.495,1.042,0.236
Person_492,2.711,0.693,0.615,22,24,0.917,0.787,-0.278,0.521,-0.502
Person_493,1.412,0.461,0.445,20,27,0.741,0.933,-0.26,0.98,0.054
Person_494,-2.398,0.602,0.593,3,30,0.1,0.972,0.068,1.633,1.002
Person_495,-0.64,0.412,0.342,12,29,0.414,0.687,-2.144,0.636,-1.952
Person_496,0.035,0.409,0.415,13,27,0.481,1.031,0.277,1.065,0.484
Person_497,0.906,0.411,0.463,20,30,0.667,1.265,1.627,1.384,1.46
Person_498,-1.077,0.482,0.516,7,26,0.269,1.145,0.668,1.161,0.553
Person_499,0.214,0.4,0.399,15,29,0.517,0.997,0.022,0.971,-0.119
Person_500,0.191,0.361,0.363,18,36,0.5,1.012,0.135,0.984,-0.048
Person_501,0.165,0.362,0.398,18,35,0.514,1.21,1.697,1.294,1.942
Person_502,1.125,0.475,0.542,19,26,0.731,1.303,1.371,1.58,1.477
Person_503,-2.284,0.602,0.496,3,31,0.097,0.678,-0.735,0.345,-1.093
Person_504,0.493,0.415,0.419,17,28,0.607,1.019,0.174,0.952,-0.178
Person_505,1.468,0.476,0.515,25,31,0.806,1.175,0.721,1.258,0.719
Person_506,-0.422,0.437,0.398,11,26,0.423,0.827,-0.946,0.787,-1.036
Person_507,-1.963,0.502,0.509,5,31,0.161,1.03,0.199,1.118,0.394
Person_508,0.1,0.388,0.388,16,32,0.5,1.002,0.066,0.971,-0.111
Person_509,2.508,0.686,0.65,26,28,0.929,0.898,-0.027,0.732,-0.117
Person_510,-2.147,0.628,0.588,3,21,0.143,0.875,-0.227,0.578,-0.494
Person_511,-2.155,0.535,0.544,4,35,0.114,1.034,0.212,1.125,0.401
Person_512,-2.889,0.686,0.67,2,33,0.061,0.951,0.08,1.034,0.335
Person_513,1.065,0.439,0.455,20,28,0.714,1.074,0.443,0.977,0.011
Person_514,0.271,0.457,0.408,13,23,0.565,0.797,-1.254,0.727,-1.326
Person_515,-1.225,0.501,0.478,6,25,0.24,0.909,-0.286,1.166,0.54
Person_516,0.378,0.383,0.36,19,33,0.576,0.88,-0.823,0.844,-0.829
Person_517,0.727,0.41,0.445,20,31,0.645,1.177,1.082,1.438,1.598
Person_518,2.171,0.609,0.59,24,27,0.889,0.941,-0.016,0.932,0.129
Person_519,0.599,0.381,0.341,22,34,0.647,0.801,-1.465,0.727,-1.394
Person_520,2.372,0.599,0.546,25,28,0.893,0.831,-0.3,0.54,-0.621
Person_521,-2.159,0.544,0.564,4,31,0.129,1.077,0.334,1.445,0.856
Person_522,0.132,0.395,0.361,16,31,0.516,0.835,-1.093,0.797,-1.142
Person_523,0.637,0.406,0.384,19,30,0.633,0.893,-0.692,0.87,-0.539
Person_524,0.243,0.375,0.334,19,34,0.559,0.792,-1.58,0.818,-1.086
Person_525,0.535,0.402,0.395,20,32,0.625,0.968,-0.142,0.89,-0.416
Person_526,-1.699,0.481,0.506,6,29,0.207,1.106,0.491,1.082,0.331
Person_527,-2.611,0.701,0.665,2,27,0.074,0.898,-0.036,0.618,-0.248
Person_528,-0.862,0.449,0.445,8,28,0.286,0.983,-0.01,0.888,-0.3
Person_529,1.509,0.52,0.599,20,25,0.8,1.331,1.169,2.051,1.963
Person_530,-0.497,0.377,0.344,14,35,0.4,0.835,-1.112,0.8,-1.077
Person_531,-1.493,0.531,0.432,5,25,0.2,0.661,-1.285,0.437,-1.353
Person_532,-0.733,0.4,0.398,11,33,0.333,0.991,0.005,0.879,-0.477
Person_533,1.056,0.465,0.482,18,25,0.72,1.074,0.431,1.065,0.31
Person_534,2.653,0.686,0.627,27,29,0.931,0.835,-0.159,0.541,-0.411
Person_535,2.876,0.677,0.588,33,35,0.943,0.754,-0.323,0.422,-0.606
Person_536,0.453,0.393,0.378,18,31,0.581,0.929,-0.478,0.869,-0.66
Person_537,1.595,0.561,0.568,20,24,0.833,1.023,0.179,0.938,0.067
Person_538,-0.781,0.402,0.425,11,33,0.333,1.116,0.701,1.059,0.317
Person_539,-2.289,0.613,0.621,3,27,0.111,1.027,0.2,1.291,0.616
Person_540,-2.497,0.595,0.6,3,32,0.094,1.016,0.178,0.846,-0.021
Person_541,-0.508,0.407,0.423,12,30,0.4,1.081,0.545,1.02,0.167
Person_542,1.225,0.426,0.413,26,34,0.765,0.939,-0.231,0.894,-0.214
Person_543,0.732,0.392,0.394,22,34,0.647,1.011,0.121,0.987,0.029
Person_544,-1.577,0.511,0.481,5,27,0.185,0.889,-0.307,0.923,-0.045
Person_545,0.105,0.397,0.397,16,29,0.552,1.004,0.071,0.993,0.006
Person_546,2.096,0.539,0.559,28,32,0.875,1.075,0.326,1.375,0.786
Person_547,-1.122,0.404,0.376,10,34,0.294,0.864,-0.737,0.855,-0.47
Person_548,-1.789,0.502,0.48,5,31,0.161,0.915,-0.194,0.842,-0.2
Person_549,1.692,0.471,0.447,25,31,0.806,0.9,-0.324,0.742,-0.53
Person_550,-2.951,0.686,0.58,2,33,0.061,0.714,-0.43,0.316,-0.789
Person_551,-0.155,0.363,0.338,17,37,0.459,0.866,-0.923,0.858,-0.849
Person_552,0.61,0.387,0.339,22,34,0.647,0.767,-1.558,0.694,-1.536
Person_553,-0.437,0.415,0.406,12,29,0.414,0.958,-0.201,0.95,-0.172
Person_554,2.302,0.601,0.562,26,29,0.897,0.874,-0.181,0.581,-0.525
Person_555,0.207,0.444,0.45,13,24,0.542,1.027,0.222,1.009,0.113
Person_556,2.276,0.589,0.553,32,35,0.914,0.882,-0.142,0.691,-0.301
Person_557,1.467,0.487,0.523,19,25,0.76,1.153,0.733,1.029,0.209
Person_558,2.214,0.53,0.501,31,35,0.886,0.895,-0.187,0.594,-0.62
Person_559,-1.853,0.543,0.487,4,31,0.129,0.802,-0.497,0.681,-0.481
Person_560,1.693,0.476,0.463,22,28,0.786,0.948,-0.142,0.759,-0.537
Person_561,1.349,0.454,0.538,22,29,0.759,1.406,1.768,1.908,2.081
Person_562,2.768,0.674,0.605,32,34,0.941,0.805,-0.205,0.518,-0.503
Person_563,-1.71,0.499,0.482,5,33,0.152,0.931,-0.13,0.82,-0.255
Person_564,-1.189,0.416,0.47,9,35,0.257,1.28,1.337,1.256,0.869
Person_565,-1.044,0.466,0.422,7,27,0.259,0.82,-0.777,0.864,-0.334
Person_566,0.716,0.452,0.474,16,25,0.64,1.104,0.62,1.192,0.781
Person_567,-0.681,0.403,0.4,11,31,0.355,0.983,-0.05,0.986,0.002
Person_568,0.415,0.384,0.357,20,33,0.606,0.865,-0.978,0.786,-1.12
Person_569,-1.492,0.486,0.462,6,27,0.222,0.904,-0.321,0.701,-0.716
Person_570,-0.871,0.488,0.474,8,20,0.4,0.945,-0.265,0.93,-0.244
Person_571,-0.072,0.411,0.447,13,28,0.464,1.182,1.197,1.198,1.119
Person_572,-0.734,0.408,0.411,10,31,0.323,1.016,0.151,1.019,0.161
Person_573,0.199,0.409,0.409,16,28,0.571,0.999,0.04,1.001,0.063
Person_574,-0.502,0.481,0.402,8,23,0.348,0.697,-1.494,0.609,-1.577
Person_575,2.967,0.843,0.715,27,28,0.964,0.72,-0.208,0.603,-0.098
Person_576,-0.561,0.396,0.373,13,31,0.419,0.887,-0.737,0.817,-0.956
Person_577,-2.639,0.688,0.63,2,32,0.062,0.836,-0.152,0.985,0.247
Person_578,0.133,0.384,0.356,17,33,0.515,0.861,-0.929,0.812,-1.057
Person_579,0.038,0.382,0.367,17,33,0.515,0.923,-0.496,0.928,-0.374
Person_580,0.024,0.387,0.315,16,32,0.5,0.662,-2.569,0.619,-2.534
Person_581,0.892,0.445,0.449,20,28,0.714,1.017,0.153,0.892,-0.246
Person_582,1.914,0.499,0.49,28,33,0.848,0.968,-0.012,1.521,1.03
Person_583,-1.366,0.465,0.409,7,29,0.241,0.774,-1.012,0.598,-1.14
Person_584,0.238,0.388,0.356,16,31,0.516,0.841,-1.213,0.8,-1.221
Person_585,0.226,0.386,0.397,17,32,0.531,1.058,0.45,1.069,0.442
Person_586,1.386,0.484,0.456,22,28,0.786,0.887,-0.391,0.77,-0.472
Person_587,1.362,0.46,0.462,20,27,0.741,1.008,0.107,0.908,-0.143
Person_588,2.706,0.678,0.59,31,33,0.939,0.757,-0.316,0.408,-0.715
Person_589,2.542,0.592,0.56,30,33,0.909,0.896,-0.114,0.624,-0.359
Person_590,0.559,0.407,0.424,18,30,0.6,1.089,0.608,1.199,0.959
Person_591,-2.884,0.849,0.729,1,25,0.04,0.737,-0.187,0.655,-0.057
Person_592,1.105,0.481,0.465,17,24,0.708,0.938,-0.249,0.925,-0.106
Person_593,-0.724,0.402,0.413,11,31,0.355,1.053,0.379,1.175,0.849
Person_594,-1.463,0.481,0.49,6,28,0.214,1.04,0.242,1.049,0.253
Person_595,1.708,0.509,0.458,24,29,0.828,0.81,-0.611,0.553,-0.966
Person_596,3.414,,,34,34,1.0,,,,
Person_597,2.955,0.674,0.62,33,35,0.943,0.848,-0.115,0.61,-0.287
Person_598,-0.899,0.424,0.436,9,31,0.29,1.061,0.37,1.217,0.839
Person_599,2.621,0.58,0.576,32,35,0.914,0.986,0.114,1.389,0.758
Person_600,1.451,0.423,0.394,26,34,0.765,0.867,-0.622,0.733,-0.725
Person_601,0.975,0.384,0.384,26,37,0.703,0.998,0.045,0.951,-0.106
Person_602,-0.368,0.383,0.361,14,33,0.424,0.888,-0.738,0.886,-0.612
Person_603,1.823,0.502,0.499,24,29,0.828,0.987,0.048,1.153,0.458
Person_604,0.266,0.406,0.433,16,29,0.552,1.135,0.934,1.185,0.981
Person_605,-1.522,0.472,0.501,6,32,0.188,1.127,0.551,1.28,0.763
Person_606,2.03,0.542,0.511,23,27,0.852,0.89,-0.227,0.7,-0.49
Person_607,-2.882,0.686,0.651,2,29,0.069,0.899,-0.026,0.773,-0.011
Person_608,-0.516,0.394,0.425,12,32,0.375,1.167,1.061,1.223,1.128
Person_609,0.12,0.417,0.38,14,27,0.519,0.828,-1.182,0.774,-1.311
Person_610,0.067,0.417,0.432,12,26,0.462,1.075,0.595,1.045,0.341
Person_611,-1.711,0.508,0.5,5,29,0.172,0.968,-0.013,0.893,-0.093
Person_612,1.125,0.436,0.42,23,31,0.742,0.931,-0.274,0.856,-0.365
Person_613,0.392,0.39,0.341,18,32,0.562,0.766,-1.734,0.687,-1.722
Person_614,0.129,0.432,0.493,14,26,0.538,1.305,1.725,1.37,1.733
Person_615,-1.49,0.449,0.456,7,32,0.219,1.029,0.203,0.947,-0.02
Person_616,0.906,0.431,0.439,20,29,0.69,1.039,0.273,1.217,0.804
Person_617,-1.66,0.504,0.474,5,30,0.167,0.884,-0.306,0.771,-0.399
Person_618,-1.965,0.54,0.519,4,31,0.129,0.922,-0.115,0.67,-0.502
Person_619,0.654,0.411,0.374,19,30,0.633,0.83,-1.077,0.73,-1.187
Person_620,-0.586,0.439,0.465,11,26,0.423,1.12,0.706,1.053,0.305
Person_621,-0.155,0.421,0.413,12,27,0.444,0.963,-0.185,0.941,-0.26
Person_622,0.956,0.406,0.408,21,31,0.677,1.009,0.111,1.088,0.426
Person_623,-1.656,0.531,0.548,5,26,0.192,1.065,0.322,1.0,0.169
Person_624,1.152,0.449,0.428,19,27,0.704,0.907,-0.445,0.822,-0.503
Person_625,0.083,0.399,0.422,16,30,0.533,1.116,0.798,1.099,0.601
Person_626,0.518,0.405,0.409,20,31,0.645,1.02,0.173,1.061,0.342
Person_627,0.615,0.443,0.414,15,25,0.6,0.876,-0.757,0.844,-0.622
Person_628,0.129,0.428,0.474,13,25,0.52,1.23,1.543,1.282,1.666
Person_629,-1.616,0.469,0.417,6,33,0.182,0.79,-0.759,0.568,-1.125
Person_630,0.419,0.387,0.402,18,32,0.562,1.08,0.618,1.049,0.318
Person_631,-0.359,0.402,0.395,12,30,0.4,0.968,-0.159,0.963,-0.138
Person_632,0.204,0.353,0.337,21,38,0.553,0.912,-0.675,0.879,-0.769
Person_633,3.345,0.835,0.666,31,32,0.969,0.635,-0.359,0.309,-0.458
Person_634,0.254,0.393,0.377,18,32,0.562,0.922,-0.461,0.953,-0.185
Person_635,-0.14,0.377,0.373,15,33,0.455,0.979,-0.114,1.018,0.164
Person_636,1.823,0.507,0.496,23,28,0.821,0.957,-0.059,1.053,0.268
Person_637,0.751,0.375,0.388,23,36,0.639,1.071,0.527,1.102,0.54
Person_638,-3.684,,,0,32,0.0,,,,
Person_639,2.556,0.693,0.617,24,26,0.923,0.792,-0.267,0.517,-0.424
Person_640,-2.398,0.592,0.582,3,35,0.086,0.969,0.069,1.386,0.741
Person_641,0.846,0.405,0.369,20,31,0.645,0.829,-1.146,0.928,-0.218
Person_642,-0.396,0.425,0.463,12,27,0.444,1.19,1.119,1.185,0.961
Person_643,1.218,0.456,0.463,22,29,0.759,1.032,0.22,1.235,0.733
Person_644,0.05,0.398,0.361,16,30,0.533,0.821,-1.241,0.785,-1.28
Person_645,2.524,0.59,0.588,32,35,0.914,0.993,0.126,2.218,1.53
Person_646,2.022,0.53,0.5,29,33,0.879,0.891,-0.197,0.628,-0.654
Person_647,1.868,0.46,0.417,28,34,0.824,0.823,-0.634,0.625,-0.907
Person_648,0.042,0.381,0.355,16,33,0.485,0.865,-0.938,0.879,-0.683
Person_649,-0.111,0.429,0.456,12,26,0.462,1.13,0.834,1.219,1.129
Person_650,1.752,0.508,0.471,24,29,0.828,0.861,-0.415,0.669,-0.59
Person_651,-2.437,0.596,0.513,3,33,0.091,0.74,-0.534,0.387,-1.058
Person_652,1.123,0.458,0.48,21,28,0.75,1.102,0.541,1.494,1.35
Person_653,0.334,0.367,0.366,20,35,0.571,0.996,0.008,0.965,-0.165
Person_654,-0.325,0.387,0.359,14,33,0.424,0.86,-0.891,0.802,-1.071
Person_655,1.99,0.54,0.542,25,29,0.862,1.008,0.137,1.975,1.548
Person_656,1.854,0.458,0.441,30,36,0.833,0.927,-0.19,0.705,-0.622
Person_657,-2.933,0.856,0.69,1,25,0.04,0.651,-0.348,0.316,-0.607
