,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10
Person_556,5,5,4,3,3,3,3,2,3,3
Person_557,3,3,4,3,2,3,2,2,3,1
Person_558,4,4,3,4,3,3,3,3,3,3
Person_559,0,2,0,1,1,0,0,0,0,0
Person_560,3,5,5,3,2,3,3,3,2,3
Person_561,4,4,3,3,3,2,3,2,3,2
Person_562,3,4,5,2,3,3,3,1,3,3
Person_563,1,3,0,2,0,0,1,0,1,1
Person_564,0,3,0,1,2,1,1,2,0,2
Person_565,0,3,0,2,2,0,1,1,2,1
Person_566,4,4,3,2,3,2,3,2,2,3
Person_567,0,2,0,1,1,1,1,2,0,0
Person_568,3,3,3,2,3,0,2,2,2,1
Person_569,1,2,0,0,1,0,0,0,0,0
Person_570,1,2,0,0,1,0,2,0,1,2
Person_571,2,4,3,2,3,2,3,3,2,2
Person_572,3,3,1,1,2,1,3,0,1,2
Person_573,4,4,3,3,3,0,3,3,2,2
Person_574,1,3,2,1,3,0,3,1,2,2
Person_575,4,4,5,4,3,3,3,3,3,2
Person_576,1,3,0,1,1,1,1,0,1,0
Person_577,0,1,0,0,1,0,0,0,0,0
Person_578,2,4,4,0,3,3,1,1,2,1
Person_579,4,4,3,2,2,2,3,1,2,1
Person_580,0,3,0,2,2,0,0,1,2,0
Person_581,3,5,3,2,3,3,2,3,2,3
Person_582,4,4,5,4,3,3,3,3,2,2
Person_583,0,2,0,1,1,0,1,0,0,0
Person_584,4,3,4,2,2,3,3,1,3,2
Person_585,5,4,4,2,3,2,1,1,2,2
Person_586,3,4,4,2,3,1,3,1,2,2
Person_587,5,3,4,3,3,2,3,3,3,3
Person_588,4,5,4,4,3,3,3,3,3,3
Person_589,5,5,4,4,3,3,3,3,3,3
Person_590,4,3,3,1,2,1,3,2,2,2
Person_591,0,1,0,0,0,0,0,0,0,0
Person_592,3,4,3,1,3,0,1,3,2,2
Person_593,2,2,3,1,2,0,3,1,0,2
Person_594,0,1,0,0,2,0,2,1,1,0
Person_595,3,4,5,2,3,3,3,2,3,2
Person_596,5,5,5,5,3,3,3,3,3,3
Person_597,4,5,5,5,3,3,3,3,2,3
Person_598,0,3,0,0,2,0,1,2,0,1
Person_599,5,5,5,4,3,3,3,3,3,3
Person_600,3,4,3,2,3,3,3,3,3,3
Person_601,4,3,4,2,3,3,2,3,2,3
Person_602,1,3,1,0,1,0,2,0,2,1
Person_603,5,4,5,4,3,3,3,3,3,3
Person_604,2,3,2,2,1,1,1,2,2,2
Person_605,0,3,0,0,1,0,1,0,2,1
Person_606,4,4,5,3,2,3,3,2,2,1
Person_607,0,1,0,0,0,0,0,0,0,0
Person_608,0,2,3,2,2,0,1,0,2,2
Person_609,4,3,3,3,2,2,2,1,3,2
Person_610,0,2,1,2,1,0,3,0,2,2
Person_611,0,1,0,0,1,0,0,0,0,0
Person_612,2,3,3,1,3,2,3,3,3,2
Person_613,3,4,3,3,3,2,2,3,3,3
Person_614,3,3,3,2,1,1,2,0,3,2
Person_615,0,2,0,0,2,0,1,0,1,0
Person_616,3,3,4,2,3,3,3,2,3,3
Person_617,1,3,0,0,1,0,0,0,1,0
Person_618,0,1,1,0,0,0,0,0,1,0
Person_619,3,4,5,3,3,2,3,1,3,3
Person_620,0,3,0,2,1,0,1,0,0,0
Person_621,3,3,2,2,2,1,3,1,2,2
Person_622,4,3,5,3,3,3,3,2,3,3
Person_623,0,2,1,1,1,0,0,0,1,0
Person_624,5,4,4,3,3,3,3,3,3,3
Person_625,0,2,0,2,3,1,1,0,2,2
Person_626,2,3,3,1,2,0,1,1,2,2
Person_627,2,3,4,2,2,3,3,2,2,3
Person_628,1,4,2,2,2,0,3,1,2,3
Person_629,0,1,0,0,0,0,0,1,0,1
Person_630,3,4,3,2,3,2,2,1,2,2
Person_631,1,3,3,1,1,0,1,0,1,2
Person_632,3,3,4,2,3,3,3,3,2,3
Person_633,5,5,5,4,3,3,3,3,3,3
Person_634,3,2,3,2,2,2,3,0,2,3
Person_635,2,3,2,3,2,2,2,3,3,0
Person_636,4,4,5,2,3,3,3,2,2,3
Person_637,4,4,3,2,2,3,3,2,2,2
Person_638,0,2,0,0,0,0,0,0,0,0
Person_639,3,4,3,3,3,2,3,2,3,2
Person_640,0,2,0,1,3,0,1,0,0,0
Person_641,3,4,3,2,3,1,3,3,2,1
Person_642,3,3,2,2,2,2,3,1,3,2
Person_643,3,3,4,2,3,2,3,1,2,1
Person_644,3,3,1,2,2,0,1,2,2,1
Person_645,4,4,4,3,3,3,3,3,3,3
Person_646,4,4,4,3,3,3,3,3,3,2
Person_647,5,5,4,4,3,3,3,3,3,3
Person_648,1,3,3,2,3,2,3,2,2,1
Person_649,3,3,2,3,3,0,1,1,3,2
Person_650,3,4,4,3,3,2,3,2,3,3
Person_651,0,2,0,0,0,0,0,0,0,0
Person_652,4,4,4,2,3,3,3,2,2,2
Person_653,3,4,4,2,3,2,2,3,2,1
Person_654,1,3,2,1,2,1,2,2,2,2
Person_655,4,4,4,4,3,3,3,3,3,2
Person_656,5,4,4,5,3,3,3,3,2,3
Person_657,1,1,0,0,1,0,0,0,0,0
Person_658,5,4,4,4,3,3,3,3,3,3
Person_659,4,4,5,3,3,3,3,3,3,3
Person_660,2,2,0,2,2,1,3,0,1,0
Person_661,5,4,4,3,3,3,3,3,3,2
Person_662,3,4,3,2,2,1,2,2,2,3
Person_663,2,3,4,3,3,2,2,2,3,3
Person_664,3,3,4,2,3,3,2,3,3,3
Person_665,5,4,3,2,2,1,3,3,3,2
Person_666,5,4,3,4,3,2,3,3,3,1
Person_667,0,2,0,1,1,0,1,0,1,0
Person_668,3,4,4,3,3,3,2,3,3,3
Person_669,3,3,0,3,2,0,2,2,2,1
Person_670,3,4,5,3,3,2,3,3,2,3
Person_671,2,4,3,2,1,2,2,0,2,1
Person_672,3,3,0,2,2,1,3,2,1,1
Person_673,3,2,1,2,2,0,1,0,1,2
Person_674,1,2,0,2,1,0,2,0,1,0
Person_675,0,2,0,0,2,0,0,1,1,1
Person_676,0,2,0,1,1,0,1,0,0,0
Person_677,4,3,4,3,3,3,3,1,3,2
Person_678,3,3,4,1,3,0,2,1,2,2
Person_679,4,4,3,2,3,2,3,2,2,3
Person_680,0,2,0,0,2,0,1,0,0,0
Person_681,5,5,5,5,3,3,3,3,3,3
Person_682,0,2,0,3,2,0,0,2,1,1
Person_683,3,4,3,2,3,1,2,2,3,2
Person_684,3,2,3,2,3,2,2,1,1,1
Person_685,4,3,3,3,3,2,2,3,3,3
Person_686,0,1,0,0,0,0,0,0,0,0
Person_687,3,3,2,1,3,2,3,1,2,3
Person_688,2,3,3,2,1,3,2,1,2,1
Person_689,0,2,1,0,1,0,1,0,0,1
Person_690,1,2,0,1,1,1,1,0,1,0
Person_691,1,2,0,1,1,0,3,0,2,2
Person_692,4,3,2,2,2,2,3,2,2,3
Person_693,2,3,0,2,2,2,2,1,2,1
Person_694,5,4,4,3,3,3,3,3,3,3
Person_695,3,3,3,2,3,1,2,2,0,2
Person_696,0,2,0,1,1,0,1,0,2,0
Person_697,2,3,3,1,2,1,3,3,1,2
Person_698,0,2,4,0,0,0,3,0,1,0
Person_699,5,5,5,4,3,3,3,3,3,3
Person_700,2,4,4,3,2,3,3,2,3,2
Person_701,0,2,0,0,2,0,1,0,0,0
Person_702,4,5,4,4,3,3,3,3,2,3
Person_703,1,3,3,2,3,2,3,1,2,1
Person_704,2,3,3,2,3,1,2,2,2,1
Person_705,4,4,4,2,2,2,3,3,2,3
Person_706,3,4,2,3,3,2,3,3,3,3
Person_707,0,3,1,1,2,0,1,0,0,0
Person_708,3,4,5,2,2,3,3,2,3,3
Person_709,3,4,4,2,3,2,3,2,3,3
Person_710,3,3,2,2,2,2,3,2,2,2
Person_711,0,4,0,2,1,0,1,1,1,0
Person_712,3,3,4,3,3,2,2,2,2,1
Person_713,1,2,1,1,1,0,0,1,0,1
Person_714,1,2,2,2,2,0,2,1,2,2
Person_715,2,3,3,1,3,0,1,1,1,1
Person_716,5,5,4,4,3,3,3,3,3,3
Person_717,2,2,0,0,1,0,1,1,0,0
Person_718,4,5,4,4,3,3,3,3,2,2
Person_719,3,3,3,2,3,1,3,2,2,2
Person_720,1,2,4,2,3,2,1,1,2,2
Person_721,3,4,3,2,2,2,2,1,2,3
Person_722,5,5,5,5,3,3,3,3,3,3
Person_723,3,4,4,4,3,3,3,3,3,2
Person_724,3,5,4,4,3,3,3,3,3,3
Person_725,2,4,4,3,3,3,3,2,2,2
Person_726,3,2,2,3,2,3,3,3,3,2
Person_727,0,3,3,2,1,1,2,2,2,0
Person_728,2,3,3,1,3,1,3,0,2,2
Person_729,3,5,3,3,3,2,2,3,2,3
Person_730,1,2,1,0,2,0,0,0,1,0
Person_731,0,2,0,1,0,0,0,0,0,0
Person_732,2,3,2,1,1,2,3,2,2,1
Person_733,0,3,1,2,2,0,1,0,0,1
Person_734,2,3,4,2,3,1,3,1,2,3
Person_735,0,1,0,0,2,0,1,0,1,0
Person_736,1,1,0,0,2,0,2,0,1,0
Person_737,5,5,5,4,3,3,3,3,3,3
Person_738,0,1,0,0,0,0,0,0,0,0
Person_739,3,4,4,3,3,2,3,3,2,3
Person_740,3,4,3,2,3,2,3,2,3,2
Person_741,0,2,3,1,3,2,3,1,2,1
Person_742,3,4,3,2,3,3,3,3,2,1
Person_743,0,1,0,0,0,0,0,0,0,0
Person_744,4,3,3,2,2,2,3,1,2,2
Person_745,1,3,0,1,1,0,0,0,1,0
Person_746,0,3,2,1,2,1,2,0,2,2
Person_747,0,1,0,0,0,0,0,1,0,1
Person_748,0,2,3,0,2,0,1,1,2,1
Person_749,4,4,4,3,3,3,3,2,2,2
Person_750,2,3,2,2,3,3,2,3,3,2
Person_751,3,4,3,3,2,2,1,1,3,2
Person_752,1,2,0,0,0,0,0,0,0,0
Person_753,0,0,0,0,1,0,0,0,0,0
Person_754,0,2,0,0,2,0,1,0,0,0
Person_755,1,1,0,0,1,0,2,0,0,1
Person_756,0,2,1,0,2,0,2,0,3,1
Person_757,5,4,5,4,3,3,3,3,3,3
Person_758,0,2,0,1,2,0,1,0,0,0
Person_759,0,2,0,1,0,0,1,0,2,0
Person_760,3,3,1,2,1,0,1,1,1,2
Person_761,4,4,4,2,3,2,2,3,3,3
Person_762,1,3,1,1,2,0,2,1,1,2
Person_763,5,4,4,4,2,2,3,3,2,2
Person_764,4,5,5,2,3,3,3,3,3,3
Person_765,3,4,4,2,3,2,3,3,3,3
Person_766,2,3,3,1,2,2,2,2,2,2
Person_767,0,1,0,2,1,0,1,0,0,1
Person_768,4,4,3,3,3,3,3,3,3,3
Person_769,0,2,0,0,0,0,1,0,0,2
Person_770,0,2,0,2,1,0,1,1,0,0
Person_771,3,4,3,2,3,2,3,1,2,3
Person_772,2,3,3,2,2,0,1,1,2,2
Person_773,0,2,0,1,2,0,1,1,2,0
Person_774,3,3,3,2,2,3,3,2,2,2
Person_775,1,1,0,1,1,0,1,0,1,0
Person_776,1,2,2,1,1,0,1,0,1,0
Person_777,0,2,0,0,0,0,1,0,0,0
Person_778,0,1,0,0,1,0,0,0,1,0
Person_779,1,3,0,2,1,0,2,1,1,1
Person_780,1,3,0,2,3,2,2,1,2,1
Person_781,1,2,0,1,1,0,1,2,1,0
Person_782,2,3,1,1,0,0,1,0,2,1
Person_783,5,3,5,4,3,3,3,3,3,3
Person_784,4,4,3,2,3,2,3,3,2,3
Person_785,0,1,0,1,1,0,0,0,0,0
Person_786,2,2,1,2,3,0,1,1,1,0
Person_787,1,1,1,2,1,0,1,0,1,1
Person_788,0,2,0,1,2,1,1,0,0,2
Person_789,3,4,3,4,3,2,3,2,3,2
Person_790,1,2,2,2,2,1,3,1,1,3
Person_791,2,3,1,2,2,0,3,1,1,1
Person_792,2,2,3,3,2,0,3,0,1,2
Person_793,4,4,3,2,3,3,2,3,2,1
Person_794,0,1,0,0,0,0,0,0,0,0
Person_795,1,2,2,1,1,1,3,1,1,2
Person_796,3,4,1,2,2,2,3,2,1,2
Person_797,3,5,4,3,3,3,3,2,3,3
Person_798,3,4,3,2,3,3,3,3,2,1
Person_799,2,3,3,1,3,1,2,1,2,3
Person_800,3,3,3,2,2,2,3,2,3,3
Person_801,0,0,0,1,1,0,0,0,0,0
Person_802,3,4,3,2,2,1,2,2,3,2
Person_803,2,3,2,2,3,1,3,0,3,2
Person_804,0,2,0,1,0,0,0,1,0,0
Person_805,1,3,0,1,2,0,1,0,0,2
Person_806,1,2,0,1,2,0,1,0,0,0
Person_807,3,4,3,3,2,0,3,0,2,1
Person_808,4,4,4,4,3,3,2,3,2,3
Person_809,0,3,0,1,1,1,1,0,1,2
Person_810,3,4,3,2,3,3,3,2,3,2
Person_811,1,2,0,2,2,0,0,0,1,1
Person_812,4,3,2,2,2,0,1,1,0,0
Person_813,0,2,2,1,1,0,2,1,1,2
Person_814,0,0,0,0,0,0,1,0,0,0
Person_815,2,4,3,2,2,2,2,1,3,2
Person_816,2,2,1,2,2,0,2,2,2,1
Person_817,1,2,0,0,1,0,1,1,0,1
Person_818,0,1,0,0,1,1,0,0,0,1
Person_819,3,3,3,2,3,0,3,1,1,2
Person_820,0,3,1,2,2,0,1,0,2,2
Person_821,3,3,3,2,3,3,2,2,2,3
Person_822,1,2,3,1,2,0,1,1,0,0
Person_823,4,4,3,3,3,3,2,3,2,2
Person_824,3,3,1,2,2,1,2,0,1,1
Person_825,2,2,0,1,2,0,1,0,1,2
Person_826,0,4,1,0,0,0,1,0,1,0
Person_827,3,3,5,3,3,3,3,3,3,3
Person_828,4,4,4,3,3,2,3,3,2,2
Person_829,2,3,2,2,3,0,3,0,1,1
Person_830,0,3,1,0,1,0,1,0,1,0
Person_831,1,2,1,2,2,1,1,0,2,1
Person_832,3,3,3,2,3,0,2,1,3,1
Person_833,0,0,0,1,0,0,0,0,0,0
Person_834,1,2,0,2,1,0,1,0,1,2
Person_835,1,2,2,2,0,0,3,0,2,2
Person_836,3,4,2,3,3,1,2,1,2,2
Person_837,1,1,0,0,1,0,0,0,0,2
Person_838,1,3,0,1,2,0,3,0,1,1
Person_839,0,2,0,0,0,0,0,0,0,0
Person_840,4,4,4,3,3,3,3,3,3,3
Person_841,2,4,0,2,2,0,2,1,3,1
Person_842,4,4,0,2,1,0,0,0,1,2
Person_843,4,4,3,2,2,2,3,3,2,2
Person_844,3,3,3,1,2,1,1,0,1,2
Person_845,1,3,0,1,1,1,1,2,0,1
Person_846,2,3,2,2,1,1,2,1,3,1
Person_847,4,5,5,3,3,3,3,3,3,3
Person_848,0,2,3,1,2,0,2,1,2,2
Person_849,5,4,5,3,3,3,3,3,3,3
Person_850,5,5,4,5,3,3,3,3,3,3
Person_851,1,3,2,1,1,2,1,1,1,2
Person_852,3,4,4,3,3,3,3,3,2,3
Person_853,0,0,0,0,0,0,0,0,0,0
Person_854,1,3,0,2,2,1,0,1,2,2
Person_855,4,5,3,3,3,1,2,2,3,2
Person_856,2,3,1,2,3,2,2,1,2,1
Person_857,3,3,1,2,1,1,3,1,0,0
Person_858,1,1,3,0,2,2,3,0,2,0
Person_859,4,5,3,2,3,3,3,3,3,3
Person_860,5,5,4,5,3,3,3,3,3,3
Person_861,5,5,5,5,3,3,3,3,3,3
Person_862,3,4,2,3,3,2,2,0,2,2
Person_863,4,4,1,2,2,0,1,1,2,2
Person_864,5,5,4,4,3,3,3,3,3,3
Person_865,1,4,3,3,3,3,3,2,2,2
Person_866,3,3,3,1,2,3,3,2,3,2
Person_867,0,1,0,0,0,0,0,0,0,0
Person_868,2,2,2,0,1,1,1,0,2,0
Person_869,0,0,0,0,0,0,0,0,0,0
Person_870,4,3,4,2,3,2,3,3,3,3
Person_871,4,4,3,2,2,1,3,3,2,2
Person_872,3,3,3,2,2,3,3,3,3,3
Person_873,0,3,0,1,0,0,1,0,1,0
Person_874,4,3,2,1,3,2,3,2,3,2
Person_875,2,2,0,1,2,1,1,1,3,1
Person_876,2,4,2,2,3,2,2,1,3,2
Person_877,3,4,3,2,3,3,3,1,3,3
Person_878,0,2,0,0,0,0,0,1,1,0
Person_879,2,3,3,2,3,2,2,1,2,2
Person_880,4,4,4,3,3,3,2,3,3,3
Person_881,5,4,5,5,3,3,3,3,3,3
Person_882,5,4,3,3,3,3,3,3,3,3
Person_883,4,4,3,2,3,3,3,2,3,3
Person_884,2,3,2,2,2,0,2,1,2,0
Person_885,4,3,3,2,2,1,1,1,1,1
Person_886,0,2,0,0,0,0,1,1,0,0
Person_887,2,3,2,1,3,2,3,1,2,0
Person_888,0,2,1,2,1,0,1,0,1,0
Person_889,3,4,3,1,2,1,2,0,1,1
Person_890,5,3,4,3,3,2,3,3,3,3
Person_891,3,3,2,1,2,0,1,2,2,1
Person_892,1,2,0,1,0,0,1,1,0,0
Person_893,5,4,5,2,3,2,2,3,2,3
Person_894,5,4,4,3,3,2,3,1,1,2
Person_895,0,2,0,2,2,0,1,2,2,0
Person_896,3,4,2,2,3,2,2,1,2,2
Person_897,0,1,0,0,0,0,1,0,0,0
Person_898,0,2,0,0,2,0,1,0,0,1
Person_899,1,2,0,0,0,0,1,0,2,0
Person_900,0,3,0,2,1,1,1,0,2,2
Person_901,3,2,2,1,3,0,1,1,2,2
Person_902,4,3,4,2,2,1,1,3,3,2
Person_903,2,2,2,2,3,0,3,3,2,2
Person_904,4,3,4,2,3,2,3,3,2,2
Person_905,0,2,1,1,2,0,1,1,2,1
Person_906,0,0,0,0,0,0,1,0,0,0
Person_907,0,1,2,2,2,0,1,0,2,1
Person_908,5,4,5,5,3,3,3,3,3,3
Person_909,0,1,0,0,0,0,1,0,1,0
Person_910,4,4,4,4,3,3,3,3,3,3
Person_911,3,2,1,2,1,2,2,0,2,1
Person_912,4,4,3,3,2,3,3,3,3,3
Person_913,1,3,3,2,3,2,1,2,2,2
Person_914,3,3,3,3,3,1,2,1,2,1
Person_915,1,2,3,3,1,2,1,1,1,1
Person_916,0,2,2,1,2,0,1,1,0,0
Person_917,4,5,4,4,3,3,3,3,3,2
Person_918,0,1,0,0,1,0,0,0,0,0
Person_919,2,3,2,2,3,3,1,1,1,3
Person_920,4,3,3,2,2,1,2,0,2,1
Person_921,3,3,4,2,2,2,2,1,1,3
Person_922,3,4,3,1,3,3,3,2,2,3
Person_923,3,4,4,2,3,3,2,2,3,2
Person_924,4,5,3,3,2,3,3,3,3,3
Person_925,1,3,3,1,1,1,2,0,0,2
Person_926,3,3,1,2,2,2,3,2,2,2
Person_927,2,3,1,3,2,1,2,1,1,2
Person_928,2,3,3,2,2,0,1,1,2,2
Person_929,4,3,3,1,2,1,3,1,2,2
Person_930,3,4,4,3,3,1,3,2,2,1
Person_931,3,2,3,3,3,2,3,2,2,2
Person_932,2,3,2,1,3,1,3,1,2,2
Person_933,0,2,2,1,2,2,2,1,1,1
Person_934,0,2,0,0,0,0,0,0,0,0
Person_935,0,2,0,0,0,0,1,1,0,1
Person_936,4,3,2,2,3,0,3,1,2,2
Person_937,1,2,0,1,2,1,1,0,1,0
Person_938,1,4,2,2,1,0,2,0,1,1
Person_939,2,2,0,1,3,0,1,0,1,1
Person_940,5,4,5,5,3,3,3,3,3,3
Person_941,4,3,3,3,2,2,3,3,3,3
Person_942,4,3,4,1,3,2,3,2,2,2
Person_943,3,3,5,3,3,3,3,2,2,3
Person_944,2,3,4,3,3,1,3,0,2,2
Person_945,4,5,4,3,3,3,3,3,3,3
Person_946,1,2,0,0,1,0,1,0,1,0
Person_947,3,3,1,2,3,2,3,3,2,2
Person_948,3,4,2,3,3,2,3,2,2,3
Person_949,4,3,4,2,3,3,3,3,3,3
Person_950,4,3,3,3,2,2,3,3,3,2
Person_951,4,4,4,4,3,3,3,3,3,3
Person_952,5,4,5,3,3,2,3,3,3,3
Person_953,3,3,0,2,2,1,1,1,1,1
Person_954,2,3,0,0,2,0,2,1,2,0
Person_955,5,5,5,5,3,3,3,3,3,3
Person_956,2,3,1,2,1,0,1,0,2,0
Person_957,3,3,4,2,3,0,3,1,1,3
Person_958,4,3,2,4,3,2,2,2,3,2
Person_959,0,4,2,2,2,2,3,3,2,1
Person_960,2,3,0,0,2,1,1,1,2,0
Person_961,4,3,5,3,3,3,3,3,3,3
Person_962,5,3,3,2,3,2,3,2,3,1
Person_963,4,4,5,4,3,3,3,3,3,3
Person_964,1,2,3,3,1,1,2,0,2,0
Person_965,1,2,0,1,1,0,2,1,2,2
Person_966,3,3,3,2,2,0,3,1,2,2
Person_967,2,3,2,3,3,3,2,1,2,2
Person_968,2,3,2,2,2,1,1,2,1,2
Person_969,2,3,1,3,2,2,2,2,2,3
Person_970,4,4,1,1,2,1,1,1,2,2
Person_971,3,2,2,1,2,2,3,1,2,0
Person_972,1,3,0,0,1,0,1,0,1,0
Person_973,0,1,0,0,1,0,1,0,0,1
Person_974,4,4,3,2,3,3,2,2,1,2
Person_975,3,2,2,2,2,3,1,1,1,2
Person_976,2,2,0,1,1,1,1,0,1,1
Person_977,0,3,0,1,1,0,1,1,1,1
Person_978,0,3,1,0,2,0,1,0,2,1
Person_979,0,2,0,0,0,0,1,0,2,0
Person_980,4,4,4,2,3,2,3,2,2,2
Person_981,5,5,5,5,3,3,3,3,3,3
Person_982,0,2,0,2,1,0,1,0,0,1
Person_983,0,2,0,0,0,0,0,1,1,1
Person_984,1,2,0,1,2,0,1,0,1,1
Person_985,1,3,2,2,2,1,1,1,2,2
Person_986,4,4,5,3,3,2,2,3,2,3
Person_987,1,3,0,1,3,0,1,1,2,2
Person_988,0,2,0,0,2,0,2,2,1,1
Person_989,0,2,1,0,0,0,0,1,0,0
Person_990,4,4,4,2,3,3,3,3,3,2
Person_991,0,2,2,1,2,1,2,1,2,2
Person_992,3,5,5,3,3,3,3,3,3,3
Person_993,4,3,4,2,1,2,3,2,2,2
Person_994,0,1,0,0,1,1,0,1,1,0
Person_995,4,4,4,3,3,3,3,3,3,3
Person_996,0,1,1,0,0,0,0,0,1,0
Person_997,4,3,3,2,2,3,2,3,2,3
Person_998,1,2,0,1,1,0,1,1,0,2
Person_999,0,0,0,0,0,0,0,0,0,0
Person_1000,1,3,0,1,0,0,1,0,0,1
